nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0277978,Iain Finlay,1935,\N,"actor,producer","tt0074077,tt0244899,tt0243689"
nm0278010,Kate Finlayson,\N,\N,"actress,soundtrack","tt0452718,tt0095016,tt0109893,tt0088929"
nm0278196,Elizabeth Finnegan,\N,\N,director,tt0232420
nm0278285,Michele Finney,1949,\N,actress,"tt0348926,tt0078644,tt0382262,tt0172067"
nm0278374,Wayne Finucan,\N,\N,"sound_department,actor","tt0118480,tt0106627,tt0108342,tt0105678"
nm0278377,Brendan Finucare,\N,\N,,tt0244206
nm0278623,Beverly Fite,\N,\N,actress,"tt0286713,tt0042071,tt0379088"
nm0278828,Anya Fischer,1975,\N,actress,"tt0125644,tt0239531,tt1482968,tt0115088"
nm0278877,Don Fischer,1959,\N,actor,"tt0116253,tt0117731,tt0114508,tt0233469"
nm0278886,Eveline Fischer,1969,\N,"actress,composer,sound_department","tt0273296,tt0271111,tt0218376,tt0229339"
nm0279555,Jamison Fisher,\N,\N,actress,tt0236789
nm0279635,L.B. Fisher,\N,\N,actor,"tt0285356,tt0118492,tt15486810,tt0241357"
nm0279651,Lucy Fisher,\N,\N,"producer,executive","tt0397535,tt0418763,tt1343092,tt1840309"
nm0279718,Nicole Fisher,\N,\N,actress,"tt0159142,tt0243433"
nm0279785,Shirley Fisher,\N,\N,"producer,miscellaneous","tt0404629,tt12554202,tt1327023,tt13673180"
nm0279940,Steve Fisk,\N,\N,"soundtrack,sound_department,composer","tt0132245,tt0200550,tt0124198,tt0141098"
nm0280171,Sterling Fitzgerald,\N,\N,actress,tt1148205
nm0280330,Melissa Fitzgerald,\N,\N,"actress,producer,miscellaneous","tt0200276,tt0413573,tt0186151,tt2401109"
nm0280334,Michelle Fitzgerald,\N,\N,"casting_department,producer,actress","tt5161388,tt0130197,tt0840833,tt0282332"
nm0280587,Ruth FitzPatrick,\N,\N,director,"tt1493314,tt1623316,tt1620779,tt0246705"
nm0280663,Marlin Fitzwater,1942,\N,miscellaneous,"tt0241088,tt0200276,tt0962723,tt0795389"
nm0280739,Jonas Fjeld,\N,\N,"composer,actor","tt0491416,tt0217977,tt0235249,tt23773606"
nm0280911,Wally Flaherty,1931,1998,actor,"tt0235406,tt0124307,tt0085434"
nm0280951,Bernard Flamain,\N,\N,actor,"tt0240150,tt5664632,tt0214335"
nm0281339,E. Flavius,\N,\N,composer,"tt0243569,tt0269084"
nm0281370,Jean Flechet,1928,\N,"director,writer,producer","tt1339342,tt0236802,tt0255017,tt1094271"
nm0281801,Tom Fleming,1927,2010,actor,"tt0067306,tt0239157,tt1134903,tt0989125"
nm0281852,Rebekka Fleming,1944,2014,actress,"tt0130444,tt0395882,tt0897272,tt1077223"
nm0282152,Kimon Fletos,\N,\N,"actor,camera_department,miscellaneous","tt0140033,tt0256000,tt0236260,tt0201250"
nm0282222,Michel Fleury,\N,\N,producer,tt0237718
nm0282238,Laurent Fleutot,\N,\N,"cinematographer,camera_department,assistant_director","tt0119558,tt0105682,tt0301727,tt0301730"
nm0282298,Jürgen Fliege,1947,\N,"actor,writer","tt0806910,tt0245623,tt10817508,tt0108979"
nm0282331,Peter Flinckenberg,\N,\N,"cinematographer,camera_department,director","tt8174628,tt3492436,tt5246700,tt2405182"
nm0282333,Simon Flind,\N,\N,"producer,actor","tt0815069,tt0112964,tt0255555,tt5182850"
nm0282457,Dave Flitton,\N,\N,"producer,writer,director","tt12582850,tt0120926,tt0229883,tt1748705"
nm0282739,Ángel Flores Torres,\N,\N,"director,actor,writer","tt2330853,tt2797126,tt2188747,tt0236600"
nm0282802,Eduardo Flores Torres,\N,\N,"camera_department,cinematographer,director","tt1562873,tt8332438,tt5941692,tt0449467"
nm0283088,Hugo Florsheimer,1990,\N,actor,"tt0196420,tt0172014,tt0236244"
nm0283139,Alan Flower,\N,\N,"actor,assistant_director,casting_department","tt0094481,tt0857376,tt3958652,tt11015442"
nm0283658,Larry Flynt,1942,2021,"miscellaneous,producer,actor","tt0117318,tt1267440,tt0302652,tt1184789"
nm0283748,Arne Focketyn,\N,\N,"actor,miscellaneous,set_decorator","tt1850397,tt1755138,tt1286536,tt1639077"
nm0283844,Peter Schønau Fog,1971,\N,"miscellaneous,director,writer","tt5194504,tt0495040,tt0886543,tt0228523"
nm0283915,Tanya Marten,\N,\N,"actress,producer,writer","tt0106154,tt0118153,tt16985640,tt0468455"
nm0283938,Ben Fogle,1973,\N,"director,actor,producer","tt2795196,tt2111260,tt0475047,tt14171544"
nm0284123,Daniel P. Foley,\N,\N,producer,"tt0260495,tt0228438"
nm0284126,Don Foley,\N,\N,actor,"tt0298856,tt0118760,tt0111958,tt0089146"
nm0284206,Neil Foley,\N,\N,"producer,actor,director","tt7174950,tt0108709,tt0105275,tt0240377"
nm0284319,Julie Follansbee,1919,2008,actress,"tt0102768,tt0159206,tt0098844,tt0069946"
nm0284393,Ryan Folsey,1970,\N,"editor,editorial_department,actor","tt11125620,tt11358390,tt0303816,tt0432021"
nm0284883,Attilio Fontana,\N,\N,"actor,writer,composer","tt12859466,tt0280230,tt1287346,tt7073944"
nm0285535,Bruce Ford,1956,\N,actor,"tt0238006,tt0256006,tt0256935,tt0260103"
nm0285581,Crystalle Ford,\N,\N,actress,"tt0160168,tt0306947,tt0240380,tt1876245"
nm0285596,David Ford,1925,1983,"actor,soundtrack","tt0068156,tt0059978,tt0043229,tt0043214"
nm0285607,Deborah Smith Ford,\N,\N,"actress,miscellaneous,producer","tt10597228,tt0277895,tt14019106,tt0156934"
nm0285656,Gaby Ford,\N,\N,actress,"tt0401696,tt0230496,tt0099407,tt0128929"
nm0285683,Howard J. Ford,1973,\N,"director,writer,producer","tt3833474,tt1386925,tt0273539,tt2917336"
nm0285829,Phil Ford,1919,2005,actor,"tt0228817,tt0063925,tt0074042,tt0083914"
nm0285888,Susan Ford,1957,\N,"actress,camera_department","tt0075512,tt0084987,tt1229032,tt0078641"
nm0285951,Haruko Forde,\N,\N,actress,tt0239775
nm0286068,Randy Foreman,\N,\N,actor,"tt0239590,tt0258444"
nm0286070,Robert Foreman,\N,\N,"actor,producer,writer","tt6993030,tt1645830,tt1247693,tt0780595"
nm0286196,Maurizio Forestieri,\N,\N,"animation_department,director,art_department","tt0317074,tt11478092,tt0242761,tt0399778"
nm0286211,Adam Forgash,\N,\N,"writer,producer","tt1105447,tt0228277,tt0338187"
nm0286970,Keith Forster,\N,\N,actor,"tt0198284,tt0233764,tt0116120,tt0106179"
nm0287155,Giancarla Forte,\N,\N,producer,"tt0429290,tt0240090"
nm0287158,James Forte,\N,\N,"camera_department,actor","tt0236219,tt1821305"
nm0287408,Raffaele Fortunato,\N,\N,actor,"tt0245249,tt1399079,tt0088879,tt0087088"
nm0287474,Luc Forveille,\N,\N,"editor,editorial_department,director","tt0120882,tt3772638,tt0200091,tt0243529"
nm0287515,Alejandra Fosalba,1970,\N,actress,"tt1500561,tt1947646,tt1027890,tt2087477"
nm0287712,C. Michael Foster,\N,\N,writer,tt0240549
nm0287748,Damian Foster,\N,\N,"actor,stunts","tt0393394,tt0248742,tt0431197,tt0181316"
nm0287768,Devyn Foster,\N,\N,actor,"tt7765882,tt0239708,tt0239798,tt0267990"
nm0287857,J.T. Foster,\N,\N,"director,writer,editor","tt0228525,tt0411570,tt0422017"
nm0287924,Larry Foster,\N,\N,"director,actor,writer",tt0238735
nm0287945,Lourdes Foster,\N,\N,"camera_department,script_department,actress",tt0238735
nm0287946,Lucas Foster,\N,\N,"producer,executive,writer","tt0328107,tt1950186,tt0356910,tt0112740"
nm0288127,Dan Foster-Jones,\N,\N,actor,tt0235800
nm0288901,Broderick Fox,\N,\N,"editor,director,producer","tt1391076,tt4245204,tt2099763,tt15371794"
nm0289011,Gerald Fox,1964,\N,"director,producer,writer","tt0294117,tt1933622,tt4108610,tt0418165"
nm0289110,Larry Fox,\N,\N,"art_department,art_director,production_designer","tt0092991,tt0097911,tt0238463,tt3705822"
nm0289114,Laurence Fox,1978,\N,"actor,soundtrack","tt0242527,tt0280707,tt0416508,tt0414055"
nm0289139,Mary Jo Fox,\N,\N,,tt0239638
nm0289186,Paul Fox,\N,\N,"director,assistant_director,producer","tt0402249,tt5421602,tt0461946,tt3526078"
nm0289362,Samantha Foxx,\N,\N,actress,"tt1013646,tt2562704,tt5706484,tt2647286"
nm0289386,Eddie Foy,1856,1928,"actor,soundtrack","tt2403484,tt0239211,tt0005318,tt4850732"
nm0289429,Matt Foyer,\N,\N,actor,"tt0478988,tt0119139,tt0241792,tt1498878"
nm0289440,Michael Foytényi,\N,\N,"editor,writer","tt0230562,tt0348926,tt5656204,tt0232954"
nm0289457,Arne Philip Fraas,\N,\N,"director,editor,producer","tt2328743,tt8694688,tt0232505,tt2355665"
nm0289488,Pierre Frachet,\N,\N,"writer,soundtrack","tt0232911,tt3744684,tt10967502"
nm0289620,José María Fraguas,\N,\N,"director,miscellaneous,writer","tt0465872,tt27952883,tt0372719,tt12829088"
nm0289752,Timoteo Frammartino,\N,\N,actor,tt0244653
nm0289877,Myra Frances,1942,2021,actress,"tt0069993,tt0072572,tt0228374,tt0056751"
nm0289889,Alba Francesca,\N,\N,"actress,producer,director","tt0078697,tt0202649,tt0074042,tt0109417"
nm0289924,M. Francesconi,\N,\N,writer,tt0239444
nm0290126,David Francis,\N,\N,actor,"tt1152398,tt0103352,tt0253839,tt0416449"
nm0290336,Stu Francis,1951,\N,actor,"tt2886576,tt1686710,tt0238788,tt2418530"
nm0290383,Edwin Francisco,\N,\N,actor,"tt11533786,tt0408437,tt0110356,tt2286643"
nm0290396,Martim Francisco,1924,1989,"actor,producer","tt0260357,tt0182378,tt0491270,tt0200417"
nm0290442,Michael Franck,1954,\N,"director,producer,writer","tt1582504,tt2040584,tt2040390,tt2457450"
nm0290514,Buster Franco,\N,\N,"editor,editorial_department,writer","tt0297174,tt7893318,tt0426204,tt2011130"
nm0290552,Guto Franco,1959,\N,"composer,director,actor","tt1899486,tt0300884,tt0497900,tt0473586"
nm0290584,Leonardo Franco,\N,\N,actor,"tt0125683,tt6047298,tt6910020,tt6471684"
nm0290670,Richard Francoeur,1894,1971,"actor,miscellaneous","tt0356592,tt0033501,tt0032653,tt0031885"
nm0291158,Jürgen Milski,1963,\N,actor,"tt11252198,tt1223177,tt0409924,tt2587242"
nm0291258,Lies Franken,1930,1996,actress,"tt0233090,tt0047940,tt0958009,tt1219681"
nm0291727,Jean-Claude Frans,\N,\N,actor,tt0231119
nm0291935,Marcelo França,1947,\N,"actor,producer,director","tt0190549,tt0313533,tt0244992,tt0139227"
nm0292185,Linda Fraser,\N,\N,cinematographer,tt0230908
nm0292365,Roger A. Fratter,1968,\N,"director,editor,writer","tt2106608,tt0426866,tt0426888,tt13798790"
nm0292435,Beverlyn Fray,\N,\N,"miscellaneous,director","tt0101891,tt0086687,tt0245237"
nm0292836,Carole Fredericks,1952,2001,"actress,soundtrack,music_department","tt0091244,tt0091757,tt0098226,tt0080951"
nm0293040,Lotte Aske Fredskov,\N,\N,actress,"tt0242084,tt0113030,tt0220261"
nm0293381,Ellis Freeman,\N,\N,"miscellaneous,writer,producer","tt0281094,tt7774840,tt0236109,tt0454482"
nm0293544,Orville L. Freeman,1918,2003,,"tt0170980,tt0040053"
nm0293596,Stan Freeman,1920,2001,"music_department,soundtrack,actor","tt0138075,tt0217402,tt0061240,tt0426564"
nm0293656,Rick Freers,\N,\N,"director,producer",tt0228825
nm0293690,George Freeway,\N,\N,"editor,director,actor","tt0349852,tt1054508,tt0323108,tt0296148"
nm0293722,Charles Frehse,\N,\N,"actor,sound_department","tt0242623,tt9897832"
nm0293874,Regine Freise,\N,\N,"production_designer,art_department,art_director","tt0120374,tt0385748,tt0295254,tt0118700"
nm0293878,Erik Freiser,\N,\N,"cinematographer,camera_department","tt0110447,tt0233940"
nm0293973,Yan Freydlin,1944,\N,composer,"tt3273980,tt4876918,tt0078434,tt0240232"
nm0294154,Michaela French,\N,\N,"director,writer,editor","tt12951990,tt0245116"
nm0294155,Brandon French,\N,\N,"writer,actress","tt0244438,tt0467480"
nm0294209,Simon Ffrench,\N,\N,"cinematographer,camera_department","tt0093354,tt2123355,tt0397152,tt1307789"
nm0294240,Elodie Frenck,1975,\N,"actress,soundtrack","tt0281364,tt1198403,tt1465487,tt1032842"
nm0294316,Sasha Frere-Jones,\N,\N,composer,"tt0234854,tt4382618,tt1534075,tt11401338"
nm0294357,Joe Frese,\N,\N,"actor,director,writer","tt0390044,tt3093618,tt0233000"
nm0294364,David Fresh,\N,\N,"actor,writer",tt0235408
nm0294396,Tibor Freso,1918,1987,composer,"tt0261929,tt0268736,tt0239288"
nm0294419,Bill Fretwell,\N,\N,actor,"tt0242773,tt0092401,tt0185315"
nm0294426,Hannes Fretzer,1965,\N,"actor,director,writer","tt2234051,tt0238103,tt0108829,tt0238261"
nm0294475,Erich Freund,1902,1958,"director,actor","tt0236269,tt0235101,tt0233386"
nm0294615,Paul Frey,1942,\N,"actor,music_department","tt0278547,tt0263729,tt0277890,tt0084476"
nm0294645,Bernard Freyberg,1889,1963,,\N
nm0294792,Kent Frick,\N,\N,actor,"tt0242391,tt0117797,tt5238326,tt0220265"
nm0294804,Wilhelm Frick,1877,1946,,"tt0247283,tt0441889,tt0244109"
nm0294917,Morten Fridstrøm,\N,\N,"director,assistant_director,editor","tt8416532,tt27172347,tt8433342,tt0080314"
nm0294989,Billy Friedberg,1915,1965,"writer,miscellaneous,producer","tt0054528,tt0047763,tt0053530,tt0053547"
nm0295004,Mark Friedberg,\N,\N,"production_designer,assistant_director","tt0362270,tt7286456,tt0297884,tt0383028"
nm0295013,Willem Friede,\N,\N,composer,"tt0231697,tt11177150,tt12633860,tt0945531"
nm0295524,David Friend,\N,\N,"producer,actor,writer","tt0104391,tt0236783,tt0313504,tt0312575"
nm0295669,Sabine Friess,\N,\N,"actress,casting_director","tt7067788,tt0242110"
nm0295753,Abdelaziz Frikha,\N,\N,cinematographer,"tt0239668,tt11262288"
nm0295769,Willeke Frima,\N,\N,"writer,music_department,soundtrack","tt0095319,tt0239060"
nm0295777,Alena Frimlová,1906,1988,"actress,soundtrack","tt0074354,tt0282855,tt0203016,tt1343322"
nm0295821,Adam Frisch,1971,\N,"cinematographer,camera_department","tt3622110,tt1320296"
nm0295956,Michael K. Frith,\N,\N,"miscellaneous,art_department,producer","tt0079588,tt0117110,tt0074028,tt0242192"
nm0296203,Célia Froes,\N,\N,"actress,writer","tt0437203,tt0077460,tt0254804,tt0237568"
nm0296335,Pascale Froment,\N,\N,writer,"tt9287628,tt0234041"
nm0296444,Helmuth Froschauer,1933,2019,"music_department,director,actor","tt0822847,tt0924010,tt13153514,tt8110640"
nm0296604,Roberto Frota,\N,\N,"actor,writer","tt1956210,tt0757116,tt0235920,tt0448927"
nm0296820,Armand Frydman,\N,\N,"soundtrack,composer","tt0875581,tt0374476,tt0171764,tt1267504"
nm0296822,Barney Frydman,\N,\N,"director,editor,writer","tt4473138,tt1930544,tt8307884,tt6040062"
nm0296825,Gérald Frydman,1942,\N,"director,writer,producer","tt0263043,tt0256372,tt0284251,tt0245047"
nm0296894,Skip Frye,\N,\N,,"tt28305955,tt1548982,tt1263697,tt0233702"
nm0297036,Erick Fröander,1913,\N,actor,\N
nm0297166,Rei Fuchigami,\N,\N,actor,tt0235819
nm0297186,Claudia Fuchs,\N,\N,"art_department,art_director,production_designer","tt0228679,tt0192237,tt0309820,tt0161860"
nm0297284,Werner Fuchs,\N,\N,"producer,writer,director","tt0205014,tt0235171,tt0433428,tt0205367"
nm0297400,Dave Fuentes,\N,\N,"actor,writer,sound_department","tt0228595,tt1549947"
nm0297407,Ernesto Fuentes,\N,\N,"producer,production_manager,miscellaneous","tt0274763,tt0316067,tt0371369,tt0380251"
nm0297490,Ángel Fuentes,\N,\N,"actor,writer,producer","tt0239938,tt2016886"
nm0297514,Gustavo Fuertes,1959,\N,"cinematographer,visual_effects,camera_department","tt0244226,tt0238337,tt0228577,tt0244085"
nm0297570,Lisellotte Fugger,\N,\N,actress,tt0242893
nm0297626,Chris Fuhrman,1960,1991,writer,tt0238924
nm0297692,Fuji-Yama,\N,\N,composer,"tt0439533,tt0184787,tt0229995"
nm0297875,Kiyose Fujiwara,\N,\N,actor,tt0229821
nm0297982,Mike Fukuda,\N,\N,"miscellaneous,producer","tt0271111,tt1782422,tt0208332,tt0242318"
nm0297990,Yasushi Fukuda,\N,\N,writer,"tt0989779,tt1155705,tt2075560,tt0354316"
nm0298021,Shinichi Fukumoto,\N,\N,actor,"tt28325736,tt16274614,tt0182629,tt15072540"
nm0298041,Michael Fukushima,\N,\N,"producer,director,animation_department","tt8615478,tt3106944,tt4181270,tt4128156"
nm0298043,Satoshi Fukushima,\N,\N,"producer,sound_department,miscellaneous","tt0482599,tt0391198,tt0235198,tt0433386"
nm0298048,Masaharu Fukuyama,1969,\N,"soundtrack,actor,composer","tt3029556,tt1160629,tt2331143,tt2412556"
nm0298125,David Fulk,\N,\N,"writer,director,soundtrack","tt0242821,tt7900060,tt0439732"
nm0298226,Elsie Fuller,1901,\N,"actress,writer,script_department","tt0015420,tt0013383,tt0014234,tt0018589"
nm0298371,William Fuller,1944,2004,"actor,stunts","tt0079308,tt0085823,tt0086734,tt0235335"
nm0298473,Jack Fulton,1903,1993,"soundtrack,actor","tt0093818,tt0234463,tt0115837,tt3749900"
nm0298825,Richie Furay,1944,\N,"soundtrack,actor","tt1157620,tt0185014,tt0462338,tt0062589"
nm0298938,Lia Furlin,\N,\N,actress,"tt0241672,tt0444337,tt0457887,tt0456533"
nm0299128,Ariovaldo Pires,1907,1979,"composer,actor","tt0259912,tt0241768,tt0241688,tt0241937"
nm0299532,Yuri Fyodorov,\N,\N,writer,tt0240033
nm0299560,Kostas Fyssoun,\N,\N,actor,"tt0236258,tt0204154,tt0208254,tt0231161"
nm0299591,Tania Falquez,\N,\N,actress,"tt2262715,tt1260520,tt0241134,tt7948096"
nm0299597,Béla Fáy,1901,1984,actor,"tt1058037,tt0033829,tt0240954,tt0030511"
nm0299752,Herbert Föttinger,1961,\N,"actor,miscellaneous,director","tt0810918,tt1899244,tt0806910,tt13352548"
nm0299883,Silvestre G.,\N,\N,actor,tt0244057
nm0299888,Gv Prabhakar,\N,\N,"director,assistant_director","tt0390602,tt0245690"
nm0300047,Elena Gabets,1955,\N,"actress,casting_director,writer","tt5830002,tt0230999,tt0255509,tt15001688"
nm0300262,Michael Gabriel,\N,\N,writer,tt0244413
nm0300283,Sandy Gabriel,1948,\N,actress,"tt0072559,tt0250139,tt0065272,tt0242916"
nm0300314,Stratos Gabrielidis,\N,\N,"editor,sound_department,editorial_department","tt0427954,tt0113247,tt4077484,tt2493230"
nm0300331,Leona Gabrielle,\N,\N,composer,tt0229015
nm0300381,Aleksei Gabrilovich,\N,\N,"writer,director","tt23838992,tt0230651,tt0300367,tt0319964"
nm0300451,Achmi Gachem,\N,\N,"actor,writer","tt7205954,tt0229088"
nm0300476,Madonna Wayne Gacy,1964,\N,"actor,soundtrack,composer","tt0124102,tt0338768,tt0133093,tt0479780"
nm0300860,Vemuri Gaggaiah,1895,1955,"actor,music_department","tt0247507,tt0261993,tt0247496,tt0155154"
nm0301098,Eden Gaha,\N,\N,"producer,actor,executive","tt27500129,tt0239195,tt5363720,tt3565412"
nm0301200,Scanlon Gail,1949,\N,actor,"tt0119592,tt0102803,tt0191731,tt0097390"
nm0301220,August Gailit,1891,1960,writer,"tt0446376,tt0239722"
nm0301257,Yvan Gaillard,\N,\N,"editor,director,sound_department","tt4964258,tt0236311,tt0311847,tt0271872"
nm0301258,Yves Gaillard,\N,\N,editor,"tt0236311,tt6491058"
nm0301470,Dmitri Gajdar,\N,\N,actor,tt0237528
nm0301675,Ximena Galarza,\N,\N,actress,tt0244860
nm0301774,Tom Galbraith,\N,\N,writer,"tt0231615,tt0086689,tt0094481,tt0287253"
nm0302202,Rudy Galindo,1969,\N,actor,"tt0455265,tt1569983,tt0157246,tt0245836"
nm0302277,Balázs Galkó,1949,\N,"actor,miscellaneous","tt3296908,tt0115062,tt0221885,tt0099334"
nm0302339,Bill Gallagher,\N,\N,"writer,producer,director","tt0412107,tt1077744,tt2391224,tt2326983"
nm0302482,Robert Gallagher,1920,2001,"actor,soundtrack","tt0072895,tt0047739,tt0041061,tt0057581"
nm0302489,Sarah Gallagher,\N,\N,"actress,producer,miscellaneous","tt15768848,tt1720019,tt2442560,tt2183641"
nm0302529,Adolf Galland,1912,1996,miscellaneous,"tt3686258,tt0408418,tt0064072,tt0181260"
nm0302769,Álvaro Gallegos,\N,\N,"actor,writer","tt0110837,tt0228577,tt0254923"
nm0303060,Lucio Gallo,\N,\N,actor,"tt0255347,tt0417138,tt2255284,tt0229617"
nm0303175,Graham Galloway,\N,\N,actor,"tt0094027,tt0094274,tt0113305,tt0114885"
nm0303344,John William Galt,1940,2022,"actor,writer,producer","tt0234704,tt0102138,tt0100419,tt0109830"
nm0303418,Luigi Calvano,\N,\N,"production_designer,set_decorator","tt0205627,tt0241811,tt0209542,tt0241866"
nm0303438,Daniel Galvez-Vallejo,\N,\N,actor,tt0230351
nm0303519,Margareth Galvão,\N,\N,actress,"tt3414164,tt2153364,tt10886016,tt0396131"
nm0303522,Sérgio Galvão,\N,\N,"actor,director,writer","tt0209572,tt0242039,tt0138226,tt0320057"
nm0303580,Pablo Galán,1986,\N,actor,"tt0243794,tt0362372,tt0461758,tt0374164"
nm0303609,Geisa Gama,1931,2017,actress,"tt0229110,tt0209644,tt0429743,tt0142045"
nm0303677,Christopher Gambale,1970,\N,"miscellaneous,location_management,producer","tt0118887,tt1084016,tt0117802,tt0110877"
nm0303878,T.J. Gambrel,1971,\N,actor,tt0243233
nm0303947,Jeanne Gamine,\N,\N,"writer,miscellaneous","tt4260940,tt0301549,tt0350683,tt0233447"
nm0304129,Rebecca Gandara,1964,\N,"make_up_department,actress,costume_designer",tt0240670
nm0304231,Gladys Gane,\N,\N,actress,"tt0921844,tt0176920,tt0228815,tt0921833"
nm0304275,V.C. Ganesan,\N,\N,"producer,production_designer,miscellaneous","tt0275654,tt0371041,tt0352456,tt0278712"
nm0304303,Ganga,\N,\N,"art_director,actor,director","tt0333149,tt8836748,tt0139157,tt0176075"
nm0304360,Jiban Ganguly,1905,1953,"actor,director","tt0363725,tt0274790,tt1516142,tt0393676"
nm0304385,Lucien Ganier-Raymond,1912,\N,"assistant_director,director","tt0242799,tt0168997,tt0021855,tt0242352"
nm0304453,Dennis Gannon,\N,\N,"actor,assistant_director","tt0243428,tt5182426"
nm0304672,Tommy Ganz,\N,\N,"editor,composer,director","tt0413375,tt0412930,tt0309328,tt0309583"
nm0304729,Yuanyuan Gao,1979,\N,actress,"tt0485976,tt3906444,tt4168512,tt1124052"
nm0304797,Lazlo Garai,\N,\N,actor,tt0240230
nm0304801,Romola Garai,1982,\N,"actress,director,writer","tt0338096,tt1709143,tt3077214,tt0783233"
nm0305032,Antoine Garceau,\N,\N,"assistant_director,director,actor","tt0401711,tt13505008,tt27165867,tt0324133"
nm0305180,Durval Garcia,\N,\N,"producer,director,writer","tt0303160,tt0270188,tt0240339"
nm0305298,João Francisco Garcia,\N,\N,actor,"tt0237238,tt0444236,tt0444306,tt0237330"
nm0305400,Richard Garcia,1963,\N,"producer,actor,music_department","tt0089941,tt8615312,tt0238278,tt0102330"
nm0305451,Teresa Garcia,\N,\N,"script_department,assistant_director,director","tt2231074,tt0493223,tt9373334,tt0419628"
nm0305563,Adrian Garcia Bogliano,1980,\N,"producer,writer,actor","tt10722406,tt2107648,tt2420756,tt1668212"
nm0305564,Ramiro García Bogliano,1975,\N,"writer,director,producer","tt0806008,tt0977203,tt1725073,tt9344454"
nm0305593,Francis García Carrasco,\N,\N,"composer,soundtrack","tt0479509,tt0109699,tt0228577,tt0410459"
nm0305693,José García Hernández,\N,\N,"director,writer,editor","tt2446626,tt2846598,tt0266382,tt0243858"
nm0305762,Mario García Montes,\N,\N,"animation_department,director,writer","tt0476207,tt2947778,tt0480180,tt2947780"
nm0305787,Nemesio García Naranjo,1883,1962,writer,"tt0036456,tt0229012"
nm0305876,Arturo García Tenorio,\N,\N,"actor,director,cinematographer","tt0210434,tt0279571,tt0366345,tt0888077"
nm0305918,Enrique García Álvarez,1896,1971,actor,"tt0233975,tt0056732,tt0232137,tt0061752"
nm0306030,Claudia Liliana García,\N,\N,"writer,director,producer","tt0230148,tt0281414,tt3592730,tt0411033"
nm0306042,Dago García,\N,\N,"writer,producer,director","tt4419406,tt0244576,tt0270569,tt26921097"
nm0306250,Juan E. García,\N,\N,"producer,director,writer","tt1686084,tt0374510,tt0489057,tt1332114"
nm0306381,Miguel García,\N,\N,actor,"tt0101026,tt0238017"
nm0306455,Raúl García,\N,\N,"director,writer,cinematographer","tt5451236,tt0244576,tt4257372,tt0441863"
nm0306680,Chris Gardner,\N,\N,"actor,art_department,camera_department","tt0171433,tt1282022,tt1408101,tt0104055"
nm0306773,Lizzy Gardiner,1966,\N,"costume_designer,costume_department,writer","tt0382992,tt2119532,tt0109045,tt2058107"
nm0306797,Steve Gardiner,\N,\N,actor,tt0244637
nm0306808,Stevan Gardinovacki,1936,2011,actor,"tt0191678,tt0319958,tt0398442,tt0181029"
nm0307022,Lawrence Gardner,1964,2014,"cinematographer,camera_department","tt1169939,tt0243155,tt1145490,tt1062325"
nm0307051,Michelle Gardner,\N,\N,"writer,actress,director","tt0250915,tt0104629,tt0209069,tt0126145"
nm0307092,Ron Gardner,\N,\N,actor,"tt0229480,tt0109196"
nm0307158,Eduardo Garduño,\N,\N,"actor,art_director,production_designer","tt0292431,tt0150712,tt0243823"
nm0307268,Jack Garfield,\N,\N,actor,"tt0233520,tt0228900"
nm0307531,Jeff Garlin,1962,\N,"actor,producer,director","tt0264235,tt1862079,tt0910970,tt1038919"
nm0307567,Sherry Garland,\N,\N,writer,tt0230129
nm0307581,Arnost Garlatty,1917,1962,actor,"tt5868092,tt0240247,tt0239994,tt0052263"
nm0307776,Todd Garner,\N,\N,"producer,miscellaneous,writer","tt0267804,tt0293429,tt0316465,tt0329774"
nm0307815,Paul Garnett,\N,\N,cinematographer,"tt0007622,tt0005076,tt0281883,tt0015265"
nm0307891,Monica Garnsey,\N,\N,"producer,director,writer","tt0133302,tt1974234,tt0990536,tt0264972"
nm0308113,Ernie Garrett,\N,\N,"actor,producer","tt0338466,tt0186202,tt0163764,tt0120782"
nm0308219,Tom Garrett,1959,\N,"producer,miscellaneous,director","tt0091954,tt0228196,tt3187244,tt3219562"
nm0308268,Alda Garrido,1896,1970,actress,"tt0228229,tt1529717,tt0180664"
nm0308308,Juan Garrido,\N,\N,"actor,writer,producer","tt0293807,tt0287292,tt0238504,tt0234345"
nm0308386,Andrew Garrison,\N,\N,"sound_department,cinematographer,director","tt0133124,tt2048910,tt0999915,tt5526612"
nm0308551,Claude Garry,1877,1918,actor,"tt0445371,tt0431026,tt0001421,tt0241776"
nm0308713,Jule Gartzke,1970,\N,actress,"tt0806910,tt1529316,tt0415399,tt0178142"
nm0308945,Juan Carlos Garza,\N,\N,"editor,editorial_department,miscellaneous","tt10060974,tt0307225,tt0414513,tt1772877"
nm0309101,Jamal Al Gashey,\N,\N,,tt0230591
nm0309112,Vladimir Gasilov,1940,2019,"production_designer,set_decorator","tt0314940,tt1612598,tt0139999,tt0230847"
nm0309331,Lajos Gasser,\N,\N,cinematographer,"tt21826722,tt0240680,tt0240464,tt0240681"
nm0309397,Márcia Gastaldi,1954,\N,actress,"tt0184246,tt0440645,tt0209674,tt0189654"
nm0309473,Anaïs Gastout,\N,\N,actress,"tt0232574,tt0293439"
