nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0005284,Chris Olivero,1984,\N,actor,"tt0247081,tt0364845,tt0182617,tt0756509"
nm0005433,Jessica Simpson,1980,\N,"actress,soundtrack,producer","tt0165598,tt0377818,tt0424993,tt0811138"
nm0005490,Alexis Thorpe,1980,\N,actress,"tt0058796,tt0756683,tt0328828,tt0417056"
nm0006374,Donna Barnes,\N,\N,actress,"tt0114306,tt0119456,tt0128886,tt0112895"
nm0006436,Dean Gates,\N,\N,"make_up_department,special_effects,actor","tt0096754,tt0088993,tt0090756,tt0091499"
nm0006437,Justin Rice,\N,\N,"soundtrack,miscellaneous,actor","tt6663582,tt0332375,tt0981227,tt1411238"
nm0006454,Melanie Cassidy,\N,\N,"art_director,art_department,location_management","tt0343818,tt0409459,tt0290334,tt0376994"
nm0006484,Gary Jackson,\N,\N,"transportation_department,miscellaneous,producer","tt1637688,tt0331811,tt0427969,tt2490326"
nm0006534,Phil Hay,\N,\N,"writer,producer,actor","tt0250224,tt7137380,tt11875316,tt2400463"
nm0006592,Trudi Callon,\N,\N,producer,"tt0115531,tt0252684,tt0261652"
nm0006637,Noah Kadner,\N,\N,"producer,writer,director","tt0311429,tt0382038,tt0262049,tt0120903"
nm0006650,Jason Wood,\N,\N,"producer,writer,director","tt0262419,tt0262847,tt0262767,tt3653132"
nm0006779,Miss Bunny,1979,\N,actress,"tt0253114,tt10004564,tt2040298,tt14686888"
nm0006933,Nadine Muse,\N,\N,"sound_department,editorial_department,editor","tt0387898,tt0808279,tt1655442,tt1602620"
nm0006991,Jason Henderson,1971,\N,"writer,actor","tt23012588,tt1219833,tt0313919,tt1640562"
nm0007043,Alban Berg,1885,1935,"music_department,writer,soundtrack","tt0335704,tt0110632,tt0098327,tt1019690"
nm0007471,Mark Aaron,\N,\N,"producer,actor","tt0256340,tt0218192"
nm0007602,Toni Abad,\N,\N,"writer,director,editor","tt0421329,tt0255328,tt0826061,tt0826586"
nm0007677,Tatyana Abanina,\N,\N,actress,tt0262476
nm0007708,Paul Abascal,1958,\N,"director,make_up_department,actor","tt0095016,tt0093409,tt0100403,tt0113492"
nm0007725,Taso Abashidze,1881,1958,actress,tt0260122
nm0007729,Sait Faik Abasiyanik,1906,1954,writer,"tt0261751,tt0252084,tt0263042,tt6026640"
nm0007923,Bud Abbott Jr.,1939,1997,"actor,miscellaneous","tt0042116,tt0254061,tt0092322,tt0108849"
nm0007970,G.P. Abbott,\N,\N,,tt0259573
nm0008079,Karim Abbou,1968,\N,"writer,director,actor","tt0441621,tt0248254,tt7974188,tt10221838"
nm0008192,Eduardo Abdelnor,\N,\N,actor,"tt0260465,tt0143612,tt0259903"
nm0008255,A.K. Abdul,\N,\N,producer,"tt0135161,tt0251320"
nm0008316,Daniar Abdurakhmanov,\N,\N,production_designer,"tt0247023,tt9159784"
nm0008385,Tsutomu Abe,\N,\N,"director,actor,assistant_director","tt10525540,tt2100562,tt0259343"
nm0008446,Fernand Abel,\N,\N,actor,"tt0253539,tt0258033,tt0253237,tt0064378"
nm0008532,Antonine Abelishvili,\N,\N,actress,tt0261935
nm0008680,Mikhail Abesadze,\N,\N,"actor,art_department,assistant_director","tt0262085,tt0249816,tt0268709,tt27737950"
nm0008684,Antonio Abete,\N,\N,actor,"tt1814750,tt7705406,tt0363861,tt0446414"
nm0008725,Georges Abiad,\N,\N,actor,tt0262494
nm0009059,Terry Abrahamson,\N,\N,"writer,soundtrack,director","tt1227153,tt0098932,tt0246332,tt0254252"
nm0009127,Marina Abramovic,1946,\N,"director,producer,writer","tt11329314,tt0492962,tt11329258,tt11328222"
nm0009131,Stephanie Abramovich,\N,\N,"editor,director,writer","tt0259115,tt0832219,tt1362076,tt4634652"
nm0009165,Carol Abrams,1942,2012,"producer,writer","tt0248415,tt0106826,tt0278785"
nm0009200,Kevin Abrams,\N,\N,"writer,editor,producer","tt0805322,tt4291722,tt1738366,tt0482535"
nm0009406,Alberto Abruzzese,1942,\N,"actor,writer,director","tt0083102,tt0077482,tt4715060,tt0252883"
nm0009425,Lee Absolom,\N,\N,"actor,miscellaneous","tt0149695,tt3464950,tt0253083"
nm0009570,Zar Acayan,1967,\N,actor,"tt0250126,tt0116517,tt0094514"
nm0009690,Angel L. Acevedo,\N,\N,"special_effects,make_up_department,actor","tt0115775,tt0183717,tt7353232,tt0255080"
nm0009780,S.V.R. Acharya,\N,\N,"writer,composer",tt0246277
nm0009919,Antony Acker,\N,\N,actor,"tt0426371,tt0119700,tt0870111,tt0257106"
nm0009932,Jean-François Acker,\N,\N,"director,composer","tt1868747,tt0246844"
nm0010323,Randi Acton,\N,\N,"producer,casting_department,casting_director","tt5153860,tt5610950,tt11568610,tt3062558"
nm0010361,Fernando Acuña,\N,\N,"cinematographer,producer,director","tt4935542,tt0247805,tt1954196,tt0331311"
nm0010389,Hiroshi Adachi,\N,\N,"editor,editorial_department","tt0094625,tt0095327,tt0096283,tt0104652"
nm0010480,Tom Adair,1913,1988,"writer,soundtrack,music_department","tt1540133,tt1311071,tt1124035,tt0171433"
nm0010599,Vyacheslav Adamchik,1933,2001,writer,"tt0251642,tt0230642"
nm0010675,Tara Marks,\N,\N,actress,"tt7107440,tt4624104,tt0251627"
nm0010768,Bethany Adams,\N,\N,actress,"tt0317364,tt0262453"
nm0010870,Dalya Taylor Adams,\N,\N,actress,"tt0258210,tt0872264"
nm0011123,Ken Adams,\N,\N,actor,tt0259109
nm0011173,Marcus Adams,1966,\N,"director,writer,soundtrack","tt0323465,tt0251806,tt14728862,tt14865406"
nm0011252,Cassidey,1980,\N,actress,"tt3678378,tt0246783,tt2144916,tt2093231"
nm0011332,Sainte DeLude,\N,\N,"producer,director,cinematographer","tt0114770,tt0249856,tt0094717,tt0096953"
nm0011637,Srirama Murthy Addanki,1898,\N,actor,"tt0256367,tt0154228,tt0280897,tt0256069"
nm0011708,Jeff Addison,\N,\N,actor,tt0259029
nm0011776,Léo Adel,\N,\N,actor,"tt0259121,tt0155403,tt0264127"
nm0011825,Alan Adelman,\N,\N,"camera_department,cinematographer","tt0149439,tt0106519,tt0159876,tt1229928"
nm0011842,Larry Adelman,\N,\N,"producer,writer,director","tt10787376,tt0252342,tt1199382,tt5190008"
nm0011915,Rama Rao Adepalli,\N,\N,"composer,music_department","tt0266605,tt0266844,tt0259416,tt0246102"
nm0011925,Tammy Ader,\N,\N,"writer,producer,script_department","tt0252019,tt0108894,tt0096684,tt0094582"
nm0012022,Halide Edip Adivar,1882,1964,writer,"tt0256622,tt0279509,tt0264004,tt0331099"
nm0012025,Adivishnu,\N,\N,writer,"tt0280554,tt0249336,tt0249561,tt0249617"
nm0012129,Dave Adler,\N,\N,actor,"tt2723932,tt0262411"
nm0012233,Rosalind Adler,\N,\N,actress,"tt8697870,tt0088512,tt1605717,tt10986410"
nm0012375,Adrian Adonis,1953,1988,actor,"tt5235388,tt3976262,tt1529215,tt3991236"
nm0012377,Kala Adoor,\N,\N,"assistant_director,director","tt0257410,tt0271591,tt0292123,tt0237309"
nm0012415,Iman Corinne Adrienne,\N,\N,"actress,producer","tt0997258,tt8218662,tt14571464,tt13189988"
nm0012470,Ariane Adriani,\N,\N,"script_department,director","tt0253419,tt0364227,tt7252940,tt0167643"
nm0012494,Anouk Adrien,\N,\N,"actress,soundtrack","tt1868747,tt0246636,tt0199077,tt13795916"
nm0012589,Daniela Aedo,1995,\N,"actress,soundtrack,sound_department","tt0331806,tt0426667,tt1445556,tt0247859"
nm0012676,Josette Affergan,\N,\N,producer,"tt0443857,tt16737772,tt0366197,tt0159876"
nm0012805,Alexandru Agache,1955,\N,actor,"tt0256389,tt0259176"
nm0012874,Rajesh Agarwal,\N,\N,"producer,actor","tt0249866,tt0764244,tt27811636,tt0479718"
nm0012876,Shyam Sundar Agarwal,\N,\N,"writer,cinematographer,producer","tt0257712,tt0252380"
nm0012902,Sila Agavale,\N,\N,"actor,director,cinematographer","tt13445158,tt13491462,tt4939892"
nm0012904,Sawako Agawa,\N,\N,"actress,writer","tt1677602,tt3090310,tt0260814,tt22006138"
nm0012935,Bill Agee,1938,2017,,tt0246747
nm0012937,Harold Agee,\N,\N,,tt0246747
nm0012945,Mrs. Harold Agee,\N,\N,,tt0246747
nm0012948,Steve Agee,1969,\N,"writer,actor,producer","tt3896198,tt6334354,tt0821375,tt2097307"
nm0012961,Pantelis Agelopou,\N,\N,actor,"tt0262508,tt0079104,tt0075759"
nm0012987,Stellan Agerlo,1920,1987,actor,"tt0045753,tt0057322,tt0058783,tt0249290"
nm0013009,Gay Aggeli,\N,\N,"director,writer,producer","tt1558771,tt0490180,tt0490153,tt0236509"
nm0013258,Müjgan Agrali,1950,\N,actress,"tt0310370,tt0334952,tt0274618,tt5986116"
nm0013417,Colin Aguiar,\N,\N,"composer,music_department,soundtrack","tt3675138,tt1979388,tt4814980,tt0454876"
nm0013549,José Aguilar,\N,\N,actor,"tt0284164,tt0251278,tt0274690,tt0252415"
nm0013563,Lauro Aguilar,\N,\N,actor,"tt0357439,tt0086912,tt0311220,tt0223945"
nm0013583,Michael Aguilar,\N,\N,"producer,writer,executive","tt0407887,tt0360486,tt0300556,tt1033643"
nm0013610,Sandra Luz Aguilar,\N,\N,"director,writer,editor","tt0357453,tt1149329,tt0254551,tt0434104"
nm0013646,Rómulo Aguillaume,\N,\N,"director,actor,writer","tt16426006,tt0251085,tt8586566,tt27590471"
nm0013776,Neus Agulló,1944,\N,actress,"tt0261311,tt28279003,tt0107128,tt0114671"
nm0013814,Ergash Agzamov,1934,\N,cinematographer,"tt5370184,tt0261151"
nm0014118,Ayoub Ahmadi,\N,\N,actor,tt0259072
nm0014171,S. Mushtaq Ahmed,\N,\N,producer,"tt0249338,tt0358955"
nm0014192,Brian Ahmes,\N,\N,actor,tt0246124
nm0014243,Claes H. Ahnsjö,1942,\N,actor,"tt0253549,tt0262069,tt0262034,tt0251955"
nm0014456,Eva Decastelo,1978,\N,"actress,writer,miscellaneous","tt0144156,tt0245799,tt0267336,tt3037082"
nm0014621,Gilles Aillaud,1928,2005,"production_designer,set_decorator","tt0358080,tt0254238,tt6841904,tt0254285"
nm0014624,Roscoe Ails,1890,1986,actor,"tt0246857,tt0284465,tt1630580"
nm0014709,John Mark Ainsley,1963,\N,"actor,soundtrack","tt0256729,tt1221127,tt10308878,tt0419128"
nm0014871,Garrick Aitken,\N,\N,actor,"tt0267640,tt0267903,tt0253154"
nm0014929,Gonzalo Aiza Ávalos,\N,\N,producer,tt0257470
nm0014930,Gonzalo Aiza,\N,\N,"actor,producer",tt0257470
nm0014931,Asunción Aiza Banduni,\N,\N,writer,tt0269795
nm0014979,Ajayshanthi,\N,\N,writer,"tt0258974,tt1575629"
nm0015078,Tracy Akamine,\N,\N,actress,tt0253805
nm0015109,Taro Akashi,\N,\N,"cinematographer,camera_department","tt10556164,tt0475109,tt0261555,tt4156558"
nm0015133,Ramasimhan,\N,\N,"director,writer,actor","tt12828580,tt18233116,tt0352558,tt0273245"
nm0015140,Rashid Akbari,\N,\N,actor,tt0259981
nm0015145,Halit Akçatepe,1938,2017,"actor,writer,director","tt0253779,tt0252488,tt0252487,tt1478022"
nm0015157,Ali Akdeniz,\N,\N,"producer,production_manager,assistant_director","tt0143145,tt0347048,tt0120591,tt1074638"
nm0015159,Fatos Akdeniz,\N,\N,"location_management,producer","tt0118414,tt0252437"
nm0015173,Jason Akel,\N,\N,producer,tt0259538
nm0015210,Karen Akers,1945,\N,"actress,soundtrack","tt0088513,tt0089853,tt0091188,tt0096378"
nm0015242,Fatemeh Cherag Akhar,\N,\N,actress,tt0260332
nm0015291,Najma Akhtar,\N,\N,soundtrack,"tt0274711,tt0940585,tt1223912,tt0110907"
nm0015327,Mara Brock Akil,1970,\N,"producer,writer,miscellaneous","tt6045840,tt0247102,tt2345481,tt0772137"
nm0015393,Joe Akins,\N,\N,actor,"tt0116669,tt0250236"
nm0015406,V. Akishni,\N,\N,"art_department,production_designer",tt0259602
nm0015504,Rafael Akopov,1937,\N,production_designer,"tt6002242,tt8347658,tt5917302,tt5768490"
nm0015531,Ignat Akrachkov,1976,\N,actor,"tt1399952,tt0972558,tt1475099,tt0318020"
nm0015536,Jamsheed Akrami,\N,\N,"director,producer,editor","tt14315622,tt0261699,tt28643933,tt3467794"
nm0015590,Irina Aktasheva,1931,\N,"director,writer,actress","tt0307472,tt0267635,tt0307473,tt0277793"
nm0015594,Ajlan Aktug,1942,1997,actor,"tt0128332,tt0182916,tt0490429,tt6590728"
nm0015622,Müge Akyamaç,1963,\N,actress,"tt6578018,tt2379896,tt4343334,tt5547240"
nm0015663,Sa'eed Saleh,1939,2014,actor,"tt2255801,tt1796395,tt0430411,tt2146212"
nm0015771,Sol Alac,\N,\N,actress,"tt0191745,tt0247905,tt0215840,tt0291915"
nm0015829,Simone Alaimo,1950,\N,actor,"tt0335704,tt0260103,tt0231231,tt0252412"
nm0015870,Míriam Alamany,1972,\N,actress,"tt0198093,tt0297174,tt7605702,tt0253821"
nm0015922,Gregg Alan,\N,\N,"director,producer,miscellaneous","tt1519346,tt1587257,tt0368737,tt1130028"
nm0016030,José Alarcón,\N,\N,actor,tt0255059
nm0016035,Ken Alarcón,\N,\N,actor,tt0257187
nm0016089,Zeki Alasya,1943,2015,"actor,director,writer","tt1655421,tt0282062,tt0282977,tt0427427"
nm0016126,David Alavidze,\N,\N,actor,"tt0268709,tt0261765,tt0260059,tt0274720"
nm0016346,Lars Albaum,1967,\N,"writer,producer","tt0355149,tt0423759,tt0428167,tt0251523"
nm0016437,Chris Albers,\N,\N,"writer,music_department,actor","tt0899126,tt0108897,tt1736341,tt0106052"
nm0016610,Clint Morrill,\N,\N,"director,writer,cinematographer","tt0276360,tt0251047,tt0234135,tt0303364"
nm0016757,Michael Alberts,\N,\N,"editor,editorial_department,producer","tt0114676,tt0117260,tt0109442,tt3949542"
nm0016923,Chris Albrecht,\N,\N,"producer,director","tt11878144,tt3231022,tt0436078,tt0993904"
nm0017207,Daniel Alcaíno,\N,\N,actor,"tt15090462,tt0470183,tt1569539,tt2008281"
nm0017433,Arturo Aldegunde,\N,\N,"camera_department,cinematographer","tt0201721,tt0455584,tt0230600,tt0177747"
nm0017565,Anthony Aldermann,\N,\N,actor,tt0253133
nm0017727,Jeremy Aldridge,\N,\N,"actor,producer,director","tt2354167,tt1084945,tt1362171,tt0259597"
nm0017740,Patricia Aldridge,\N,\N,actress,"tt0246947,tt0220008"
nm0017860,Óscar Alejandro,\N,\N,actor,"tt0286136,tt0227358,tt0258031"
nm0017868,Satish Alekar,\N,\N,"actor,writer","tt7518786,tt14943800,tt5125576,tt1206310"
nm0017924,Sergei Aleksandrovich,\N,\N,writer,tt0261181
nm0018072,Charlene Alenga,\N,\N,,tt0247048
nm0018282,Bob Alexander,\N,\N,actor,"tt0056753,tt0052459,tt0261411"
nm0018300,Brígida Alexander,1911,1995,"actress,writer,producer","tt0109094,tt0103994,tt0287856,tt0100829"
nm0018475,Jack Alexander,\N,\N,director,tt0254632
nm0018480,James Alexander,\N,\N,producer,tt0257457
nm0018488,Janet Alexander,1878,1961,actress,"tt0348373,tt0169855,tt0346048,tt0168857"
nm0018521,John Alexander,1923,1990,"actor,soundtrack","tt0260326,tt0335704,tt0346348,tt0093504"
nm0018543,Kavi Alexander,\N,\N,actor,tt0260556
nm0018561,Lanz Alexander,\N,\N,producer,tt0252850
nm0018608,Marshall Alexander,\N,\N,,tt0364151
nm0018630,Michele Alexander,\N,\N,writer,"tt0251127,tt2404573"
nm0018784,Tom Alexander,\N,\N,"camera_department,miscellaneous,writer","tt0251653,tt1935179,tt1758795,tt7942774"
nm0018790,Vanessa Alexander,\N,\N,"writer,producer,director","tt11311302,tt2235759,tt4607112,tt5841196"
nm0018842,Alexandre,\N,\N,director,"tt2271131,tt0272555,tt0272545,tt0272472"
nm0018968,Nikos Alexiou,\N,\N,actor,"tt0289528,tt0383116,tt9657068,tt0257326"
nm0019280,Beklan Algan,1933,2010,"actor,producer","tt0416796,tt0411860,tt0279168,tt0253099"
nm0019382,Mohammad Ali,1968,\N,actor,"tt3399462,tt0475735,tt1582519,tt4435072"
nm0019444,Sahr Ali,\N,\N,actress,"tt0160487,tt1773784,tt1236199,tt1618416"
nm0019475,Rahman Ali,1940,\N,actor,"tt6719950,tt0255558,tt4008652,tt0076111"
nm0019476,Raunaq Ali,\N,\N,composer,tt0247545
nm0019484,Sajjad Ali,1966,\N,"music_department,composer,soundtrack","tt0249338,tt1891757,tt0237095,tt0247545"
nm0019492,Shafiq Ali,\N,\N,writer,tt0249338
nm0019509,Waqar Ali,\N,\N,"composer,music_department,soundtrack","tt24067796,tt4644302,tt2403201,tt1981660"
nm0019514,Behzad Ali-Abadiyan,\N,\N,cinematographer,"tt7224776,tt3716220,tt0429766,tt0277592"
nm0019546,M. Alibegova,\N,\N,"director,actress","tt0260116,tt0259439"
nm0019552,Lucia Aliberti,1957,\N,actress,"tt12992664,tt0260235,tt0260279,tt1979301"
nm0019767,Mohamed Alkaghat,\N,\N,actor,"tt0259738,tt0270621"
nm0019774,Engin Alkan,1965,\N,actor,"tt12451298,tt0876243,tt0254463,tt9883844"
nm0019796,Sh. Alkhazashvili,\N,\N,writer,tt0261268
nm0019803,Rahmat Alki,\N,\N,editor,tt0247654
nm0019925,Foz Allan,\N,\N,"producer,writer","tt5936448,tt4224588,tt2321596,tt16450274"
nm0020025,Thomas S. Allan,\N,\N,"cinematographer,director,editor","tt17507348,tt13852544,tt15696994,tt24410924"
nm0020222,Carlo Allemano,\N,\N,actor,"tt14825562,tt0818816,tt0159876,tt12838806"
nm0020678,John Allen,\N,\N,composer,tt0245760
nm0020829,Melinda Allen,1972,\N,"actress,producer,miscellaneous","tt0377744,tt0368479,tt4178092,tt0235035"
nm0020922,Rae Allen,1926,2022,"actress,soundtrack","tt0104694,tt0490204,tt0051516,tt0111282"
nm0021209,Bradley Allenstein,\N,\N,writer,"tt0785077,tt0247444"
nm0021210,Georgio,1963,\N,"director,actor,writer","tt0250023,tt0390797"
nm0021455,Karine Allison,\N,\N,,tt0254969
nm0021652,Ravi Alluri,\N,\N,director,"tt0246187,tt0246049"
nm0021665,Graeme Allwright,1926,2020,"soundtrack,composer,actor","tt0253470,tt0098238,tt0120835,tt3488710"
nm0021747,Maryiam Palvin Almani,\N,\N,actress,tt0255094
nm0022224,Manoel C. Alonso,\N,\N,"producer,actor","tt0261194,tt0191003,tt0261395,tt0191169"
nm0022309,Nazario Alonzo,\N,\N,composer,tt0252884
nm0022315,Robert Alonzo,1970,\N,"stunts,actor,assistant_director","tt3532216,tt1431045,tt7131622,tt1877830"
nm0022366,Matthew E. Alper,1963,\N,"camera_department,director,writer","tt0406375,tt0848228,tt0120179,tt0095631"
nm0022374,Harvey J. Alperin,1950,\N,actor,"tt1655442,tt0081766,tt1291580,tt0094889"
nm0022700,Parshwanath Yeshwant Altekar,1897,1957,"actor,director,writer","tt0154526,tt0154542,tt0276155,tt0154818"
nm0022729,Walter Altenkirch,1896,1955,actor,"tt0048560,tt0249524"
nm0022788,Paul Altheer,1887,1959,"writer,assistant_director","tt13932532,tt0373472,tt0257395"
nm0022790,Michael Althen,1962,2011,"director,writer","tt0258830,tt0905794,tt0267120,tt1179024"
nm0022813,Giulio Alti,\N,\N,"director,producer",tt0260531
nm0022852,Michael Altinger,1970,\N,"actor,writer","tt1407087,tt11053564,tt0457241,tt0259782"
nm0022856,Fatih Altinoz,1964,\N,writer,"tt0352388,tt0856831,tt0262457"
nm0022926,Robert N. Altman,\N,\N,actor,"tt0458443,tt0246644,tt0242351,tt0090629"
nm0023039,Gil Altschul,1921,1982,director,"tt0257412,tt0258314"
nm0023063,Ali Can Altun,\N,\N,actor,tt0246444
nm0023066,Ragip Altun,\N,\N,actor,tt0246444
nm0023091,A. Alugishvili,\N,\N,actor,tt0261298
nm0023101,Georgi Alurkov,1926,1989,"cinematographer,director,writer","tt0328881,tt0314286,tt0253488,tt0343160"
nm0023117,Siham Alvan,1951,2009,actress,"tt1298825,tt0257918,tt1006893,tt0170407"
nm0023234,Andrea Álvarez Sánchez,\N,\N,"script_department,director,writer","tt26453769,tt0091949,tt0443274,tt0472043"
nm0023289,Louis Alvarez,1955,\N,"producer,director,writer","tt0299205,tt0303637,tt0252650,tt2452236"
nm0023337,Yeni Alvarez,\N,\N,"actress,miscellaneous,producer","tt10925300,tt6570098,tt3565904,tt5435312"
nm0023501,Nair Alves,\N,\N,actress,"tt0261892,tt0261789"
nm0023589,Teresa Alvis,\N,\N,"miscellaneous,cinematographer","tt0479884,tt0137363,tt0265349,tt0401855"
nm0023729,Magali Amadei,1974,\N,actress,"tt0316732,tt0209475,tt0465353,tt0372334"
nm0023843,Bruno Amalfitano,\N,\N,"production_designer,art_department,set_decorator","tt0086135,tt0093489,tt0102070,tt0110570"
nm0023846,Dalila Amali,\N,\N,,tt0247048
nm0023856,Umberto Amambrini,\N,\N,actor,"tt0200235,tt0075340,tt0071518"
nm0023889,Ismaïl Amani,\N,\N,actor,"tt0254749,tt1190072"
nm0023968,Arnaldo Amaral,1912,1985,"actor,soundtrack","tt0261702,tt0261789,tt0122859,tt0123023"
nm0023988,Lêda Amaral,\N,\N,actress,"tt0495131,tt0131398,tt0260821,tt0261360"
nm0023993,Maria Adelaide Amaral,1942,\N,"writer,script_department,producer","tt1781724,tt2887114,tt0757081,tt1584209"
nm0024018,Tânia Amaral,\N,\N,actress,"tt1933533,tt1948100,tt0256573,tt0284793"
nm0024093,Vasil Amashukeli,\N,\N,"director,cinematographer,miscellaneous","tt0262637,tt0204631,tt0262431,tt0262218"
nm0024153,Gerry Amato,\N,\N,composer,"tt0257764,tt0251051"
nm0024161,Kelly Amato,\N,\N,"director,producer,miscellaneous","tt22463392,tt0250493,tt8551266"
nm0024183,Steven Amato,\N,\N,"producer,writer,actor","tt1893866,tt1519491,tt4103842,tt1745894"
nm0024248,Jacques Ambach,\N,\N,actor,"tt0252662,tt0256509"
nm0024295,Peter Ambert,\N,\N,producer,tt0254821
nm0024343,Nicolas Ambreville,1863,1923,actor,"tt0256370,tt0261542,tt0256201"
nm0024361,Walter Ambrock,1934,2021,actor,"tt0053288,tt0051521,tt0354140,tt0258358"
nm0024378,Ambrose,\N,\N,actor,tt0246075
nm0024399,Joe Ambrose,\N,\N,director,"tt0248757,tt0464890"
nm0024559,Karin Amemiya,\N,\N,"writer,cinematographer,script_department","tt0404314,tt1105523,tt0252242"
nm0024656,Dan Amernick,\N,\N,"miscellaneous,writer,actor","tt0106080,tt0262284,tt4760028"
nm0024657,Jay Amernick,\N,\N,"miscellaneous,writer","tt0106080,tt0262284,tt28081375,tt9772712"
nm0024917,Aminata,\N,\N,soundtrack,"tt14607158,tt3548368,tt10385088"
nm0024982,Tsatsa Amirejibi,\N,\N,actress,"tt0193933,tt0261541,tt0261848,tt0274463"
nm0025032,Vladimir Amlinsky,1935,1989,writer,"tt0262080,tt0251920,tt7726530,tt5517320"
nm0025144,Gregory Amon,\N,\N,actor,tt0255630
nm0025218,Ruben Amoretti,\N,\N,actor,"tt0254177,tt6343666,tt21199556,tt18934984"
nm0025268,Richard Amory,\N,\N,"writer,producer",tt0258191
nm0025317,Michael Amos,\N,\N,actor,"tt0271982,tt0253700"
nm0025360,Ben Amponsah,\N,\N,,tt0259780
nm0025696,Stefan Anastasiu,\N,\N,"animation_department,writer,director","tt0252179,tt0163032,tt0251010,tt0871453"
nm0025699,Stelios Anastasiadis,\N,\N,"actor,set_decorator","tt1407974,tt0261179,tt0256851,tt0255092"
nm0025966,Craig Anderl,\N,\N,"camera_department,miscellaneous,cinematographer","tt5610554,tt5292622,tt4513678,tt13314510"
nm0026000,Ed Anders,\N,\N,"stunts,actor,director","tt0102975,tt1234721,tt0831387,tt0343818"
nm0026038,Matthew Anders,1979,\N,actor,"tt18567020,tt0258476,tt0249173,tt0267354"
nm0026078,Andrew B. Andersen,\N,\N,"cinematographer,camera_department,producer","tt0118652,tt0099601,tt0383261,tt0338443"
