nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0466248,Antti Korhonen,1939,\N,actor,"tt0111648,tt0349038,tt0117908,tt1981917"
nm0466296,Seppo Korjus,\N,\N,"actor,music_department,soundtrack","tt0364887,tt0364884,tt0241874,tt0099859"
nm0466407,Günter Kornas,\N,\N,actor,"tt0103884,tt0363393,tt0100742,tt0105848"
nm0466889,Joachim Kosack,1965,\N,"producer,writer,miscellaneous","tt0103434,tt0144050,tt0388437,tt5424782"
nm0467243,Jonna Kosonen,1977,\N,"soundtrack,actress","tt1606385,tt0199733,tt0400913,tt1454505"
nm0467730,Corey Allen Kotler,1968,\N,"actor,producer,writer","tt4862498,tt0491175,tt4703684,tt0813715"
nm0468189,Uros Kovacevic,\N,\N,"director,writer","tt0363349,tt0432744,tt0363357,tt1431290"
nm0468650,Walter 'Killer' Kowalski,1926,2008,actor,"tt3974304,tt1529215,tt1527798,tt1552964"
nm0468945,Alan Kozlowski,1948,\N,"cinematographer,camera_department,producer","tt0116629,tt0120461,tt0063823,tt0348648"
nm0469034,William Kozy,\N,\N,"sound_department,actor,editorial_department","tt1485796,tt3316960,tt0118842,tt0171804"
nm0469656,Rony Kramer,\N,\N,actor,"tt4503126,tt0477507,tt2651246,tt0444200"
nm0469854,Hetty Krapels,\N,\N,"producer,production_manager,actress","tt1566928,tt0143840,tt0080631,tt1675307"
nm0469923,Mikhail Krasnyanskiy,1907,1986,"cinematographer,camera_department","tt0347790,tt0039717,tt6697216,tt0781019"
nm0470123,Gisela Kraus,\N,\N,actress,"tt0352874,tt0806910,tt0137831,tt0407576"
nm0470295,Alison Krauss,1971,\N,"music_artist,soundtrack,actress","tt0117998,tt0159365,tt0190590,tt3397884"
nm0470807,Michael Kremko,\N,\N,"actor,stunts","tt0329934,tt0283877,tt0165710,tt0192071"
nm0471335,Micki Krimmel,\N,\N,"miscellaneous,actress,assistant_director","tt0349748,tt0327056,tt0340378,tt0318283"
nm0471340,Oliver Krimpas,\N,\N,"director,writer,editor","tt5219958,tt0976187,tt1950184,tt4614398"
nm0471387,Lenka,\N,\N,"actress,soundtrack,composer","tt0963743,tt0381429,tt1210166,tt1282140"
nm0471601,Anders Baasmo,1976,\N,actor,"tt1613750,tt4353996,tt5248342,tt2675914"
nm0471883,Jill Kroesen,\N,\N,"composer,actress,art_department","tt4599232,tt0330240,tt0111248,tt7621356"
nm0472227,Lasse Kronér,1962,\N,actor,"tt0099959,tt24655348,tt0116883,tt0265232"
nm0473253,Nadine Krüger,1977,\N,actress,"tt0362573,tt0115088,tt0188027,tt0118479"
nm0473850,Kim Kuebler,\N,\N,actress,"tt0103770,tt0115088,tt0157232,tt0099489"
nm0474236,Kaisa Kuikkaniemi,\N,\N,"writer,actress,script_department","tt3871822,tt0360277,tt0355148,tt18305876"
nm0474264,Merja Kuisma,\N,\N,actress,"tt0099859,tt0088336,tt0100390,tt0085808"
nm0474362,Yuri Kuklachyov,1949,\N,actor,"tt0271063,tt0367210,tt16401180,tt0353048"
nm0474579,Katharina Kulinsky,\N,\N,"editorial_department,editor,sound_department","tt0106178,tt0107876,tt0140558,tt0113513"
nm0474598,Kuljit Singh,\N,\N,actor,"tt0175450,tt0268216,tt0154706,tt0233202"
nm0474791,B.H. Tharun Kumar,\N,\N,"miscellaneous,director,art_department","tt0109555,tt0291376,tt0451833,tt0322027"
nm0474910,Vineeth Kumar,1977,\N,"actor,director,writer","tt4686500,tt0356781,tt27369385,tt15373558"
nm0475020,Jani Kumpulainen,\N,\N,"cinematographer,camera_department,writer","tt8193512,tt0170107,tt1491605,tt5444058"
nm0475038,Piathip Kumwong,\N,\N,actress,"tt5806912,tt0095774,tt7840310,tt7456808"
nm0475244,Sofija Kunovska,1966,\N,actress,"tt21808590,tt1647932,tt0179196,tt2160915"
nm0475423,Claire Kupchak,\N,\N,"producer,actress","tt0359774,tt0169990,tt1615160"
nm0475975,Bettina Kurth,1973,\N,actress,"tt0841182,tt2088820,tt0203714,tt0301666"
nm0475982,Peter Kurth,1957,\N,actor,"tt3296980,tt0301357,tt4378376,tt2338846"
nm0476037,Joyce Kurtz,\N,\N,"casting_department,miscellaneous,actress","tt0348914,tt0362165,tt0386799,tt0366186"
nm0476094,Shishir Kurup,1961,\N,"actor,director,writer","tt0452718,tt0120632,tt0106598,tt0385267"
nm0476672,Tadayuki Kuwana,\N,\N,"art_director,production_designer","tt0283693,tt0226872,tt0349523,tt0264534"
nm0476732,Ryû Kuze,1908,1985,"actor,stunts,miscellaneous","tt0055630,tt0056443,tt0051808,tt0080979"
nm0477160,Kwame Kwei-Armah,1967,\N,"actor,writer,producer","tt14153344,tt0112760,tt8115998,tt12311620"
nm0477374,Diana Kyle,\N,\N,"producer,miscellaneous,location_management","tt0106084,tt0224519,tt0115355,tt0088512"
nm0477552,Václav Kyzlink,1917,1991,actor,"tt0171605,tt0149675,tt0123192,tt0309032"
nm0477872,Markku Köngäs,1958,\N,actor,"tt1454505,tt0133906,tt0163946,tt2192116"
nm0477964,Jan Korbelin,\N,\N,"producer,executive","tt0775440,tt0426883,tt1712170,tt0375679"
nm0477982,Dieter Körner,\N,\N,editor,"tt0184996,tt0364340,tt0424837"
nm0478410,Kyle LaBrache,1971,\N,"director,cinematographer,editor","tt0419236,tt0816238,tt0358547,tt7690154"
nm0478447,LaChanze,1961,\N,"actress,soundtrack,producer","tt1454029,tt6704972,tt0203259,tt2741602"
nm0478850,Beatrice La Plante,1896,1992,actress,"tt0158490,tt0012299,tt0190349,tt0010642"
nm0478903,Maggie de la Riva,1942,\N,actress,"tt0355676,tt1147431,tt0375850,tt0346490"
nm0479041,Nancy La Scala,\N,\N,"actress,producer,set_decorator","tt1742044,tt0120841,tt7467926,tt0289213"
nm0479120,Joel La Vallee,1955,\N,"producer,director","tt0279867,tt0355988"
nm0479436,Brian LaBelle,\N,\N,"miscellaneous,editorial_department,production_manager","tt0448993,tt0212671,tt0365776,tt0299368"
nm0480005,Pierre Lachapelle,\N,\N,"camera_department,director,writer","tt0249197,tt0354174,tt0158278,tt5254256"
nm0480301,Eric Lacroix,\N,\N,"director,writer,assistant_director","tt0363443,tt0363864,tt0363849,tt0363561"
nm0480467,Kelliann Ladd,\N,\N,"producer,miscellaneous,location_management","tt0086984,tt0089822,tt0095599,tt0350261"
nm0480584,Jacques Ladoge,\N,\N,actor,"tt0400385,tt0271764,tt0360097"
nm0480594,Takis Lados,\N,\N,actor,tt0350526
nm0480658,Andrea Ladányi,1961,\N,"actress,miscellaneous","tt19722656,tt0831911,tt9834506,tt0367082"
nm0481038,Robert LaFosse,\N,\N,"actor,miscellaneous","tt0107719,tt0412569,tt0246228,tt2877182"
nm0481113,David J. Lagana,\N,\N,"writer,producer,director","tt0108778,tt0120322,tt1776615,tt1747437"
nm0481131,Charlotte Lagarde,\N,\N,"producer,director,writer","tt5435154,tt0366560,tt0486531,tt0149219"
nm0481180,Jordan Lage,1963,\N,actor,"tt3501074,tt3032476,tt6474236,tt0118421"
nm0481261,Daniel Lägersten,\N,\N,"producer,production_manager,miscellaneous","tt2264587,tt1942592,tt27773349,tt0385405"
nm0481332,Eduardo Lago,1959,\N,actor,"tt0138254,tt1124062,tt0757116,tt1321713"
nm0481345,Pablo Lago,\N,\N,"writer,camera_department,actor","tt0415435,tt1283913,tt1649584,tt1439229"
nm0481400,Anne LaGrange,\N,\N,actress,"tt0351540,tt0103905"
nm0481871,Reiska Laine,1946,\N,"music_department,actor,soundtrack","tt0241874,tt0137912,tt0068822,tt0100534"
nm0481946,Mónica Lairana,\N,\N,"actress,writer,producer","tt2806386,tt12121760,tt3854234,tt6202690"
nm0482232,Apoorva Lakhia,\N,\N,"director,writer,producer","tt0169102,tt0363833,tt0120787,tt1179781"
nm0482725,Yiuwing Lam,\N,\N,"editor,director,writer","tt0455736,tt0379043,tt0382573,tt2064905"
nm0482738,Serge Lama,1943,\N,"soundtrack,actor","tt7721550,tt5189440,tt0119828,tt4466936"
nm0482787,Barry Bonds,1964,\N,actor,"tt0107985,tt0113254,tt0115285,tt0103524"
nm0482837,Byron Lamarque,\N,\N,"producer,director,cinematographer","tt7075208,tt4511498,tt14583096,tt0360850"
nm0483011,Suzy Lamb,\N,\N,"producer,miscellaneous,editor","tt0274273,tt1291490,tt1509080,tt1720784"
nm0483213,Kerry Lambert,\N,\N,"producer,writer,script_department","tt8721824,tt0338497,tt0454746,tt0397078"
nm0483535,Tamika Lamison,1969,\N,"producer,actress,director","tt6517038,tt6244528,tt5974426"
nm0483791,Marianne Lamour,\N,\N,"director,writer,assistant_director","tt3805856,tt0792972,tt3250748,tt0168398"
nm0483818,Anu Lamp,1958,\N,actress,"tt2343913,tt2715446,tt0245243,tt3949936"
nm0484365,Reg Land,\N,\N,actor,"tt1127897,tt0364075,tt12615256,tt0414531"
nm0484498,Joe Landauer,\N,\N,"editor,editorial_department,producer","tt1862079,tt0286106,tt0272152,tt0368008"
nm0484916,Jen Landon,\N,\N,actress,"tt0048845,tt4236770,tt2017109,tt5574490"
nm0485064,Jean Landry,\N,\N,"set_decorator,art_department,production_designer","tt2503954,tt2072233,tt0850253,tt1333125"
nm0485498,Pamela Lane,\N,\N,"producer,writer,actress","tt0361254,tt0100051,tt6106886,tt0099681"
nm0485815,Kirsty Lang,1962,\N,,"tt2123862,tt0240256,tt0352040,tt5475564"
nm0486142,Jan Philip Lange,1974,\N,"production_manager,producer,camera_department","tt1471171,tt9904562,tt0435196,tt0325056"
nm0486166,Maximilian Lange,\N,\N,"production_designer,art_department,art_director","tt2085752,tt0426578,tt0215824,tt11329064"
nm0486203,Timm Lange,\N,\N,"cinematographer,camera_department,writer","tt0246677,tt0238380,tt0120804"
nm0486616,Florian Langmaack,\N,\N,"production_designer,art_department,art_director","tt0806910,tt0114494,tt8613776,tt4246890"
nm0486892,Andrew Lankes,1976,\N,"production_designer,actor,art_director","tt1034034,tt0367122,tt1065073,tt0386649"
nm0487259,Dai Lany,1975,\N,actress,"tt0359255,tt20896408,tt26422211,tt0794074"
nm0487265,Barbara Lanz,1983,\N,actress,"tt0295620,tt1263713,tt0907694,tt0944056"
nm0487504,Fred Lapides,\N,\N,"composer,music_department,soundtrack","tt0281458,tt0092587,tt0363916,tt0112097"
nm0487507,Jon Lapidese,\N,\N,"production_manager,producer,editor","tt0370221,tt0368489,tt0082763,tt0368473"
nm0487720,Guy Laporte,1948,2019,"actor,writer,miscellaneous","tt10356504,tt0089611,tt0102930,tt0090095"
nm0487744,Gary LaPoten,\N,\N,"production_manager,assistant_director,producer","tt0479143,tt0367153,tt0080252,tt0096570"
nm0488228,Serge Larivière,1957,2018,actor,"tt1412316,tt3792960,tt0485947,tt1642191"
nm0488426,Martin Laroche,\N,\N,actor,"tt5542350,tt0494190,tt0366394,tt2644944"
nm0489234,Lisa Larsson,\N,\N,"actress,make_up_department","tt2023473,tt1813407,tt2354169,tt0356541"
nm0489784,Caroline Lassa,\N,\N,"producer,production_manager,assistant_director","tt0167644,tt0108394,tt0111507,tt2819924"
nm0490294,Enrique Latorre,\N,\N,actor,"tt0095752,tt0219449,tt0186908,tt0104443"
nm0490560,Jim Lau,1952,\N,"actor,miscellaneous,producer","tt0090728,tt3743822,tt5215650,tt6111130"
nm0490687,Patrick Lauber,\N,\N,"producer,production_manager","tt10857962,tt11073588,tt0358228,tt0487572"
nm0491111,Jacqueline Laurence,1932,\N,actress,"tt0138270,tt0209836,tt0144043,tt0420449"
nm0491259,Mélanie Laurent,1983,\N,"actress,director,writer","tt1532503,tt6341832,tt1670345,tt0361748"
nm0491396,Diana Laurie,\N,\N,"actress,director","tt1776956,tt0265287,tt0349449"
nm0491401,Heather Laurie,\N,\N,"costume_department,actress,costume_designer","tt0116654,tt0120755,tt0121765,tt0118929"
nm0491527,Linda Laursen,1953,\N,"actress,soundtrack","tt2216240,tt0826760,tt1514717,tt0154420"
nm0491532,Vickie Laursen,\N,\N,"miscellaneous,costume_department,make_up_department","tt0115374,tt0180343,tt0126086,tt0363039"
nm0491558,Matti Laustela,1956,\N,"actor,miscellaneous","tt0365414,tt0122325,tt0138213,tt0338324"
nm0492311,Danny Law,\N,\N,actor,tt0354005
nm0493102,Dean Lawrie,\N,\N,"actor,miscellaneous","tt0092610,tt0366529"
nm0493421,Jon Laxdal,1933,2005,actor,"tt0168313,tt0242203,tt0135731,tt0466485"
nm0493543,Tracie Laymon,\N,\N,"producer,writer,director","tt8178290,tt8470250,tt11937840"
nm0493687,Rad Lazar,1968,\N,actor,"tt1000734,tt1171226,tt0365651,tt0408306"
nm0493964,Enrico Lazzareschi,\N,\N,actor,"tt0452187,tt0874670,tt2451334,tt0407077"
nm0494190,Sylvie Le Clezio,\N,\N,"producer,editorial_department","tt0367028,tt0220304,tt1805419,tt0088931"
nm0494323,François Le Goarant de Tromelin,\N,\N,"camera_department,cinematographer,writer","tt0278514,tt0362593,tt0316463,tt0976197"
nm0494403,Thierry Le Luron,1952,1986,"soundtrack,actor,producer","tt13558724,tt0253512,tt7839498,tt0887983"
nm0494424,Steve Le Marquand,1967,\N,"actor,director,writer","tt0497603,tt0190865,tt1587000,tt1119176"
nm0494446,Philippe Le Mercier,1956,2011,actor,"tt0079003,tt0085530,tt0167525,tt0424006"
nm0494671,Ben Le Vine,1972,\N,"editor,editorial_department,miscellaneous","tt8951960,tt14174586,tt0403738,tt0454224"
nm0495201,Christina Leardini,1969,\N,actress,"tt0471324,tt0118616,tt0099463,tt0824338"
nm0495262,James C. Leary,\N,\N,"actor,writer,producer","tt3656176,tt0118276,tt14994994,tt0367102"
nm0495470,Joséphine Lebas-Joly,\N,\N,actress,"tt0173530,tt0364517,tt0181310,tt0328712"
nm0495620,Scott Leberecht,\N,\N,"visual_effects,director,writer","tt3560628,tt1068961,tt0162661,tt0119137"
nm0495630,Jean-Christophe Lebert,\N,\N,"actor,director,writer","tt0889254,tt0429726,tt0167726,tt0338411"
nm0495797,Frank Leboeuf,1968,\N,"actor,producer,miscellaneous","tt1728977,tt2980516,tt3204734,tt4389090"
nm0495805,Franck Lebon,\N,\N,"composer,director,writer","tt0112682,tt6472922,tt2371668,tt2275357"
nm0495845,Valérie Leboutte,\N,\N,actress,"tt0356305,tt0329949,tt0269499,tt1781800"
nm0496587,Virginie Ledieu,1960,\N,actress,"tt0219139,tt8726338,tt0825239,tt0275822"
nm0496826,Annie Lee,1977,\N,"actress,producer,camera_department","tt0267379,tt1253853,tt7235466,tt1666352"
nm0497061,Corey Lee,1969,\N,"camera_department,director,writer","tt0119051,tt0862904,tt4827260,tt1095436"
nm0497090,Daniel Lee,\N,\N,"actor,writer,director","tt5198350,tt10044874,tt0113936,tt0111987"
nm0498004,Paul Sun-Hyung Lee,1972,\N,"actor,soundtrack","tt0362379,tt8111088,tt13668894,tt5912064"
nm0498241,Shawn Lee,1990,\N,actor,"tt2140559,tt1356802,tt21040318,tt12427752"
nm0498257,Simon Lee,\N,\N,"music_department,soundtrack","tt2398172,tt0159876,tt0293508,tt13645000"
nm0498270,Soo-youn Lee,1970,\N,"director,writer","tt0282756,tt0358345,tt12038260,tt6599340"
nm0498449,Will Yun Lee,\N,\N,"actor,producer,soundtrack","tt6470478,tt2126355,tt2231461,tt2261227"
nm0498478,Eugene Lee,\N,\N,producer,"tt0456912,tt0969268,tt10620868,tt0479773"
nm0499101,Nils Martin Lefstad,\N,\N,"editor,miscellaneous","tt0160076,tt0359037"
nm0499441,Eric Legrand,\N,\N,"actor,miscellaneous,writer","tt0307741,tt0072603,tt0219139,tt0368325"
nm0499965,Richard Lehun,\N,\N,"assistant_director,production_manager,miscellaneous","tt0362643,tt0115088,tt0124743,tt0103250"
nm0499967,Martin Lehwald,1965,\N,"producer,production_manager,writer","tt0396746,tt7275830,tt1038045,tt14781036"
nm0499981,Han Lei,\N,\N,"actor,producer","tt0354911,tt0340340,tt3811906,tt0106332"
nm0500290,Sharron Leigh,\N,\N,"actress,producer","tt0233142,tt0134269,tt0217979,tt0411951"
nm0500473,Maija Leino,1944,\N,actress,"tt1252460,tt0441925,tt0093139,tt1472017"
nm0500978,Tsidii Leloka,\N,\N,"actress,soundtrack","tt0098844,tt14571278,tt0259153,tt0350811"
nm0501265,Cecília Lemes,1960,\N,actress,"tt0260167,tt0434693,tt0422412,tt0191458"
nm0501420,Joan Lemmo,1926,2020,"actress,production_designer,art_department","tt0087538,tt0094037,tt0071970,tt0081515"
nm0501861,Erzsi Lengyel,1929,2012,actress,"tt0090114,tt6134362,tt0122997,tt0054500"
nm0502609,Don Leonard,\N,\N,actor,"tt0080180,tt0389784,tt0066955,tt2034659"
nm0502757,Rosemary Leonard,1956,\N,actress,"tt0315727,tt0403779,tt1308752,tt0358315"
nm0502944,Edward Leonetti,\N,\N,"music_department,composer","tt0147772,tt1043199"
nm0503138,Michael Leopard,\N,\N,actor,"tt0098105,tt0119528,tt0098480,tt0107969"
nm0503321,Krista Lepland,\N,\N,"art_department,cinematographer,animation_department","tt0159101,tt0351853,tt0112253,tt0405096"
nm0503486,Peter Lerche,\N,\N,"music_department,actor,composer","tt0095473,tt0091552,tt0107364,tt0408431"
nm0503708,Mark LeRoux,1976,\N,actor,"tt0222648,tt0251469,tt0185130,tt0828741"
nm0503945,Howard Leshaw,\N,\N,"composer,music_department","tt0217112,tt0358236"
nm0504078,David Leslie,1957,\N,"director,actor,casting_director","tt0368034,tt0387549,tt0350167,tt0122906"
nm0504205,Mira Lesmana,1964,\N,"producer,writer,soundtrack","tt4235342,tt10656240,tt0274621,tt13429004"
nm0504313,Stefan Lessard,1974,\N,"actor,soundtrack,composer","tt1499658,tt2170439,tt0431197,tt0455960"
nm0504441,Eleese Lester,\N,\N,"actress,casting_director","tt0087065,tt0352297,tt0116905,tt0400330"
nm0504672,Jonathan Lethem,1964,\N,"writer,actor,miscellaneous","tt2490008,tt0405296,tt0385887,tt1680053"
nm0504768,Crystal Lett,\N,\N,actress,"tt0168335,tt0147757,tt0224025,tt0358693"
nm0504894,Georg Leumer,1956,\N,"actor,location_management","tt0224992,tt0355149,tt0173298,tt0118529"
nm0505013,Winnie Leung,1976,\N,actress,"tt0485976,tt1603789,tt0386005,tt1354553"
nm0505201,Lyubomir Levchev,1935,2019,writer,"tt0151471,tt1448292,tt0348873,tt0276982"
nm0505248,Rebecca Levene,\N,\N,"writer,producer,miscellaneous","tt1571411,tt0757127,tt0482431,tt0068069"
nm0505538,Alan Levin,1926,2006,"camera_department,producer,writer","tt0272104,tt0388574,tt0083914,tt0271410"
nm0505591,Elizabeth Levin,\N,\N,"actress,producer,script_department","tt0186975,tt0175059,tt1673736,tt0213084"
nm0506075,Monica Levinson,\N,\N,"producer,production_manager,miscellaneous","tt0196229,tt13143964,tt3203606,tt3553976"
nm0506165,Andrew Levitas,1977,\N,"actor,producer,director","tt2210781,tt9179096,tt5460858"
nm0506166,Susan Levitas,\N,\N,"producer,director,actress","tt0408985,tt0250342,tt0230549,tt0365746"
nm0506518,Lorraine Lévy,\N,\N,"writer,director,producer","tt6515342,tt1668214,tt2073016,tt3994548"
nm0506748,Roman Lewandowski,\N,\N,"camera_department,director","tt0105185,tt0129774,tt0389083,tt6819310"
nm0506903,Alex Lewis,\N,\N,"producer,actor,miscellaneous","tt0120738,tt0386504,tt0424908,tt0795368"
nm0507489,Lucinda Lewis,\N,\N,"actress,miscellaneous","tt0377039,tt0101198,tt0254832,tt0114925"
nm0507560,Mike Lewis,\N,\N,actor,"tt0107937,tt0358904"
nm0508093,Paul Leyshon,\N,\N,actor,"tt0370218,tt2015422,tt0353047,tt0112004"
nm0508095,Pierre Leyssieux,\N,\N,"writer,director","tt0456305,tt0169504,tt0171998,tt2454430"
nm0508791,Tanino Liberatore,1954,\N,"actor,art_department,writer","tt0229187,tt0357111,tt0351864,tt0250223"
nm0508863,Andrew Libich,\N,\N,"actor,miscellaneous","tt0120393,tt0154100,tt0367094"
nm0509026,Brad Lichtenstein,\N,\N,"producer,director,cinematographer","tt2353807,tt13052092,tt8950348,tt14545140"
nm0509330,Rena Liebenow,\N,\N,actress,"tt0234009,tt1320202,tt1225845,tt0198605"
nm0509885,Steve Ligerman,\N,\N,"editor,producer,production_manager","tt1409063,tt1150811,tt0080277,tt2105407"
nm0509891,Robert Ligers,1931,2013,actor,"tt3973610,tt0351661,tt4005618,tt0275015"
nm0510055,Bruce Lignerat,\N,\N,"costume_department,actor,costume_designer","tt2870756,tt2368619,tt6341832,tt1247640"
nm0510168,Shad Moss,1987,\N,"music_artist,actor,producer","tt0463985,tt0308506,tt0208003,tt0795461"
nm0510331,Stuart T. Lillas,\N,\N,"camera_department,cinematographer","tt0365513,tt0151582,tt0197096,tt0120651"
nm0510373,Daniel Lillford,\N,\N,"actor,writer,miscellaneous","tt2995798,tt0265713,tt1568799,tt2404555"
nm0510426,Baldomero Lillo,1867,1923,writer,"tt0364882,tt0275600"
nm0510821,John Limotte,\N,\N,"producer,miscellaneous,director","tt0364961,tt1186370,tt0147612,tt0479537"
nm0510993,Katerina Linardi,\N,\N,actress,"tt4829650,tt0268581,tt0104125,tt0491739"
nm0511541,Damon Lindelof,1973,\N,"producer,writer,miscellaneous","tt8244784,tt7049682,tt0411008,tt2699128"
nm0511957,Rick Lindland,1974,\N,"actor,writer,producer","tt0353773,tt0155776,tt0056758"
nm0511983,Madeleine Wade,\N,\N,"actress,producer,writer","tt0333780,tt12971924,tt4825522,tt7737656"
nm0512234,J. Dean Lindsay,\N,\N,"actor,music_department","tt0106168,tt0362082,tt10442206,tt0117998"
nm0512550,Randi Lindtner Næss,1905,2009,actress,"tt0356082,tt1239082,tt0087442,tt0355601"
nm0512551,Eli Lindtner Næss,\N,\N,actress,"tt0356082,tt0066393,tt15931374"
nm0512628,Hugh Linehan,\N,\N,"location_management,art_director,assistant_director","tt0117117,tt0360072,tt0092843,tt0101605"
nm0512847,James Vincent,1977,\N,actor,"tt0362404,tt0120836,tt10640346,tt0242423"
nm0512852,George Linjeris,1942,\N,actor,"tt0056752,tt0182937,tt0359666"
nm0512871,John Link,1946,2021,actor,"tt1434926,tt1964806,tt3096442,tt0323108"
nm0512936,Tricia Linklater,\N,\N,"sound_department,producer,editorial_department","tt0120903,tt0387808,tt0822847,tt0145487"
nm0513070,Eli Russell Linnetz,1990,\N,"actor,cinematographer,director","tt0120917,tt0255653,tt0108757,tt3159302"
nm0513246,Caroline Lintott,\N,\N,actress,"tt0118401,tt0358884,tt0279619,tt0310455"
nm0513669,Steven Lippman,1959,2018,"director,editor,music_department","tt3373092,tt0800128,tt0362821"
nm0514177,Joy Lissandrello,\N,\N,"producer,miscellaneous,writer","tt0318220,tt0118636,tt0361871,tt7442304"
nm0514238,Ardele Lister,\N,\N,"director,writer,producer","tt1183697,tt0075239,tt0965361,tt0356684"
nm0514334,Rodney Litchfield,1939,2020,actor,"tt1307796,tt0366010,tt0462477,tt0847830"
nm0514516,Angela Little,1972,\N,actress,"tt0368479,tt0270980,tt0266915,tt0841046"
nm0514526,Camilla Little,\N,\N,actress,"tt0362171,tt0278481,tt0309676,tt0243980"
nm0514778,Jeremy R. Littman,\N,\N,"producer,writer,miscellaneous","tt1166893,tt0252019,tt0128419,tt0098844"
nm0514847,Maxim Litvinov,1876,1951,,tt0356967
nm0515050,Yanxi Liu,\N,\N,composer,"tt7787004,tt0356499,tt11616674,tt7158192"
nm0515404,Riki Lixxx,1966,\N,actress,"tt0143556,tt0449878,tt0144354,tt0975748"
nm0515528,Marieta Ljarja,1955,\N,actress,"tt0351957,tt0353823,tt0295741,tt0298133"
nm0515649,Ian Llande,\N,\N,"composer,music_department,soundtrack","tt0364238,tt0082509,tt0103920"
nm0516796,Ryan Locke,1975,\N,actor,"tt0364376,tt0270197,tt0364845,tt0403016"
nm0517307,Joe Loesch,\N,\N,"actor,sound_department,miscellaneous","tt7885962,tt0365337,tt0176236,tt4863946"
nm0517360,Robin Loewen,\N,\N,"cinematographer,camera_department,actor","tt0184907,tt0193560,tt0366352,tt0309221"
nm0517764,Marie Logoreci,1920,1988,actress,"tt0345126,tt0046498,tt0295477,tt0295499"
nm0517853,Melissa P. Lohman,\N,\N,"art_department,miscellaneous,actress","tt0117958,tt0363579,tt0147612,tt0118887"
nm0517870,Liselotte Lohmann,1956,\N,actress,"tt0102986,tt0850644,tt0318076,tt0158504"
nm0517911,Christopher Lohr,\N,\N,actor,"tt0337969,tt1183485,tt0120188,tt1367352"
nm0518394,Paul J. Lombardi,\N,\N,"special_effects,producer","tt0118880,tt0115956,tt0115571,tt0179626"
nm0518460,John Lombardo,1952,\N,"actor,music_department","tt0185822,tt0896232,tt16310602"
nm0518660,Eitan Londner,\N,\N,"actor,director,writer","tt0358347,tt0484339,tt0206517,tt6395798"
nm0519188,Shannon Long,1969,\N,actress,"tt0355896,tt0272107,tt0279332,tt1801104"
nm0519255,Francesca Longardi,\N,\N,"producer,executive","tt11269886,tt1648216,tt7512574,tt1529235"
nm0519294,Jim Longeretta,\N,\N,"producer,special_effects,editor","tt0455931,tt0363983,tt0447205,tt0269376"
nm0519339,Mark Longhurst,\N,\N,actor,"tt0113271,tt2711738,tt0371724,tt0434409"
nm0519366,Mitch Longley,1965,\N,actor,"tt0367345,tt0364828,tt0118435,tt0056758"
nm0520104,José Luis López,\N,\N,"producer,assistant_director,writer","tt0109511,tt0112682,tt0220203,tt0329809"
nm0520117,Leon Lopez,1979,\N,"actor,director,producer","tt3624628,tt0083392,tt0088512,tt3214310"
nm0520438,James Lord,1922,2009,"writer,actor","tt0112416,tt0350672,tt0188857,tt4494718"
nm0520521,Raimon Lorda,\N,\N,"cinematographer,writer,producer","tt6609060,tt6603834,tt4136774,tt6610278"
nm0520958,Enid Lorimer,1887,1982,"actress,writer","tt0054518,tt0212698,tt0914702,tt3715542"
nm0521017,Peter Loring,\N,\N,"camera_department,cinematographer","tt0098882,tt0103129,tt0297625,tt0081831"
nm0521417,Oded Lotan,\N,\N,"director,assistant_director,writer","tt9590698,tt12026870,tt0359704,tt3518484"
nm0521458,Ulli Lothmanns,1953,2006,actor,"tt0806910,tt0446440,tt0115266,tt0112076"
nm0521786,Paul Loughran,1969,\N,actor,"tt0445008,tt1334331,tt0364797,tt0068069"
nm0521896,Murray Louis,1926,2016,actor,"tt0497511,tt0363138,tt11573780,tt7472920"
nm0521987,Alexis Loukakis,\N,\N,"actor,composer,director","tt22070646,tt2459928,tt0120744,tt2450984"
nm0522151,Olivier Loustau,\N,\N,"actor,writer,director","tt0317208,tt5980798,tt4040042,tt1844658"
nm0522206,Ahmed Louxor,1930,1994,actor,"tt0887968,tt0057357,tt0358987,tt0370277"
nm0522209,Daveed Louza,\N,\N,"actor,writer,director","tt2079602,tt4181052,tt1616112,tt0290095"
nm0522247,András Lovasi,1967,\N,"actor,composer,producer","tt9329204,tt0477477,tt0118906,tt0353693"
nm0522379,Meghan Love,\N,\N,actress,"tt0239953,tt1606703,tt1419864,tt0328323"
nm0522394,Nikki Loren,1982,\N,actress,"tt1165369,tt0411080,tt0341350,tt0337764"
nm0522401,Phyllis Love,1925,2011,actress,"tt0057780,tt0446859,tt0070993,tt0052520"
nm0522552,Jenny Lovell,\N,\N,"actress,soundtrack","tt0073540,tt0077064,tt0282209,tt0082432"
nm0522634,Jeremy Lovering,\N,\N,"director,miscellaneous,writer","tt2165859,tt9639470,tt0425112,tt13879466"
nm0522870,David Lowe Jr.,\N,\N,"producer,director","tt0083936,tt0355609,tt0123338"
nm0523019,Patrick Lowe,\N,\N,"producer,director,actor","tt0099053,tt4893276,tt27917513,tt0367094"
nm0523275,Victor Lownes,1928,2017,producer,"tt0066765,tt6461180,tt0052503,tt0067372"
nm0523529,Ike Lozada,\N,1995,"actor,producer,miscellaneous","tt0499033,tt0188736,tt0445759,tt2186683"
