nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0004739,Lauralee Bell,1968,\N,"actress,producer,writer","tt8079880,tt3412828,tt1577049,tt0069658"
nm0004889,Jermaine Dupri,1972,\N,"soundtrack,actor,composer","tt0281364,tt0112442,tt0208003,tt0181316"
nm0004975,Macy Gray,1967,\N,"soundtrack,actress,composer","tt0421054,tt0139654,tt1496422,tt0453467"
nm0005106,Diana Krall,1964,\N,"music_artist,soundtrack,actress","tt0313792,tt0227445,tt0132512,tt1152836"
nm0005364,Johnny Rivers,1942,\N,"soundtrack,actor","tt0094894,tt0120890,tt0118655,tt8367814"
nm0005548,Joel West,1975,\N,"actor,producer,writer","tt0813715,tt1618390,tt0058796,tt0313043"
nm0005578,Rappin' 4-Tay,1968,\N,"soundtrack,actor,composer","tt0112792,tt0115783,tt5580266"
nm0006410,Jason Allentoff,1981,\N,"producer,miscellaneous,director","tt1797362,tt0330695,tt7239888,tt0253114"
nm0006464,James Phillips,\N,\N,"art_director,art_department,production_designer","tt7374952,tt0190524,tt0262985,tt0284978"
nm0006516,Chris Terrio,1976,\N,"writer,producer,director","tt1024648,tt2975590,tt2527338,tt12361974"
nm0006591,Jill Gurr,1950,2022,"script_department,writer,director","tt0093626,tt0102034,tt0107554,tt0093036"
nm0006596,Shelley Malil,1964,\N,"actor,soundtrack,miscellaneous","tt0405422,tt0311289,tt0372183,tt0233469"
nm0006684,Chip Joslin,\N,\N,"actor,producer,writer","tt3569570,tt0452046,tt0247082,tt0368479"
nm0006766,Deepak Verma,1969,\N,"actor,director,writer","tt2249786,tt3430596,tt1808319,tt3794034"
nm0006876,Halima K. Gilliam,1981,\N,"sound_department,editorial_department,editor","tt8787802,tt9271850,tt6146586,tt1855199"
nm0006986,Mary Feuer,\N,\N,"writer,producer,director","tt1403034,tt0414731,tt0257106,tt0247425"
nm0007002,Mark Jeffrey Miller,\N,\N,"actor,writer","tt0095647,tt0159365,tt0187393,tt1951266"
nm0007092,Matthew G. Taylor,\N,\N,"actor,stunts","tt0165710,tt0242445,tt0318627,tt1253864"
nm0007103,Mark Brandon,\N,\N,"actor,producer,writer","tt5420376,tt1740299,tt3107288,tt0460681"
nm0007112,Ariana Grace,\N,\N,actress,"tt1666623,tt0331262"
nm0007134,Farah Khan,1965,\N,"miscellaneous,actress,writer","tt0254481,tt0347473,tt2461132,tt1024943"
nm0007143,Ganesh Hegde,\N,\N,"camera_department,miscellaneous,cinematographer","tt0347473,tt0254481,tt1562871,tt0169102"
nm0007167,John Ashker,1964,\N,"stunts,actor","tt1650062,tt0181689,tt0329691,tt0800080"
nm0007802,Sergio Abbagnato,\N,\N,actor,"tt0127675,tt0336314"
nm0008173,Ahmed Abdelhalim,\N,\N,actor,"tt1807911,tt0348449,tt0074896"
nm0008330,Pamela Abdy,\N,\N,"producer,miscellaneous,actress","tt0125664,tt0119177,tt8722346,tt0333766"
nm0008567,Ana Maria Abello,\N,\N,actress,"tt0449551,tt21977358,tt6216702,tt0344744"
nm0008609,Johnny Aber,1916,1999,actor,"tt0234896,tt0235076,tt0234861,tt0234751"
nm0008731,Nasar Abich Jr.,\N,\N,"editor,cinematographer,producer","tt2878892,tt3153524,tt1954938"
nm0008743,Jonathan Aibel,\N,\N,"producer,writer,miscellaneous","tt2267968,tt0441773,tt0118375,tt1302011"
nm0008795,Bob Ablack,\N,\N,"editorial_department,editor,sound_department","tt0133064,tt0267237,tt0835242,tt0288937"
nm0008954,Maurice Abraham,\N,\N,"director,producer","tt0086744,tt15174452,tt0333458,tt0080200"
nm0009132,Virginia Abramovich,\N,\N,"director,assistant_director,producer","tt12235964,tt10663608,tt23111926,tt2779116"
nm0009153,Abiola Abrams,1976,\N,"actress,producer,director","tt0273300,tt0403542,tt0403385,tt0403208"
nm0009223,Phil Abrams,\N,\N,"actor,art_department,producer","tt8526872,tt7210448,tt1742044,tt1416765"
nm0009292,Suzana Abranches,\N,\N,"actress,writer,miscellaneous","tt1062647,tt0149528,tt0480667,tt0138247"
nm0009312,Cris Abrego,\N,\N,"producer,writer,executive","tt0965393,tt1911872,tt1361721,tt1586310"
nm0009698,Damián Acevedo,\N,\N,"cinematographer,camera_department,editorial_department","tt12348910,tt1622547,tt1503007,tt0469764"
nm0009769,Olivier Achard,\N,\N,actor,"tt0133385,tt0314063,tt0327578,tt0167644"
nm0009785,Isabel Achaval,1976,\N,"actress,director,writer","tt0816636,tt22072888,tt0341625,tt2215347"
nm0010068,Brian Ackland-Snow,1940,2013,"production_designer,art_director,art_department","tt0086393,tt0083791,tt0091867,tt0074695"
nm0010844,Cindy Adams,1930,\N,actress,"tt0106080,tt0212807,tt0382073,tt0049760"
nm0011068,Joanne Adams,\N,\N,actress,"tt0360290,tt0088512,tt2275990,tt0123355"
nm0011070,Joe Adams,1967,2006,"casting_department,casting_director,producer","tt0303816,tt0120586,tt0118929,tt0229260"
nm0011104,Julian Adams,\N,\N,"producer,actor,director","tt2325310,tt1922685,tt0339743,tt27757889"
nm0011358,Shelby Lee Adams,\N,\N,camera_department,"tt0119123,tt0334548"
nm0011423,Victor Adams,1901,1990,"actor,miscellaneous","tt0031903,tt0029014,tt0028994,tt0028814"
nm0011508,Mario Adamson,\N,\N,"sound_department,producer,composer","tt1375303,tt7511320,tt2002681,tt0473609"
nm0011816,José Adell,\N,\N,"actor,stunts","tt0367863,tt0395173,tt0355842,tt0338623"
nm0011943,Sam Ades,\N,\N,"producer,visual_effects,miscellaneous","tt0389124,tt2012013,tt0134067,tt0332240"
nm0011957,Sian Adey-Jones,1957,\N,actress,"tt0090264,tt0332247"
nm0012055,Eric Adkins,\N,\N,"cinematographer,camera_department,visual_effects","tt0346156,tt0787474,tt0498399,tt2279373"
nm0012199,Laure Adler,1950,\N,"writer,director,actress","tt0116081,tt4959470,tt0341745,tt1394280"
nm0012445,Kay Adrian,\N,\N,actress,"tt0069715,tt0339653"
nm0012541,Nikkhil Advani,1971,\N,"writer,producer,director","tt2385104,tt15012366,tt6084582,tt0347304"
nm0012679,Marlyne Barrett,1978,\N,"actress,producer",tt4655480
nm0012830,Al Agami,1972,\N,"actor,soundtrack,music_department","tt0168629,tt0194608,tt0472526,tt4675926"
nm0013002,Robert Agganis,\N,\N,"camera_department,cinematographer,visual_effects","tt0093773,tt0133093,tt0118929,tt0427954"
nm0013040,Anne Aghion,1960,\N,"director,producer,writer","tt1400357,tt1234433,tt0217786,tt0419841"
nm0013143,Kate Agnew,\N,\N,actress,"tt0094481,tt0342134,tt0113658,tt0165196"
nm0013176,John Steven Agoglia,\N,\N,"location_management,producer,production_manager","tt0246578,tt0339034,tt1636826,tt0120241"
nm0013197,Massimo Agostinelli,1987,\N,"actor,miscellaneous","tt14070888,tt0339160,tt0144784"
nm0013290,Jorge Agraz,\N,\N,"producer,miscellaneous,visual_effects","tt0120611,tt0146309,tt0146675,tt0251075"
nm0013308,Zvone Agrez,1952,\N,actor,"tt8187104,tt0074666,tt0088917,tt0175061"
nm0013464,Carlos Aguilar Navarro,\N,\N,"director,producer,sound_department","tt0426818,tt0332536,tt0331098,tt9107322"
nm0013707,Javier Agirre,\N,\N,"cinematographer,camera_department,director","tt5693136,tt0337290,tt1469890,tt7937168"
nm0013711,John P. Aguirre,\N,\N,"assistant_director,director,miscellaneous","tt11477548,tt24412624,tt0119654,tt10323338"
nm0013959,Lars-Olof 'Loa' Ahlander,1944,\N,"camera_department,actor,miscellaneous","tt0093402,tt0098544,tt0085964,tt0107174"
nm0013996,Eve Ahlert,\N,\N,"writer,producer,actress","tt0158743,tt0111908,tt0309530,tt0333780"
nm0014297,Richard Ahren,\N,\N,"miscellaneous,actor,producer","tt0262985,tt0339071"
nm0014376,Seppo Ahti,1944,\N,"writer,actor,soundtrack","tt0222610,tt2219809,tt10191774,tt0402667"
nm0014555,Kin'ya Aikawa,1934,2015,"actor,director,writer","tt2469964,tt1783369,tt0061300,tt0142250"
nm0015053,Satoru Akahori,1965,\N,"writer,producer,miscellaneous","tt2804044,tt0290282,tt0211605,tt0397192"
nm0015056,Steve Akahoshi,1961,\N,"actor,producer,editor","tt0228036,tt0093011,tt0108308,tt0270991"
nm0015130,Demet Akbag,1960,\N,"actress,soundtrack","tt1801051,tt1594918,tt0270053,tt2758880"
nm0015162,Vedat Akdikmen,1929,\N,"cinematographer,director,camera_department","tt0300099,tt0429569,tt0429553,tt0347689"
nm0015196,Malin Akerman,1978,\N,"actress,producer,soundtrack","tt0408839,tt1336608,tt0409459,tt2118624"
nm0015334,Liisa Akimof,1962,\N,"producer,composer,soundtrack","tt1016746,tt1334574,tt1570677,tt0456036"
nm0015403,Dylan Akio Smith,1974,\N,"camera_department,producer,cinematographer","tt0366266,tt0477419,tt0439692,tt2043832"
nm0015538,Mike Akrawi,\N,\N,"actor,stunts","tt0120177,tt0133952,tt0425061,tt0111503"
nm0015629,Tuncay Akça,1963,\N,actor,"tt0084934,tt0300982,tt0252562,tt0252490"
nm0015659,Sari Al Nagar,\N,\N,actor,"tt0377727,tt0208288,tt0379160,tt0208176"
nm0015914,Eric Alan,\N,\N,"actor,miscellaneous,cinematographer","tt0212879,tt0094512,tt0098503,tt0283646"
nm0015915,Fredy Allan,\N,\N,actor,"tt0331732,tt0289033,tt10558986,tt2355936"
nm0016080,Fatih Alas,1976,\N,actor,"tt0115088,tt0170949,tt1791522,tt0390018"
nm0016231,Geli Albaladejo,1966,2021,"actress,casting_director,casting_department","tt0464141,tt0325145,tt0338409,tt0297174"
nm0016341,Socorro Albarrán,\N,\N,actress,"tt0402517,tt0280693,tt0380251,tt0375230"
nm0016629,Bob Alberti,1934,\N,"music_department,composer","tt0079180,tt0062545,tt1283927,tt0068103"
nm0016892,Luis Albornoz,\N,\N,actor,"tt0474622,tt0247905,tt0271719,tt0322298"
nm0017085,Andrew Alburger,\N,\N,actor,"tt0200476,tt27052822,tt0328719"
nm0017118,Ruthie Alcaide,1977,\N,"miscellaneous,actress,producer","tt8362228,tt1362278,tt6492186,tt6250876"
nm0017649,Theoni V. Aldredge,1922,2011,"costume_designer,costume_department,miscellaneous","tt0087332,tt0071577,tt0077530,tt0106220"
nm0017986,Marija Aleksic,1923,1998,actress,"tt0050768,tt0094914,tt0076381,tt0051693"
nm0018103,Stephen Alesch,\N,\N,"art_department,art_director,production_designer","tt0111686,tt0111282,tt0120791,tt0119177"
nm0018433,Geoff Alexander,1967,\N,"music_department,composer,soundtrack","tt1454468,tt0125439,tt2872732,tt4555426"
nm0018550,Kenny Alexander,\N,\N,"stunts,actor,producer","tt0117731,tt1843866,tt0111503,tt1013752"
nm0018668,Peter Alexander,1952,\N,actor,"tt0088512,tt0053494,tt0068069,tt0288380"
nm0019155,Bill Alfonso,1957,\N,actor,"tt9866416,tt6952354,tt0783198,tt0185103"
nm0019174,Mann Alfonso,\N,\N,"actor,producer,writer","tt0364845,tt1636610,tt7235466,tt4808802"
nm0020452,Dominic Allen,\N,\N,"actor,miscellaneous,assistant_director","tt0120686,tt0097531,tt0340311,tt1486185"
nm0020459,Donna Allen,\N,\N,actress,"tt11454210,tt0058796,tt9296728,tt10675190"
nm0020715,Katy Allen,\N,\N,actress,"tt1555093,tt1581724,tt0179061,tt2736822"
nm0021066,Stephanie Allen,\N,\N,actress,"tt3091166,tt0119829,tt0190217,tt0325018"
nm0021673,Bobbi Allyn,\N,\N,"set_decorator,art_department,production_designer","tt1264363,tt0384537,tt1119644,tt3846674"
nm0021795,Lasse Almebäck,1962,\N,actor,"tt0115426,tt0117698,tt0116696,tt0333611"
nm0021846,Lourdes Almeida,\N,\N,"production_designer,costume_designer,set_decorator","tt0125061,tt0419720,tt0924176,tt0332536"
nm0022287,Álvaro Alonso,\N,\N,"producer,director,actor","tt0275908,tt6242154,tt5291114,tt1259570"
nm0022289,Ángel Alonso,\N,\N,"animation_department,director,writer","tt0355842,tt0276265,tt0373903,tt4991676"
nm0022299,Ani Pearl Alonzo,\N,\N,actress,"tt0409456,tt0399989,tt0281168,tt0347354"
nm0022428,Trigger Alpert,1916,2013,actor,"tt0345338,tt0042109"
nm0023055,Tamara Altseva,1911,2001,actress,"tt0337446,tt21837722,tt10097398,tt21407160"
nm0023159,Joaquin Alvarado,\N,\N,"producer,cinematographer,assistant_director","tt1039640,tt0348030,tt0304377,tt0266238"
nm0023260,George Alvarez,1960,\N,"actor,writer","tt0056758,tt0044265,tt0092325,tt0339135"
nm0023321,Roma Alvarez,\N,\N,actress,"tt0255819,tt0272376,tt0074430,tt0080365"
nm0023517,Ruben Alves,\N,\N,"actor,writer,director","tt5078204,tt2261749,tt8351730,tt10123698"
nm0023986,Luciano Amaral,1979,\N,actor,"tt10558986,tt0331732,tt0210443,tt0300815"
nm0024252,Andrea Ambandos,\N,\N,"director,producer,miscellaneous","tt4881370,tt6669192,tt0828168,tt0847528"
nm0024710,Heather Ames,1936,2008,actress,"tt0051740,tt0051746,tt0052511,tt0051725"
nm0024718,Jonathan Ames,\N,\N,"writer,producer,music_department","tt5742374,tt1255913,tt0460810,tt4197508"
nm0024742,Rosario Ames,1953,\N,,tt0346043
nm0024764,Alfredo Amestoy,1941,\N,"actor,writer","tt0073522,tt0372634,tt0072952,tt0374466"
nm0024856,Jack Amiel,\N,\N,"producer,writer,miscellaneous","tt0118495,tt2937900,tt0350028,tt0337697"
nm0025094,John Ammonds,1924,2013,"producer,director","tt0240285,tt0303563,tt0861749,tt0063930"
nm0025289,Beth Amos,1916,1996,actress,"tt0087928,tt0081383,tt0109370,tt0090779"
nm0025441,Neil Amsterdam,\N,\N,"composer,music_department","tt0333955,tt0208085"
nm0026083,Anne Katrine Andersen,1972,\N,"editorial_department,producer,production_manager","tt0457655,tt0387151,tt1340107,tt0154421"
nm0026140,Freddie Andersen,1944,\N,actor,"tt0127987,tt0332960,tt0077051,tt0066063"
nm0026231,Ole Nørgaard Andersen,\N,\N,"director,writer,assistant_director","tt0274370,tt0289952,tt0337352,tt0337405"
nm0026312,Adrienne Anderson,\N,\N,soundtrack,"tt0111127,tt1084950,tt1164999,tt1291580"
nm0026428,Bob Anderson,1922,2012,"stunts,miscellaneous,actor","tt0080684,tt0120737,tt0086190,tt0120746"
nm0026518,Christian Toulali,1965,\N,actor,"tt0077076,tt0329589,tt0108985,tt0117547"
nm0026942,John Anderson,\N,\N,,"tt0311376,tt1158744,tt0347839"
nm0026988,Kaare Anderson,\N,\N,"actor,miscellaneous,stunts","tt9012876,tt14107648,tt6470478,tt8712204"
nm0027067,Lee Anderson,1909,2009,actress,"tt0463399,tt0039228"
nm0027449,Simon Anderson,\N,\N,"actor,producer,director","tt0313056,tt15408474,tt5862960,tt4378350"
nm0027545,Valentim Anderson,\N,\N,actor,"tt0457909,tt0457880,tt0241005,tt0260467"
nm0027664,Erik Andersson,\N,\N,"editor,producer,production_manager","tt6845010,tt3720758,tt0784842,tt4080706"
nm0027754,Magdalena Andersson,\N,\N,actress,"tt0329130,tt0062595"
nm0028738,Larisa Andrews,\N,\N,"producer,production_manager,miscellaneous","tt1684397,tt5916428,tt4397510,tt0780486"
nm0029000,Bruno Andrieux,\N,\N,actor,"tt0477507,tt0112954,tt1753673,tt0259340"
nm0029222,Michael André,\N,\N,"producer,miscellaneous","tt0177882,tt0387898,tt1602620,tt0313670"
nm0029285,Enrique Andrés,\N,\N,"assistant_director,producer,director","tt4598092,tt0417899,tt0336193,tt0266382"
nm0029525,Bert Angeles,1875,1950,"director,writer,actor","tt1342172,tt0412387,tt1313012,tt0005908"
nm0029706,Maurizio Angeloni,1959,\N,"writer,director","tt0345297,tt0193400,tt0101405"
nm0029855,Antoni Anglada,\N,\N,cinematographer,"tt0774499,tt0336217"
nm0029862,Toni Anglada,\N,\N,"camera_department,editorial_department,cinematographer","tt0115991,tt0103186,tt3340880,tt11708140"
nm0029868,Connie Angland,1964,\N,"special_effects,miscellaneous,actress","tt0120912,tt0208003,tt0119654,tt0133152"
nm0030150,Heather Ankeny,\N,\N,"actress,producer,assistant_director","tt1262414,tt3215364,tt0452046,tt1551632"
nm0030273,Noel Annan,1916,2000,,"tt1711895,tt0198100,tt0344159,tt6407684"
nm0030769,Matt Antell,\N,\N,"editor,camera_department,director","tt1895368,tt0345937,tt6931604,tt1839337"
nm0030823,Anna Anthony,1971,\N,"producer,production_manager,miscellaneous","tt0150662,tt1340107,tt0269389,tt0448267"
nm0030831,Bret Anthony,1972,\N,actor,"tt0495024,tt6788512,tt1100911,tt0323939"
nm0030899,Jane Anthony,\N,\N,actress,"tt0075627,tt0337771,tt0066628,tt0071255"
nm0031336,María Antonieta Duque,\N,\N,actress,"tt1885930,tt2856378,tt5378720,tt7180378"
nm0031362,Regiana Antonini,1962,\N,"actress,writer,script_department","tt23563686,tt14257960,tt5221004,tt10406288"
nm0031514,Florent Antony,1913,1974,actor,"tt0379689,tt0138405,tt0050179,tt0054921"
nm0032216,Peter Appel,1959,\N,"actor,miscellaneous","tt8206668,tt1578887,tt0110413,tt0264235"
nm0032308,Florian Appl,1962,\N,"composer,actor,music_department","tt0276820,tt2585798,tt0806910,tt0411427"
nm0032759,Ángel Aragon,\N,\N,"actor,writer","tt0233833,tt0278747,tt0082516,tt0359422"
nm0032775,Sergio Aragonés,1937,\N,"art_department,animation_department,actor","tt0119190,tt16161574,tt0090179,tt0074973"
nm0032825,Mariko Arai,\N,\N,"producer,make_up_department","tt1356920,tt0111513,tt0347200,tt1056089"
nm0032850,Miguel Ángel Araiza,1983,\N,"miscellaneous,actor,camera_department","tt0204887,tt0373208,tt0290248,tt0382900"
nm0033520,Lluís Arcarazo,\N,\N,"writer,producer,director","tt0445691,tt10873438,tt0364838,tt5101192"
nm0033561,Nancy Arcega,\N,\N,"production_designer,art_director,actress","tt2177347,tt2590280,tt1243381,tt2057445"
nm0033628,Don Archell,1932,\N,"actor,miscellaneous","tt0413591,tt1134907,tt0160509,tt0344036"
nm0033904,Sadiye Arciman,1930,\N,"actress,producer","tt0275089,tt0348446,tt0433994,tt0417833"
nm0034016,Toni Arden,1924,2012,"soundtrack,actress","tt0042094,tt0044090,tt0052181,tt0360133"
nm0034027,Joseph Ardery,\N,\N,"miscellaneous,director,actor","tt0339507,tt1029120,tt0892375,tt0289627"
nm0034339,Cody Arens,1993,\N,"actor,miscellaneous","tt0372873,tt0212338,tt0305224,tt0200027"
nm0034573,Karlos Arguiñano,1948,\N,"actor,producer,miscellaneous","tt0373568,tt2029681,tt0115487,tt2028847"
nm0034663,Fernando Ariani,\N,\N,"sound_department,composer,editor","tt0117910,tt0118674,tt0136758,tt0197049"
nm0034708,Mario Arias,1965,\N,"script_department,actor,casting_department","tt0302447,tt0251797,tt0297174,tt0388341"
nm0034728,Silvana Arias,1982,\N,"actress,casting_department,casting_director","tt5724084,tt1552112,tt0368479,tt0192917"
nm0034941,Fikret Arit,1918,1987,"writer,actor","tt0263610,tt0308145,tt0407778,tt0385539"
nm0035565,Bill Armour,1941,2017,actor,"tt0163499,tt0073958,tt0423670,tt0194350"
nm0035777,K.C. Armstrong,1975,\N,"actor,producer","tt0397443,tt0362544,tt3348370,tt0344313"
nm0035931,Vanessa Bell Armstrong,1953,\N,"music_department,actress,miscellaneous","tt0090395,tt0240272,tt0098674,tt7896006"
nm0036559,Matthew Arnold,1974,\N,"writer,producer,director","tt0119396,tt3579018,tt2935974,tt1764647"
nm0036729,Stephen Arnott,1970,\N,"camera_department,producer,miscellaneous","tt0831387,tt1229238,tt5463162,tt0376994"
nm0036760,Peter Arnow,\N,\N,"composer,producer","tt0403060,tt0348083,tt0100800"
nm0036932,David Aronowitsch,1964,\N,"director,producer,editor","tt13116846,tt5465756,tt1376723,tt0336535"
nm0037087,Larry Arpin,1952,\N,"visual_effects,editorial_department,miscellaneous","tt0172156,tt0119707,tt0107387,tt1320253"
nm0037204,Mikel Arregi,\N,\N,"producer,production_manager","tt0347535,tt0241105,tt0242599,tt0271218"
nm0037210,Greg Arreguin,\N,\N,"music_department,soundtrack","tt0186253,tt0097136,tt0116590,tt0138326"
nm0037769,Hartney J. Arthur,1917,2004,"actor,director,writer","tt0122224,tt0337500,tt0017899"
nm0037819,Robert Arthur,1928,2018,"writer,producer,music_department","tt0126160,tt6644662,tt5776294,tt1264911"
nm0038241,Alberto Arévalo,\N,\N,"director,miscellaneous,cinematographer","tt1353943,tt1245395,tt0107948,tt1228500"
nm0038426,Claudia Asbury,\N,\N,"actress,miscellaneous","tt15096160,tt0083099,tt0087089,tt0334884"
nm0038854,William Rosenfeld,1973,\N,"producer,actor,director","tt9731682,tt6032616,tt0488085,tt2784512"
nm0039123,Susanne Ashley,\N,\N,actress,"tt0331322,tt0093630,tt0199870,tt0058796"
nm0039512,Martin Aslan,1973,\N,actor,"tt1790024,tt0475464,tt4524056,tt1988853"
nm0039671,Gayla Aspinall,\N,\N,"producer,miscellaneous","tt0362107,tt0339034,tt0426721,tt0111893"
nm0039818,Maksim Asenov,\N,\N,writer,"tt0342395,tt0266770"
nm0039978,Tatiana Astengo,1967,\N,actress,"tt0297174,tt0241096,tt1441404,tt0388884"
nm0040120,Joshua Astrachan,\N,\N,"producer,actor","tt0280707,tt5247022,tt8695030,tt3235888"
nm0040717,Fort Atkinson,\N,\N,actor,"tt0106179,tt0116260,tt0169547,tt0098749"
nm0041135,Ferdi Atuner,1944,\N,"actor,music_department","tt0279174,tt1101027,tt1977055,tt1556132"
nm0041430,Alexandre Aubry,\N,\N,"actor,stunts","tt0456070,tt0362048,tt0795370,tt0331509"
nm0041556,Ferran Audí,\N,\N,"actor,producer,writer","tt1576360,tt5663062,tt7263154,tt0879403"
nm0041769,Kaarina Aufranc,1974,\N,"actress,writer,producer","tt0303773,tt0118276,tt0446554,tt0339756"
nm0041812,Michael Auger,\N,\N,"camera_department,cinematographer,actor","tt0102511,tt0446013,tt0114648,tt0486051"
nm0041895,Nadège August,\N,\N,"actress,writer,producer","tt11306366,tt11097072,tt7682204,tt0250274"
nm0042099,Alexandre Aumont,\N,\N,actor,tt0347544
nm0042280,Dale Austen,\N,\N,actress,"tt0342154,tt0018735"
nm0042605,Serena Autieri,1976,\N,actress,"tt3907790,tt0469792,tt1454460,tt0429046"
nm0043465,Merete Axelberg,1946,\N,actress,"tt1666129,tt0080662,tt15243346,tt0078465"
nm0043506,Tage Axelson,1933,\N,actor,"tt0125749,tt0124750,tt0064929,tt0272407"
nm0043538,Axim Axerio,\N,\N,production_designer,"tt0343830,tt0059108"
nm0044082,Ali Azad,\N,\N,"actor,director,writer","tt11409926,tt7464016,tt6886734,tt6254884"
nm0044232,Fábio Azevedo,1979,\N,actor,"tt0173651,tt0337564,tt0383115,tt0144724"
nm0044299,Nasha Aziz,1971,\N,"actress,producer","tt0270226,tt0997258,tt1669201,tt0418253"
nm0044387,Ariella Azoulay,\N,\N,"director,writer,producer","tt0330589,tt8244710,tt0206297,tt3365600"
nm0044938,Natasa Babic-Zoric,\N,\N,actress,"tt0329860,tt0107037"
nm0044987,John Babinec,1970,\N,"editor,editorial_department,camera_department","tt3960750,tt1200227,tt5763680,tt2312198"
nm0045198,Shawna Baca,\N,\N,"producer,director,actress","tt0780248,tt0328344,tt1303219,tt0463856"
nm0045682,Bob Backlund,1949,\N,actor,"tt0227972,tt3976286,tt3997584,tt1529215"
nm0045901,Bad Azz,1975,2019,"actor,soundtrack","tt1780786,tt0117891,tt4076686,tt0293815"
nm0046209,Mario Badouaille,\N,\N,"cinematographer,director,writer","tt0177972,tt0330110,tt21326488,tt4829544"
nm0046590,Ian Bagg,1969,\N,"actor,writer,producer","tt0257019,tt0449057,tt0150216,tt0433448"
nm0046925,Gene Bahng,\N,\N,"producer,actor","tt0823153,tt0450392,tt0347546,tt0462672"
nm0047145,Anthony Bailey,1931,2004,actor,"tt0339653,tt0075592,tt0074031,tt0061557"
nm0047203,Chuck Bailey,\N,\N,actor,"tt0082200,tt0094973,tt0098948,tt0205700"
nm0047254,Emily Bailey,1978,\N,,"tt0177458,tt0176095"
nm0047334,Joseph A. Bailey,\N,\N,"writer,music_department","tt0331217,tt0074028,tt0177428,tt0063951"
nm0047681,Allen Bain,\N,\N,"producer,production_manager,cinematographer","tt12837188,tt0342167,tt1396523,tt0298050"
nm0047821,Mauricio Baiocchi,1974,\N,"visual_effects,special_effects,director","tt1276104,tt0346156,tt1408101,tt0167190"
nm0048007,Dragomir Bajalica,\N,\N,"editor,editorial_department,sound_department","tt0129332,tt1438463,tt1354663,tt0273850"
nm0048130,Andrew Bakalar,\N,\N,"miscellaneous,director,actor","tt0115503,tt0345777,tt0117506"
nm0048953,Sylvan Baker,\N,\N,actor,"tt0297626,tt0120199"
nm0049066,Emma Bakhle,\N,\N,actress,"tt0331736,tt0165039,tt0081585"
nm0049091,Bek Bakhtybekov,\N,\N,"cinematographer,camera_department","tt0334658,tt0101422"
nm0049147,Ferdinand Bakker,\N,\N,"composer,music_department,sound_department","tt0100511,tt0282378,tt0100668,tt0092227"
nm0049180,James Bakkom,\N,\N,"production_designer,actor,art_department","tt1232824,tt1694118,tt0428038,tt0342285"
nm0049354,Vangelis Balafoutis,\N,\N,"director,writer,assistant_director","tt12734598,tt0305550,tt1142439,tt5588810"
nm0049394,Balakram,\N,\N,"actor,music_department","tt0330883,tt0461140,tt0155168,tt0465908"
nm0049532,Italo Balbo,1896,1940,,\N
nm0049983,Rick Baldwin,1956,2020,"actor,writer","tt0139523,tt0331504,tt0471921,tt3168894"
nm0050118,Enzo Balestrieri,1952,\N,"director,writer,editor","tt3553088,tt0335007,tt0125833,tt0249345"
nm0050157,Eve Balfour,1890,1955,actress,"tt0350328,tt0230058,tt0011659,tt0325385"
