nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0009566,Fernando Acaso,1963,\N,"actor,miscellaneous","tt0302447,tt0198093,tt0455115,tt1100898"
nm0009608,Luis Accinelli,1934,2019,actor,"tt0408839,tt1879012,tt0138511,tt0437171"
nm0009839,Yordan Achkov,\N,\N,"set_decorator,production_designer","tt0289754,tt0252614,tt0170783,tt0192406"
nm0010244,Sergio Acosta,\N,\N,"actor,producer","tt1159993,tt8826052,tt0284195,tt0773176"
nm0010365,Martha Acuña,\N,\N,actress,"tt0381526,tt0222645,tt0330808,tt0393473"
nm0010411,'Red' Adair,1915,2004,miscellaneous,"tt0063060,tt0055708,tt0377147,tt2173960"
nm0011262,Peter Adams,1917,1987,actor,"tt0052627,tt0047767,tt0050079,tt0051328"
nm0011362,Stacey Adams,1966,\N,"actress,miscellaneous,casting_director","tt0094087,tt0096684,tt0093676,tt0094981"
nm0011589,Amanda Aday,1981,\N,"actress,producer,director","tt0417056,tt0142201,tt0319969,tt4300228"
nm0011844,Ruth Adelman,\N,\N,"sound_department,writer,miscellaneous","tt0313043,tt1196948,tt1870479,tt0247082"
nm0012248,Steven Adler,1965,\N,"soundtrack,actor,composer","tt0452623,tt0094963,tt10731768,tt1001526"
nm0012718,Farah Cabrera,\N,\N,"actress,miscellaneous","tt0092325,tt1914251,tt0437250,tt1919129"
nm0012834,Rami Agami,\N,\N,"cinematographer,camera_department","tt9257662,tt3995806,tt0499537,tt0254703"
nm0013335,Jorge Aldama,\N,\N,"actor,director,producer","tt1102366,tt12914328,tt1111779,tt1111945"
nm0013470,Antonio Aguilar Vicente,1959,\N,"director,writer,producer","tt0089858,tt0380591,tt8007186"
nm0013477,Alfonso Aguilar,\N,\N,"camera_department,cinematographer,writer","tt1076874,tt0240468,tt1621042,tt0413465"
nm0013587,Paco Aguilar,1949,\N,"actor,producer,director","tt0414659,tt2511356,tt13347046,tt0101638"
nm0013676,Arantxa Aguirre,1965,\N,"assistant_director,director,writer","tt9189882,tt6194934,tt2653808,tt1423589"
nm0014146,Fareed Ahmed,\N,\N,"actor,director,writer","tt0383067,tt27773522,tt0268933,tt0232154"
nm0014263,Kari Ahola,1953,2015,"cinematographer,camera_department,sound_department","tt1636555,tt1445568,tt0108641,tt1437602"
nm0014802,Lenita Airisto,1937,\N,"actress,writer,miscellaneous","tt1452398,tt0143658,tt1452830,tt3026052"
nm0015214,Michael D. Akers,\N,\N,"director,editor,miscellaneous","tt1943765,tt0375782,tt3149232,tt0418872"
nm0015443,Malek Akkad,\N,\N,"producer,director,miscellaneous","tt0220506,tt10665338,tt10665342,tt1502407"
nm0015464,Voldemar Akuraters,1921,1976,actor,"tt0166291,tt0275015,tt0314684,tt0063332"
nm0015528,Necati Akpinar,1962,\N,producer,"tt0384116,tt2608224,tt3347976,tt5365760"
nm0015680,Grisha Alasadi,1970,\N,"editor,cinematographer,editorial_department","tt2631300,tt0398021,tt1265295,tt1356409"
nm0015692,Sulayman Al-Bassam,\N,\N,actor,"tt2558492,tt0243155,tt0373134"
nm0015750,Talaat Alaam,\N,\N,"assistant_director,director,actor","tt0370312,tt0205205,tt0310632,tt1177152"
nm0015905,Buddy Alan,1948,\N,actor,"tt0063908,tt0055691,tt0372642,tt0064348"
nm0015926,Jerry Alan,1939,2014,"stunts,actor,special_effects","tt0433438,tt0364726,tt0996958,tt1552112"
nm0016015,Sergio Jones,\N,\N,actor,"tt0372921,tt0096542,tt0243609,tt0427848"
nm0016537,Larry Albert,\N,\N,actor,"tt8893676,tt0113533,tt0116032,tt0247097"
nm0016593,Steve Albert,1950,\N,actor,"tt0297181,tt0249313,tt0159206,tt0106660"
nm0016673,Sole Alberti,\N,\N,actress,"tt0387199,tt0246989,tt1591613,tt0277296"
nm0016979,Thomas Albrecht,\N,\N,"cinematographer,camera_department","tt10856432,tt13030172,tt0262290,tt0379730"
nm0017061,José Manuel Albuerne,\N,\N,producer,"tt0383114,tt0254404"
nm0017466,Ian Alden,\N,\N,actor,"tt0103442,tt0368688,tt0207919,tt0193866"
nm0017721,Erin Aldridge Orr,\N,\N,"costume_department,costume_designer,producer","tt12141112,tt15353964,tt3892172,tt9134194"
nm0017914,Marina Aleksandrova,1982,\N,actress,"tt4231140,tt13266120,tt1031282,tt3084238"
nm0017932,Artashes Aleksanyan,1961,\N,actor,"tt6424414,tt4693440,tt4628852,tt0318034"
nm0018228,Alan Alexander III,\N,\N,"actor,soundtrack","tt6048582,tt0370838,tt0107090"
nm0018568,Lee Alexander,\N,\N,"sound_department,camera_department,producer","tt0072856,tt0092641,tt0245562,tt0293660"
nm0018783,Tom Alexander,1963,1992,actor,"tt0096606,tt0099595,tt0100505,tt0376582"
nm0019153,Antonio Alfonso,\N,\N,actor,"tt0066829,tt0070378,tt0071284,tt0071376"
nm0019374,Heikki Alho,1937,\N,actor,"tt0378726,tt0083237,tt1700425,tt0105140"
nm0019479,Sabahattin Ali,1907,1948,"soundtrack,writer","tt0263369,tt0093191,tt6095094,tt0427336"
nm0020401,Danny Allen,\N,\N,"actor,composer,miscellaneous","tt0167202,tt0093648,tt2249115,tt0473308"
nm0020489,Elise Allen,\N,\N,"writer,miscellaneous,producer","tt8792866,tt1460205,tt22812900,tt22013036"
nm0020629,Jason Allen,\N,\N,actor,"tt0985040,tt0095593,tt0103193,tt0092319"
nm0020820,Matt Allen,\N,\N,"writer,assistant_director,producer","tt27206745,tt1596346,tt8385384,tt0369436"
nm0021157,Whitney Allen,1973,\N,"actress,producer","tt0368479,tt0115369,tt0118421,tt0489286"
nm0021175,Andrea Allen-Wiley,\N,\N,"producer,writer,miscellaneous","tt0893372,tt0200353,tt0115259,tt0382561"
nm0021300,Norman Alley,1895,1981,"cinematographer,actor","tt0384511,tt10958210,tt0319967,tt0182343"
nm0021395,Philippe Alliot,1953,\N,"stunts,transportation_department","tt6758316,tt0295721,tt0152930,tt2299787"
nm0021439,Frankie J. Allison,\N,\N,"actor,producer","tt0430357,tt0329717,tt0287978,tt0257076"
nm0021723,Jorge Almada,\N,\N,"actor,miscellaneous","tt0444188,tt0328107,tt2777882,tt0787157"
nm0021901,Pilar Almería,1958,\N,actress,"tt1912588,tt22085300,tt0297174,tt1442035"
nm0021939,Chaim Elmakias,\N,\N,"actor,assistant_director","tt0374001,tt0157989,tt0143266,tt1438464"
nm0022024,Connie Almy,\N,\N,actress,"tt3138412,tt0381579"
nm0022198,Johnny Alonso,1970,\N,"actor,producer,director","tt3749900,tt10293938,tt12906702,tt0368530"
nm0022711,David Altenau,\N,\N,"visual_effects,special_effects","tt0120903,tt0216216,tt1844624,tt0118688"
nm0022987,Lisa Altomare,\N,2021,actress,"tt1845804,tt0203230,tt0111001,tt1850457"
nm0023182,Patricia Alvarado,\N,\N,actress,"tt0383363,tt0274443,tt0223133,tt2254520"
nm0023315,Rick Alvarez,\N,\N,"producer,writer,miscellaneous","tt2243537,tt0381707,tt0257106,tt0430304"
nm0023944,Gamal Ammar,\N,\N,"assistant_director,director,script_department","tt0370822,tt1177146,tt8898172,tt0322378"
nm0024214,Ed Amaya,\N,\N,"miscellaneous,producer","tt0266820,tt0367949,tt1692196,tt0377924"
nm0024305,Jessica Ambinder-Rojas,\N,\N,"editorial_department,editor","tt6182908,tt3513498,tt1911658,tt0103639"
nm0024381,Brandon Ambrose,\N,\N,actor,"tt0112574,tt0120570,tt0372214,tt0452640"
nm0024869,Toby Amies,\N,\N,"director,producer,cinematographer","tt3751460,tt10148150,tt3628704,tt2402602"
nm0024912,Shimit Amin,\N,\N,"sound_department,editorial_department,director","tt0133189,tt0341266,tt0402014,tt0871510"
nm0025241,Vicente Amorim,1966,\N,"director,producer,assistant_director","tt0436364,tt10715446,tt14278524,tt5958060"
nm0025472,Tom Amundsen,1954,2006,"miscellaneous,producer,writer","tt0114924,tt0120762,tt0243736,tt0296572"
nm0025509,Marc Amyot,\N,\N,"actor,director,writer","tt0211915,tt0142688,tt0936501,tt0112682"
nm0025600,Anamia,\N,\N,actress,"tt0371346,tt0372595,tt0268878,tt0326803"
nm0025749,Joseph Anaya,\N,\N,"producer,writer,editorial_department","tt0139239,tt0124901,tt0289828,tt0115624"
nm0026137,Felicity Andersen,1972,\N,actress,"tt0256564,tt0219457,tt0132666,tt0378905"
nm0026302,Allan Wayne Anderson,\N,\N,actor,"tt11834592,tt1442437,tt5533692,tt13110920"
nm0026333,Amy Anderson Palmo,\N,\N,"casting_department,actress,casting_director","tt0111880,tt0150377,tt0139699,tt0367908"
nm0026617,Dennis Anderson,1977,\N,"producer,actor,assistant_director","tt0169547,tt0325805,tt1604096,tt0248654"
nm0027100,Lorie Katherine Anderson,\N,\N,actress,"tt0214388,tt0372855,tt0210033,tt0167813"
nm0027276,Paul Anderson,\N,\N,"actor,writer","tt1389099,tt4730224,tt0113970,tt3152098"
nm0027464,Steve Anderson,\N,\N,"camera_department,cinematographer","tt2492916,tt0486531,tt0372321,tt0268727"
nm0027843,Tommy Andersson,1962,2013,"actor,camera_department","tt0103523,tt0995012,tt1510918,tt0439393"
nm0027863,Chris Anderton,\N,\N,"composer,editor,sound_department","tt0115760,tt0372297,tt0795174,tt1631468"
nm0028112,Pierros Andrakakos,\N,\N,"director,assistant_director,writer","tt0238112,tt20784430,tt0325703,tt0371885"
nm0028174,Ted Andre,\N,\N,"visual_effects,producer,executive","tt2888984,tt15700012,tt7538356,tt0381181"
nm0028424,Sasha Andres,\N,\N,"actress,writer,composer","tt1688064,tt10437232,tt1337350,tt0370531"
nm0028789,Michael A. Andrews,1949,1989,actor,"tt0094103,tt0094078,tt0089539,tt0088757"
nm0028841,Sara Andrews,\N,\N,"set_decorator,costume_department,art_department","tt0295178,tt0145660,tt0114814,tt0319969"
nm0029293,Manuel Andrés,1930,2013,actor,"tt0231040,tt0297174,tt0794240,tt0060398"
nm0029665,Chris Angelo,\N,\N,"actor,camera_department","tt0834942,tt0462351,tt0825280,tt1057574"
nm0030055,Vladimir Anikin,1962,\N,actor,"tt0313055,tt0437126,tt0374157,tt0098958"
nm0030138,Darryl Anka,\N,\N,"visual_effects,producer,writer","tt0371746,tt0343818,tt0319262,tt0382992"
nm0030404,Julia Chantrey,\N,\N,"actress,producer","tt1442065,tt10418662,tt0377092,tt2023587"
nm0030796,Wayne Anthoney,\N,\N,"actor,director","tt5555154,tt0098436,tt3244512,tt0783511"
nm0030808,Anthony Di Nunzio,\N,\N,actor,"tt7459964,tt1267413,tt0177430,tt7366360"
nm0031516,Howard Antony,1963,\N,actor,"tt0088512,tt0241383,tt0374367,tt1217301"
nm0031563,Esa Anttila,\N,\N,actor,"tt0252152,tt0095473,tt1185334,tt3799850"
nm0031771,David Anzuelo,\N,\N,"actor,stunts,producer","tt0365907,tt1839578,tt0387514,tt1403981"
nm0031900,Reed Apaghian,\N,\N,actor,"tt0179192,tt0376261"
nm0031974,Igor Apasyan,1952,2008,"director,writer,producer","tt2951686,tt6253448,tt0115412,tt0970494"
nm0032165,Yevgeni Apostolov,\N,\N,"production_designer,set_decorator","tt0361136,tt0375152,tt0253720,tt0301269"
nm0032196,Deena Appel,\N,\N,"costume_designer,costume_department","tt0118655,tt0096754,tt0145660,tt0295178"
nm0032484,Brandon Apps,\N,\N,"camera_department,cinematographer,producer","tt0240278,tt0215392,tt13873480,tt0111964"
nm0032804,Mónica Aragón,1973,\N,actress,"tt14774692,tt4412362,tt0302447,tt1853507"
nm0033102,Leila Aranysheva,\N,\N,director,"tt0275741,tt0381987,tt7784968,tt0951327"
nm0033664,Gary Archer,1965,\N,"make_up_department,miscellaneous,actor","tt12193804,tt5727208,tt10244600,tt14921986"
nm0033845,Elizabeth Arciniega,\N,\N,actress,"tt0314170,tt0830515,tt0259901,tt0211832"
nm0033907,Ken Ard,1960,\N,actor,"tt7817340,tt0299658,tt0369945,tt0117604"
nm0034169,Joseph Areddy,\N,\N,"cinematographer,camera_department,director","tt14077794,tt14775312,tt4073732,tt7578486"
nm0034217,Richard Arellano,\N,\N,"director,assistant_director,actor","tt8550386,tt5004876,tt7069178,tt0847766"
nm0034230,Valerie Arem,1969,\N,"actress,casting_director,miscellaneous","tt1249419,tt0361140,tt5438094,tt4468734"
nm0034308,Catherine Arend,\N,\N,"editor,editorial_department,sound_department","tt0297625,tt0099349,tt0075472,tt5945856"
nm0034333,Paul Arenkens,1932,2016,actor,"tt0219849,tt0180385,tt2608646,tt0989788"
nm0034398,Guillaume Aretos,1963,\N,"actor,production_designer,art_department","tt0413267,tt0126029,tt0864835,tt0298148"
nm0034835,Betül Arim,1954,\N,actress,"tt0270053,tt3301790,tt0492283,tt0446855"
nm0034928,Ryan Aristorenas,\N,\N,actor,"tt0376522,tt0402706,tt0499033,tt0111180"
nm0035329,Miguel Armario,1916,2000,actor,"tt0067232,tt0452068,tt0247872,tt0367304"
nm0035437,Luisa Armenteros,1951,\N,actress,"tt0415421,tt0089039,tt0083770,tt0198093"
nm0035501,Frank Armitage,1924,2016,"animation_department,art_department,production_designer","tt0061852,tt0046593,tt2090571,tt0053285"
nm0035676,Dean Armstrong,1973,\N,"miscellaneous,actor,director","tt11525188,tt8593824,tt0460681,tt0262985"
nm0035849,Pamela Armstrong,1951,\N,actress,"tt0099501,tt0408787,tt0249301,tt0101518"
nm0036197,Stacy Arnell,1970,\N,"actress,executive","tt0817538,tt0107554,tt3673526,tt2249007"
nm0036221,Charlie Arneson,\N,\N,"camera_department,miscellaneous,actor","tt15217640,tt0120338,tt0096754,tt0297144"
nm0036545,Mags Arnold,1968,\N,"editor,editorial_department,sound_department","tt0146882,tt0118661,tt0954947,tt0238112"
nm0036831,Ilkka Aro,1955,\N,actor,"tt0159485,tt0374013,tt0369301,tt0469812"
nm0037136,Guel Arraes,1953,\N,"director,writer,producer","tt0197139,tt0367975,tt0271383,tt0222542"
nm0037219,George Arrendell,\N,\N,"actor,miscellaneous","tt0379685,tt0407386,tt0126764,tt0235139"
nm0037252,Liliana Arriaga,\N,\N,"actress,writer","tt0211832,tt0210435,tt0222600,tt5314638"
nm0037303,Raúl Arrieta,\N,\N,"actor,miscellaneous","tt12144864,tt10681576,tt4433296,tt9174732"
nm0037419,Beatriz Arroyo,\N,\N,actress,"tt0402518,tt0283645,tt0407967,tt0289696"
nm0037586,Kalin Arsov,1951,\N,actor,"tt0312300,tt0475937,tt0169534,tt0338400"
nm0037640,Marcela Arteaga,\N,\N,"director,writer,editor","tt11206854,tt0374162,tt1037848,tt0231439"
nm0037747,David Arthur,\N,\N,actor,"tt0149252,tt0383665"
nm0037853,Wren Arthur,\N,\N,"producer,actress,miscellaneous","tt0420087,tt3915918,tt0420457,tt1472460"
nm0037974,Christophe Artus,\N,\N,"camera_department,cinematographer","tt0092903,tt0205422,tt0097604,tt1002966"
nm0037983,Linda Artuso,\N,\N,"actress,producer,miscellaneous","tt0372799,tt0081398,tt0080117"
nm0038019,Arun,\N,\N,"miscellaneous,actor,camera_department","tt0343048,tt0423313,tt0225029,tt0284811"
nm0038351,Mayumi Asano,1969,\N,"actress,music_department","tt0367439,tt1426331,tt0464782,tt0377290"
nm0038494,Angela Ascher,1977,\N,actress,"tt1702360,tt0806910,tt0375267,tt0125618"
nm0038658,Rick Ash,\N,\N,"sound_department,music_department,editorial_department","tt3553976,tt0110912,tt0285742,tt0118789"
nm0038781,John Ashcroft,1942,\N,soundtrack,"tt1596363,tt11286314,tt0361596,tt0318224"
nm0038920,Bryan Ashford,\N,\N,"camera_department,producer","tt0100502,tt0475394,tt1440129,tt0306685"
nm0039485,Ole Askman,1939,\N,"sound_department,director,writer","tt0106357,tt0302782,tt0058421,tt0056702"
nm0039518,Säyavush Aslan,1935,2013,actor,"tt4261760,tt11311028,tt1330178,tt4876546"
nm0039666,Dale Aspin,\N,\N,"miscellaneous,stunts,actress","tt0080016,tt0082694,tt0089530,tt0090555"
nm0039667,Max Aspin,\N,2016,"stunts,actor,miscellaneous","tt0090555,tt0080513,tt0082694,tt0085939"
nm0040026,Gordon Astley,1948,\N,,"tt2302373,tt0071061,tt0199230,tt0368477"
nm0040113,Pedro Pablo Astorga,\N,\N,actor,"tt0096689,tt0060722,tt0189976,tt0382624"
nm0040159,Antonio Astudillo,\N,\N,actor,"tt0372486,tt0378973,tt0460924,tt0375230"
nm0040288,Atano III,\N,\N,,"tt0138015,tt0378549"
nm0040289,Atano X,\N,\N,,"tt0378549,tt0138015"
nm0040463,Jonathan Atherton,\N,\N,actor,"tt2231076,tt0221691,tt0076359,tt0373274"
nm0040653,Sharif Atkins,1975,\N,"actor,director,producer","tt0108757,tt0389564,tt7608028,tt2015381"
nm0040726,Grant Atkinson,\N,\N,"camera_department,cinematographer,editor","tt0117331,tt0094152,tt0120755,tt0097162"
nm0041196,Michael Atwood,\N,\N,"producer,editorial_department","tt0427965,tt0369077,tt0216906"
nm0041225,Alan Au,\N,\N,"art_director,production_designer,art_department","tt1618434,tt0120458,tt4769836,tt1951264"
nm0041541,Tony Audenshaw,1964,\N,actor,"tt0115321,tt2126283,tt0241492,tt0068069"
nm0042053,Joseph G. Aulisi,\N,\N,"costume_designer,costume_department,miscellaneous","tt0071402,tt0182789,tt0160127,tt0305357"
nm0042112,Brett Aune,\N,\N,"actor,camera_department","tt0429750,tt0372600,tt1362486"
nm0042250,Don Auspitz,\N,\N,actor,"tt0095362,tt0090437,tt0202179,tt0255272"
nm0042364,Denise Austin,1957,\N,actress,"tt13368672,tt13368700,tt2554004,tt2554022"
nm0042676,Hellin Auvinen-Salmi,1911,1997,actress,"tt0121952,tt0134990,tt0929245,tt0081160"
nm0042891,Luiz Avellar,\N,\N,"composer,music_department","tt0446493,tt1841490,tt0264079,tt0410802"
nm0042901,Joaquin Gonzalo Avellán,\N,\N,"sound_department,camera_department,editorial_department","tt1077258,tt1424381,tt1517489,tt0120685"
nm0042933,Laurence Avenet-Bradley,\N,\N,"camera_department,cinematographer,producer","tt4171176,tt8236588,tt0273228,tt2181310"
nm0043054,Kriss Avery,\N,\N,"composer,soundtrack,music_department","tt23177912,tt0185547,tt0481973,tt0389828"
nm0043322,Albert Avramovic,\N,\N,"producer,actor,executive","tt4499228,tt4102726,tt13823242,tt7375304"
nm0043346,Nicole Avril,\N,\N,"writer,producer,miscellaneous","tt0143050,tt0159206,tt0285385,tt0822868"
nm0043434,Kerry Awn,\N,\N,"actor,art_department","tt0093584,tt0373046,tt0100239,tt0762072"
nm0043625,Guillermo Ayala,\N,\N,"stunts,actor","tt0088908,tt0112619,tt2777882,tt0208420"
nm0043850,Bill Aylesworth,1965,\N,"miscellaneous,actor,producer","tt5153588,tt3675688,tt0367475,tt0198191"
nm0043949,Uta Ayoub,\N,\N,editor,"tt0410905,tt0090765,tt0108830,tt0413472"
nm0044293,Kartina Aziz,\N,\N,actress,"tt6588092,tt1029388,tt0297832,tt0271292"
nm0044583,Gina B.,1978,\N,"actress,make_up_department","tt0441946,tt0470177,tt0473320,tt0927605"
nm0045838,Tony Bacon,\N,\N,"editor,director,producer","tt0430831,tt0791165,tt2302931,tt3849954"
nm0045924,Peter Donald Badalamenti II,1973,\N,"actor,stunts","tt0449088,tt0172156,tt0421715,tt3949660"
nm0046139,César Badillo,\N,\N,actor,"tt5287856,tt0212522,tt0796907,tt16159290"
nm0046223,Sayed Badreya,1957,\N,"actor,producer,writer","tt0808148,tt1800763,tt0371746,tt0960144"
nm0046495,Clarisse Baffier,\N,\N,actress,"tt0368849,tt0169462,tt0417071,tt0245530"
nm0046563,Raffi Bagdasarian,1975,\N,"producer,director,writer","tt0381224,tt1166089,tt0218583,tt0479003"
nm0046623,Blaine Baggett,\N,\N,"producer,writer,director","tt2112903,tt1792053,tt2183719,tt0115193"
nm0047315,Jo Bailey,1970,\N,,"tt0080268,tt0101036,tt1087535,tt1249054"
nm0047477,Ryan Bailey,1975,\N,"camera_department,cinematographer,assistant_director","tt0296572,tt0460780,tt0970416,tt0770828"
nm0047504,Steven W. Bailey,1971,\N,actor,"tt1837576,tt0413573,tt1439629,tt0118276"
nm0047505,Stewart Bailey,\N,\N,"producer,writer","tt1119197,tt2093462,tt0115147,tt0167515"
nm0048351,Cynthia Baker,1947,\N,actress,"tt0106977,tt0120873,tt0081283,tt0086200"
nm0048633,Keith Baker,\N,\N,actor,"tt16441804,tt3519772,tt0455795,tt0375647"
nm0048978,Toby Baker,\N,\N,"director,miscellaneous,production_manager","tt0924651,tt4977484,tt11847138,tt8430272"
nm0049010,Warren Alfie Baker,\N,\N,"costume_designer,costume_department,actor","tt0183068,tt10207464,tt2033249,tt4612286"
nm0049040,Todd Bakerian-Devane,\N,\N,"art_department,set_decorator,actor","tt0373883,tt0323939,tt0120710,tt0395584"
nm0049346,Patrick Baladi,1971,\N,actor,"tt1979320,tt0290978,tt0963178,tt1937264"
nm0049521,Marco Balbi,1954,\N,actor,"tt10324528,tt5180052,tt3253986,tt9605762"
nm0049698,Sumintra Baldeo Singh,\N,\N,actress,"tt6440286,tt0367973,tt0237199"
nm0049772,Lee Baldino,\N,\N,actor,"tt0376897,tt0111936,tt1279511"
nm0049821,Bill Baldridge,\N,\N,"actor,assistant_director,director","tt2640248,tt0093549,tt0086381,tt0094920"
nm0049955,Lew Baldwin,\N,\N,"director,visual_effects,soundtrack","tt1684579,tt0901476,tt0368089"
nm0050107,César Balestra,\N,\N,"producer,director,editor","tt0465004,tt0772799,tt0400328,tt0772696"
nm0050391,Jesse Ball,1976,\N,"producer,editor","tt0375550,tt0363094,tt0281389"
nm0050481,Tulsy Ball,\N,\N,"producer,actor,miscellaneous","tt0476945,tt2299640,tt2182427,tt2923816"
nm0050636,Joy Ballard,\N,\N,actress,"tt5649652,tt0101256,tt0369256"
nm0050816,Francesca Balletta,\N,\N,"actress,writer","tt11876490,tt0093004,tt0076200,tt0063441"
nm0051106,Ivan Balsamadzhiev,1953,2010,actor,"tt0277793,tt0321674,tt0349677,tt0374130"
nm0051350,Andrea Balzola,\N,\N,writer,"tt0274951,tt0367381"
nm0051403,Terry Bamber,1956,\N,"assistant_director,production_manager,miscellaneous","tt5433140,tt12447796,tt0381061,tt0816711"
nm0051957,Galit Bangles,\N,\N,producer,"tt0205407,tt12798570,tt0446247,tt0377013"
nm0051996,Paul-Robin Banhaïoun,\N,\N,"director,writer","tt0276691,tt0475662,tt0376547,tt0843271"
nm0052178,Jeremy Banks,\N,\N,"actor,producer,miscellaneous","tt3950198,tt0228525,tt0962726,tt1866995"
nm0052428,Edward Bannon,\N,\N,"editor,producer,production_manager","tt0380814,tt0156417,tt1346520,tt1316040"
nm0052665,Elwaldo Baptiste,\N,\N,"editor,editorial_department,actor","tt14700390,tt8140398,tt0830558,tt0417745"
nm0052682,Laura Baque,\N,\N,actress,"tt0287292,tt0377578,tt0378455,tt0380297"
nm0053044,Angela Perez Baraquio,1976,\N,"actress,producer","tt1533036,tt0217600,tt0103396,tt0138968"
nm0053194,Alexandre Barbalho,\N,\N,actor,"tt7216712,tt1233507,tt0303160,tt0138217"
nm0053344,Adam Barber,\N,\N,"composer,music_department,sound_department","tt0120755,tt0413300,tt1126590,tt0259324"
nm0053832,Kathy Barbour,1958,\N,actress,"tt0117008,tt0367608,tt0114608,tt0202408"
nm0053967,Xesc Barceló,1943,2022,"writer,miscellaneous,director","tt1305793,tt0471517,tt1755047,tt0354308"
nm0054462,Marshall Barer,1923,1998,"soundtrack,writer,music_department","tt0285531,tt0135644,tt0125664,tt0424325"
nm0054546,Ed Barger,\N,\N,"camera_department,cinematographer,transportation_department","tt0080711,tt0080677,tt0074279,tt0216949"
nm0055002,Tom Barker,\N,\N,"actor,art_department,special_effects","tt0407038,tt1018817,tt0219469,tt1645078"
nm0055358,Dana Barnaby,\N,\N,"camera_department,cinematographer,writer","tt0116483,tt20114622,tt19499500,tt17490868"
nm0056079,Barbara Barni,\N,\N,"writer,director","tt0382614,tt0198907,tt15044972"
nm0056089,John Barningham,1943,1987,"producer,director","tt0082201,tt0078582,tt8153056,tt0075281"
nm0056549,Nancy E. Barr,1946,\N,"miscellaneous,casting_department,actress","tt0086822,tt0092214,tt0065347,tt0098105"
nm0056575,Steven Barr,1954,\N,"actor,writer,producer","tt3371366,tt1073668,tt1839558,tt0104850"
nm0056657,José María Rubio,\N,\N,actor,"tt3321428,tt0444505,tt1417108,tt3277072"
nm0056775,Gilberto Barraza,\N,\N,actor,"tt14176542,tt3671924,tt0384452,tt0236493"
