tconst,directors,writers
tt0228584,nm0557945,"nm0765850,nm0793355,nm0945257"
tt0228585,nm0284077,\N
tt0228586,nm0954095,\N
tt0228587,nm0303024,\N
tt0228590,nm0729409,nm0307408
tt0228595,nm0136707,"nm1064050,nm0136707,nm0297400,nm0455071"
tt0228596,nm0518579,nm0005586
tt0228597,nm0011276,"nm0010911,nm0011276"
tt0228603,nm0784407,"nm0907279,nm0734931,nm0566745,nm0520419,nm0569708,nm0727999,nm0806018"
tt0228605,nm0126898,"nm0126898,nm0141127,nm0405728"
tt0228606,nm0059556,"nm0059556,nm0096505,nm0227228,nm0699556"
tt0228610,\N,\N
tt0228615,nm0814957,"nm0273477,nm0814957,nm3646222"
tt0228616,nm0289599,nm0302055
tt0228617,nm0537069,\N
tt0228618,nm0154930,\N
tt0228620,nm0227187,nm0937381
tt0228622,nm0682851,nm0826083
tt0228623,nm0617588,\N
tt0228626,nm0040946,\N
tt0228627,nm1100884,nm0643582
tt0228629,nm0617588,\N
tt0228630,nm0537881,"nm0954579,nm0313252,nm0957538,nm0445123"
tt0228634,nm0400059,"nm0215138,nm0400059,nm0720700"
tt0228635,nm0847690,nm0411560
tt0228637,nm0167509,\N
tt0228639,nm0769845,\N
tt0228640,nm0538484,"nm4930132,nm0538484"
tt0228641,nm0385827,nm0226883
tt0228643,nm2914957,"nm9209496,nm0000370,nm0781918"
tt0228644,nm0144534,nm0144534
tt0228646,nm0284585,\N
tt0228647,nm0176472,nm0176472
tt0228651,nm0072025,"nm0309121,nm0877493"
tt0228658,nm0050048,"nm0649651,nm0211993,nm0907379"
tt0228660,"nm0040808,nm2549671,nm0282457","nm0040808,nm2549671,nm0282457,nm1242820"
tt0228661,nm0617588,\N
tt0228667,nm0385796,"nm0385796,nm0817416"
tt0228670,\N,\N
tt0228671,nm0485709,nm0886456
tt0228673,nm0387002,"nm0751044,nm0799785"
tt0228676,nm0557945,"nm0557945,nm0592758"
tt0228677,nm0436770,"nm0436770,nm0211381"
tt0228678,nm0847477,"nm1870566,nm0849099"
tt0228679,nm0392668,nm0392668
tt0228681,nm0341896,nm0956412
tt0228682,nm0011276,"nm0010911,nm0011276"
tt0228684,nm0840594,nm13626583
tt0228685,nm0106116,"nm0077094,nm0106116"
tt0228686,"nm0586480,nm0451969",\N
tt0228687,nm0840905,"nm0258652,nm0840905"
tt0228690,nm0372798,nm0372798
tt0228691,"nm0260392,nm0379575",\N
tt0228694,nm0234454,nm0234455
tt0228695,nm0875040,nm0875040
tt0228696,nm0617588,\N
tt0228697,nm0049838,"nm0049838,nm0500708"
tt0228698,nm0064394,nm0414205
tt0228699,nm0847300,nm0847300
tt0228700,nm0245361,nm0245361
tt0228701,nm0579062,nm0579062
tt0228702,\N,\N
tt0228703,nm0174689,\N
tt0228708,nm0023974,"nm0023974,nm0246824,nm0675828,nm0692504,nm0209489"
tt0228711,nm0539354,"nm0144431,nm0175768,nm0318282,nm0771681"
tt0228712,"nm0256149,nm0761954","nm0256149,nm0761954"
tt0228713,nm0320833,nm0897505
tt0228714,nm0746591,"nm2087066,nm1428002,nm1241489"
tt0228715,nm0814213,"nm1176059,nm0814213"
tt0228716,nm0617588,\N
tt0228718,nm0244340,"nm0847967,nm0928492"
tt0228719,nm0441513,nm2657743
tt0228720,nm0002744,nm0749555
tt0228721,nm0140646,\N
tt0228722,nm0315046,nm0140410
tt0228724,nm0617588,\N
tt0228725,"nm0176261,nm4718507,nm0811143",\N
tt0228728,"nm0173625,nm0501464","nm0470322,nm0501464,nm0859436"
tt0228730,nm0179932,"nm0495848,nm0626023"
tt0228733,nm0473151,"nm0473151,nm0351439"
tt0228734,nm0392706,"nm0796738,nm0351439,nm0392706"
tt0228737,nm0246473,"nm0194604,nm0246473"
tt0228738,nm0054005,nm0054005
tt0228741,nm0025874,"nm0302055,nm0892810,nm0025874"
tt0228745,nm0000377,"nm0000377,nm0437370"
tt0228746,nm0189464,nm0189464
tt0228747,nm0370985,"nm0170444,nm0515753"
tt0228748,nm1271856,\N
tt0228749,nm0187671,nm0895881
tt0228750,nm0000431,"nm0006904,nm0698295,nm0362998"
tt0228751,nm0882201,nm0014907
tt0228753,nm0350947,"nm0194604,nm0350947,nm0952499"
tt0228754,nm0335924,nm0335924
tt0228756,\N,\N
tt0228757,\N,"nm9393773,nm7410078,nm9147533,nm1850165,nm0932516"
tt0228760,"nm0181417,nm0331269","nm1282829,nm0789290,nm0066551,nm1286019,nm0264115,nm0331269,nm1283792,nm1283978,nm0770206,nm0212075,nm1286039,nm1041838"
tt0228761,"nm0502932,nm0684666",\N
tt0228763,nm0768556,nm0768556
tt0228766,nm0293865,nm0293865
tt0228769,nm0004596,"nm1511627,nm0693655"
tt0228775,nm0883058,nm0883058
tt0228778,nm0945592,"nm0284659,nm1900316,nm0581960,nm1000142,nm1500349,nm1903184,nm1002258"
tt0228779,nm0536368,\N
tt0228780,nm0688585,"nm0001929,nm0688585"
tt0228786,nm0440913,"nm0335096,nm0440913"
tt0228787,nm0955072,"nm0706086,nm0955072"
tt0228788,nm0586285,nm0691424
tt0228791,nm0008257,"nm1577649,nm14055137"
tt0228792,nm0537069,\N
tt0228794,nm0239139,nm0239139
tt0228796,nm0784407,\N
tt0228801,nm0259666,"nm0259666,nm0862580"
tt0228804,nm0308548,nm0308548
tt0228806,nm0557945,"nm1125967,nm0794221"
tt0228807,nm0643696,"nm0297990,nm0969676,nm0643696"
tt0228808,nm0839137,nm0517839
tt0228811,nm0332737,"nm0332737,nm0889865,nm0924414"
tt0228812,nm0626300,nm0626299
tt0228815,nm6955979,nm0189076
tt0228817,nm0616913,nm0616913
tt0228821,nm0369066,nm0237763
tt0228823,\N,nm3204073
tt0228825,nm0293656,"nm0185883,nm0222878"
tt0228826,nm0087071,"nm0002042,nm0336365"
tt0228827,nm0882190,"nm0006018,nm0302137,nm0701993,nm0882190"
tt0228828,nm0576940,nm0422382
tt0228829,nm0649651,nm0649651
tt0228830,nm0448915,"nm0044784,nm0394890,nm0493811"
tt0228834,nm0632765,nm1420497
tt0228835,nm0013611,\N
tt0228836,nm0617588,\N
tt0228837,nm0938352,"nm0106789,nm1431880,nm0938352"
tt0228838,nm0205844,"nm0749183,nm0314079,nm0205844"
tt0228839,nm0692105,\N
tt0228843,nm0228895,nm0827418
tt0228845,nm0414996,"nm0086760,nm0414996"
tt0228847,nm0304672,\N
tt0228849,nm0557945,"nm0034840,nm0557945,nm1125048"
tt0228850,nm0644943,"nm0464817,nm1062622"
tt0228851,nm0782865,nm0559406
tt0228853,nm0855446,nm0855446
tt0228854,nm0164407,"nm0544950,nm0891104"
tt0228855,nm0177370,nm0123434
tt0228857,nm0475441,\N
tt0228860,nm0282425,\N
tt0228861,nm0899121,"nm0360694,nm0899121"
tt0228864,nm0617588,\N
tt0228867,"nm0042493,nm0370985","nm0042493,nm0370985"
tt0228868,nm1265272,nm1265272
tt0228871,nm0750259,nm0117532
tt0228878,nm0727909,"nm0190024,nm0849562"
tt0228879,nm0034366,"nm0034366,nm1204247"
tt0228880,nm0824425,nm1094394
tt0228884,nm0092168,"nm0092168,nm0291037,nm0602581,nm0720507"
tt0228886,nm0701801,nm1290911
tt0228889,nm0551167,"nm0333383,nm0527919"
tt0228890,\N,\N
tt0228891,nm0889169,"nm0122195,nm0466744,nm0620183,nm0926797"
tt0228892,nm0196614,"nm0202825,nm1029414"
tt0228893,"nm0694785,nm0873318",\N
tt0228898,\N,\N
tt0228900,nm0366573,"nm0573904,nm1989410"
tt0228901,nm0002848,"nm0002848,nm0381915"
tt0228902,nm0919339,nm0887216
tt0228905,nm0136021,nm0136021
tt0228906,"nm0348224,nm2640922",\N
tt0228907,nm0302201,"nm0302201,nm0535141,nm0643582"
tt0228910,nm0179932,"nm0467453,nm0493744"
tt0228911,nm0237208,nm0468169
tt0228913,nm0494110,nm0494110
tt0228917,nm0632236,"nm1265743,nm0632236"
tt0228919,"nm0080526,nm0288901,nm0006560",\N
tt0228920,nm0293877,"nm0124700,nm0293877"
tt0228924,nm0670990,"nm0094565,nm0670990"
tt0228925,"nm0115185,nm0692296","nm0596942,nm0928123"
tt0228926,nm0065614,nm0932723
tt0228927,nm0294507,nm0106937
tt0228931,nm0825057,"nm0188284,nm0422519"
tt0228933,"nm0204501,nm0293354,nm0376963,nm0454468","nm0204501,nm0293354,nm0376963,nm0454468"
tt0228934,nm0533073,\N
tt0228938,nm0341486,"nm0116997,nm0377958"
tt0228939,nm0803794,nm0229183
tt0228942,nm0126729,\N
tt0228943,"nm0471420,nm0391857",nm0471420
tt0228946,\N,\N
tt0228947,\N,\N
tt0228949,nm0483484,nm0483484
tt0228952,\N,nm0338381
tt0228954,nm1047690,"nm0758370,nm0844928"
tt0228955,nm0476662,\N
tt0228958,nm0479001,nm0057649
tt0228959,nm0713673,nm0794157
tt0228960,"nm0794109,nm0888133",nm0794109
tt0228962,nm1267751,nm1018044
tt0228963,nm0655389,nm0655389
tt0228964,"nm0032786,nm0100187",nm0193153
tt0228968,nm1074662,nm1085082
tt0228973,nm0465451,nm0464678
tt0228976,"nm0100187,nm0032786","nm1149752,nm0193153"
tt0228977,nm0721199,nm0721199
tt0228979,nm0512327,nm0822147
tt0228982,\N,\N
tt0228986,nm0617588,\N
tt0228988,nm0349785,\N
tt0228992,nm0086920,"nm0086920,nm0092006,nm0213476"
tt0228993,\N,nm0184331
tt0228994,nm0220227,nm0140643
tt0228998,nm0297863,"nm1888116,nm1191350"
tt0229001,nm0549989,nm0483847
tt0229002,nm0119613,"nm0119613,nm0004784"
tt0229003,nm0178204,nm0400664
tt0229005,nm0620132,nm0637585
tt0229007,nm0027974,nm0027974
tt0229008,nm1100884,"nm0067467,nm0649650,nm1100884"
tt0229010,nm0229033,"nm0229033,nm2516303"
tt0229011,nm0904361,"nm0538755,nm0622030"
tt0229012,nm0882190,"nm0017855,nm0305787"
tt0229015,"nm7029724,nm0487384",nm0487384
tt0229017,nm0140646,\N
tt0229019,\N,nm0758829
tt0229020,nm0617588,\N
tt0229021,nm0089176,"nm0880225,nm0782728"
tt0229022,nm0142674,nm0142674
tt0229024,nm0617588,nm0842605
tt0229025,nm0515706,"nm0515706,nm0626298"
tt0229028,nm0274278,nm0274278
tt0229029,nm0782947,"nm0548985,nm0930654"
tt0229031,nm0187345,"nm0385193,nm0000636"
tt0229034,nm0199445,nm0199445
tt0229039,nm0325885,nm0325885
tt0229040,\N,\N
tt0229043,nm0715781,nm0715781
tt0229044,nm0214998,nm0214998
tt0229047,nm0081852,nm0081852
tt0229050,nm0873260,nm0873260
tt0229051,nm1684985,nm1684985
tt0229055,nm0921404,"nm0392303,nm7735454,nm0252520"
tt0229056,nm0464678,"nm1137127,nm0464678,nm2664716"
tt0229057,"nm0475908,nm0407466","nm1137127,nm0847126,nm1160489"
tt0229058,nm0361699,"nm7889225,nm2664716,nm1167948"
tt0229059,nm0407466,"nm1160489,nm1911229"
tt0229061,nm0329144,"nm0160621,nm0329144"
tt0229062,nm0557945,"nm0407426,nm1126486"
tt0229065,nm0437919,nm0437919
tt0229067,"nm0505697,nm0773693","nm8339173,nm0927600,nm0927602"
tt0229069,nm0448976,nm0448976
tt0229072,nm0476662,"nm1090073,nm0793999"
tt0229075,"nm0523665,nm0535702",\N
tt0229076,nm0644943,nm1166443
tt0229077,nm3708800,"nm0411027,nm0441554"
tt0229079,nm0477135,nm0032816
tt0229084,nm0375936,"nm0375936,nm0858131"
tt0229086,nm0814957,\N
tt0229087,nm0735879,"nm0006018,nm0350623"
tt0229088,nm0167509,"nm0167509,nm0300451"
tt0229092,nm0510723,"nm0053754,nm0510723,nm1061632,nm0720419,nm0849544"
tt0229093,nm1814563,nm1646179
tt0229095,nm0617588,nm0392955
tt0229096,nm0241005,nm0241005
tt0229097,nm0543683,"nm0543683,nm0874248,nm0207010"
tt0229098,"nm4975341,nm4890336,nm3666925,nm7233802,nm8832822,nm1313804,nm2318401",\N
tt0229099,"nm0142438,nm0792528","nm0130640,nm0173959,nm0542093"
tt0229100,nm0042771,"nm0013406,nm0042771,nm0234336"
tt0229102,"nm0021271,nm1054437,nm0062257,nm0650568,nm2192975,nm0881372,nm0771409","nm0921449,nm0712904,nm0527130,nm0462418,nm1054653,nm0293746,nm0373070,nm1209266,nm0275415,nm1847889,nm2622472,nm1207585,nm0775641,nm0881227,nm0324609,nm4357974,nm0706246,nm0773478,nm0938271,nm0304590"
tt0229104,nm0038995,"nm0038995,nm0296111,nm0392955,nm0685739"
tt0229105,nm0050853,"nm0046987,nm0050853"
tt0229106,nm0848774,nm0840666
tt0229109,nm0848222,nm0206838
tt0229110,nm0598173,nm0184217
tt0229111,nm0510623,"nm0023764,nm0493760,nm0510623,nm0522216,nm0196115"
tt0229113,"nm0042771,nm0578053","nm0196115,nm0658656"
tt0229115,"nm0057009,nm0479567,nm1915436","nm0578266,nm1915436,nm0621621"
tt0229117,"nm0267393,nm0267398,nm0267405","nm0210659,nm0267405,nm0549790,nm1145835,nm0632860,nm0674862,nm0687383,nm0747550"
tt0229118,"nm0368423,nm1639095,nm10380905,nm5608478,nm2147400,nm2926419,nm7392409,nm2537192,nm5265504,nm12971808,nm10287197,nm2504471,nm2498733,nm2675143,nm4156560,nm3857516,nm2613857,nm9909898,nm2054736,nm9334246,nm4204591,nm3211789,nm2295476,nm7008803,nm7802940,nm2511547,nm2510924,nm4955909,nm3532226,nm1764560,nm0427899,nm3501583,nm5608069,nm8633987,nm8999019,nm3377046,nm1574133,nm4704920,nm7392402,nm7103585,nm7372135,nm5086389,nm3857291,nm4502037,nm8330667,nm10285741,nm2141905,nm6304337,nm10309364,nm4467731,nm6541017,nm10591829,nm4084591,nm3616181,nm3362065,nm7324824,nm11562749,nm10852328,nm3795279,nm4333156,nm5278638,nm12998829,nm12981586,nm5608935,nm13026661,nm12971807,nm2754782,nm10110528,nm3188486,nm13026662,nm13076988,nm10094744,nm4568487,nm2138309,nm6345319",\N
tt0229119,"nm0834427,nm1104343","nm2524418,nm1205002"
tt0229120,nm0510099,\N
tt0229121,nm0773122,\N
tt0229122,\N,"nm0492864,nm0905173,nm0095685,nm0555601"
tt0229124,nm0554045,nm0184217
tt0229125,"nm0215784,nm0297591,nm0723330","nm0167592,nm0209766,nm0503693,nm0896874"
tt0229126,"nm0297591,nm0742723,nm0813457","nm0356824,nm0649827"
tt0229128,nm0554045,"nm0140092,nm0380351"
tt0229130,nm0181023,"nm0714701,nm0181023"
tt0229131,\N,\N
tt0229132,"nm1215935,nm0729735,nm1215934",nm0729735
tt0229133,nm0770375,"nm0140092,nm0206898"
tt0229135,"nm1310971,nm1436872,nm0393776,nm0242784,nm1006478,nm2585553,nm0387700,nm0061028,nm0994264",\N
tt0229136,nm0554045,nm0276634
tt0229137,\N,\N
tt0229138,"nm0664514,nm0910555,nm6724570,nm0179822,nm0263281","nm3939365,nm2504171,nm2729541,nm2730484,nm2729722,nm12808908,nm2736628,nm2729671,nm1085475,nm0529128,nm1669620,nm8984039,nm1480504,nm2727890,nm0179189"
tt0229141,"nm1393847,nm1219504,nm1396120,nm1006404,nm7923005,nm0437548","nm0001070,nm1349008,nm0405169,nm0914760,nm0544448,nm3505617,nm4090067,nm0595209,nm1333973,nm0428677,nm0600694,nm0612588,nm0266423,nm0950104,nm1776781,nm1083750,nm7959451,nm0227837,nm1332821,nm1012118,nm0830224,nm0066313,nm0456063"
tt0229142,nm0945592,"nm0130114,nm0618975,nm0624523,nm0670636"
tt0229144,nm0042771,"nm0042771,nm0244405,nm0721118"
tt0229145,"nm0345983,nm0764730","nm0547640,nm0623343,nm0735172,nm0868734"
tt0229146,nm0510623,"nm0510623,nm0547640,nm0868734"
tt0229147,"nm0042771,nm0057009,nm0835629","nm0039917,nm0042771,nm0555994,nm0708695"
tt0229149,nm0185894,"nm0171836,nm0805778"
tt0229150,"nm0267399,nm0267405,nm0342612","nm0267398,nm0267399,nm0267405,nm0270805,nm0305349,nm0342612,nm0512836,nm1896314,nm0785477"
tt0229153,"nm3366718,nm8896364,nm1413105,nm5921923,nm4806332,nm2587227,nm8873212,nm3152011,nm3799979","nm3924702,nm0963362"
tt0229154,"nm0342612,nm0682538","nm0173959,nm0798201"
tt0229155,nm0945592,nm0326852
tt0229156,"nm0142438,nm0667257","nm0138670,nm0670162"
tt0229157,nm0743957,"nm0048087,nm0211789"
tt0229159,nm0025457,"nm6634274,nm0739310,nm3704243"
tt0229160,nm1661439,\N
tt0229161,nm0042771,"nm0042771,nm0174461,nm0211789,nm0244405,nm0270805"
tt0229164,\N,\N
tt0229165,nm0042771,"nm0013406,nm0042771,nm0234336"
tt0229166,nm0215784,"nm0125632,nm0140092"
tt0229167,nm0848222,nm0345427
tt0229168,"nm0598240,nm0295431","nm0047052,nm0921423,nm0956255"
tt0229170,"nm0181884,nm0905354","nm0130640,nm0871244,nm0895693,nm0305322"
tt0229171,"nm0831080,nm0184362","nm2170126,nm4409865,nm0973401,nm1538023,nm1661182"
tt0229172,nm0848222,"nm0138670,nm0722882,nm0624523"
tt0229173,"nm0178957,nm0267399,nm0342612","nm0023764,nm0103839,nm0798201"
tt0229175,"nm2296635,nm0562013,nm1578540,nm0120046,nm1703831,nm1180425,nm0536573,nm0183302",\N
tt0229181,\N,\N
tt0229182,nm0657635,\N
tt0229183,nm0657635,\N
tt0229187,nm0099324,"nm0099324,nm0851522,nm0959003"
tt0229189,nm0115281,\N
tt0229190,nm0657635,\N
tt0229193,nm0080345,"nm0080345,nm1007823,nm0856897"
tt0229195,\N,\N
tt0229196,"nm0412838,nm0475905,nm0847109","nm0475905,nm0645231,nm0757081,nm4016403"
tt0229197,nm0958975,\N
tt0229198,\N,\N
tt0229200,"nm0940139,nm0940152",\N
tt0229203,nm0370557,\N
tt0229204,nm0649033,nm0849099
tt0229207,nm0294137,"nm0286341,nm0939628"
tt0229208,nm0148659,nm0787323
tt0229209,nm0005690,\N
tt0229211,nm0794782,"nm0394717,nm0794782"
tt0229212,\N,\N
tt0229215,nm0474351,nm0474351
tt0229217,nm0005690,\N
tt0229220,nm0005690,\N
tt0229222,\N,\N
tt0229223,nm0924920,\N
tt0229225,\N,\N
tt0229226,nm0897009,"nm0329825,nm0897009"
tt0229227,\N,\N
tt0229229,nm0688653,\N
tt0229231,"nm0005690,nm0374658",nm0398453
tt0229232,nm0713673,"nm2833692,nm0850432"
tt0229234,nm0644147,nm0644147
tt0229235,"nm0005690,nm0374658",\N
tt0229237,nm0657635,\N
tt0229238,nm0085865,\N
tt0229243,nm0588797,\N
tt0229244,nm0902094,nm0718637
tt0229246,nm0357143,\N
tt0229248,nm0592687,"nm0463171,nm0759166"
