tconst,directors,writers
tt0385213,nm0453953,nm0453953
tt0385215,nm1475374,nm1475374
tt0385216,nm0352157,nm0289909
tt0385217,nm1031168,nm1393610
tt0385218,nm0441325,nm0441325
tt0385221,nm1475981,nm1475981
tt0385222,nm0032911,nm1476223
tt0385226,nm1018310,nm1140531
tt0385234,nm0076653,\N
tt0385236,nm0106404,\N
tt0385243,nm0444366,"nm0444366,nm0477773"
tt0385250,nm0401402,"nm0401402,nm1474870"
tt0385251,"nm1425895,nm1474958",nm1472915
tt0385253,nm1329167,nm1329167
tt0385255,nm0413465,"nm1344289,nm0809713,nm0006438,nm0006803"
tt0385257,nm1114008,\N
tt0385262,nm0837824,nm0837824
tt0385265,nm0880618,"nm0808414,nm0880618,nm0944146"
tt0385266,"nm1472905,nm1472789",\N
tt0385267,nm0919369,nm0919369
tt0385270,"nm1472524,nm0321269,nm1293606","nm1472524,nm0321269,nm1293606"
tt0385273,nm1149813,nm1149813
tt0385274,nm0826409,"nm0459156,nm1475222,nm0826409,nm0857543"
tt0385275,nm0825379,nm0825379
tt0385276,nm0317479,nm0937829
tt0385277,nm0576529,"nm0576529,nm1162018"
tt0385278,nm0572951,nm0459350
tt0385281,nm1480064,"nm1480064,nm0000590"
tt0385284,nm1525497,nm1525497
tt0385287,nm1288273,nm1288273
tt0385289,nm1477716,nm1477716
tt0385290,nm0319690,nm1472795
tt0385291,nm1475141,\N
tt0385292,nm0908587,"nm1424156,nm0908587"
tt0385298,nm0284744,"nm1157802,nm0053967,nm0969092,nm1125039,nm1680361,nm1126077"
tt0385299,nm1470993,nm1475013
tt0385301,nm0338583,"nm0010638,nm0800625,nm0333138"
tt0385304,nm0003606,nm0535082
tt0385305,nm0145777,"nm0145777,nm1476102"
tt0385307,nm0664756,"nm0492909,nm0974301,nm0524095"
tt0385308,nm1252959,nm1473713
tt0385309,\N,nm1279064
tt0385310,nm0271684,"nm0194476,nm1472530,nm0299788"
tt0385312,nm1474029,nm1100075
tt0385313,"nm1393643,nm1540577,nm0645494",\N
tt0385316,nm0032911,nm0407647
tt0385317,nm0928339,nm0421301
tt0385319,nm1379002,nm1379002
tt0385322,nm1144336,nm1144336
tt0385323,\N,"nm1182029,nm1144336"
tt0385326,nm1474879,"nm1474879,nm1474880"
tt0385330,nm1126487,nm1126487
tt0385331,nm0500722,"nm0027893,nm0500722,nm0726189"
tt0385332,nm1012525,nm1012525
tt0385338,"nm0609386,nm1282269",nm0609386
tt0385339,nm0332346,\N
tt0385342,nm1213539,nm1213539
tt0385344,nm1226871,nm1226871
tt0385345,\N,\N
tt0385346,nm0200646,nm0200646
tt0385347,nm1477692,\N
tt0385348,nm0255386,"nm1471806,nm0960106"
tt0385351,"nm1319205,nm1475657",\N
tt0385355,\N,nm1126487
tt0385357,nm0032911,nm0032911
tt0385360,nm1189312,nm1189312
tt0385361,nm0255386,nm0644857
tt0385363,nm0921264,nm1474882
tt0385365,nm0771409,"nm0029790,nm0627236,nm0771409"
tt0385367,nm1475537,nm1475537
tt0385368,nm0086408,"nm1583608,nm0082582,nm2733564,nm2738853"
tt0385370,"nm1031198,nm0298488,nm1031768,nm0672492,nm0742689,nm1580404","nm0298488,nm0672492,nm0742689,nm1580404"
tt0385371,\N,\N
tt0385372,nm0951518,"nm2570867,nm0664416,nm9867992,nm0951518"
tt0385374,nm1420935,"nm2790342,nm2792936,nm2794805,nm2792956,nm3610062"
tt0385382,\N,\N
tt0385384,"nm2208491,nm0183804,nm2081660,nm2074389",nm1536471
tt0385386,"nm0816002,nm0581170","nm0495962,nm0688143"
tt0385387,"nm0142438,nm1163899,nm0561336,nm0770375","nm0051684,nm0060370,nm0103819,nm0512836,nm0549790,nm0621642,nm0695351"
tt0385388,"nm1543848,nm1375180,nm1481981,nm1168657,nm0451429,nm0452047,nm1487766,nm0994393,nm0465372","nm1481454,nm1482311,nm1319279,nm1320118,nm1168657,nm0465372"
tt0385390,"nm0899374,nm0204209",nm0515319
tt0385391,nm1445176,"nm1458405,nm1481199,nm1243167,nm1493227,nm1585967,nm1020343,nm1482547"
tt0385392,nm0096204,nm0970268
tt0385393,"nm0071713,nm0262801",nm0264088
tt0385396,\N,"nm0258268,nm0006716"
tt0385397,nm0596393,\N
tt0385399,"nm1973016,nm2927980","nm1672109,nm3957374,nm1237528,nm1072798,nm1379817,nm1740517,nm0418526,nm0438150"
tt0385400,nm0003180,"nm0742302,nm0354150"
tt0385401,"nm0550017,nm1388009","nm1480726,nm1480468,nm0995033,nm1485603,nm1485604,nm1500556,nm1500831,nm0852216"
tt0385405,"nm0617523,nm0825407,nm0866768","nm0617523,nm0742577,nm0375558,nm0002981,nm0648051,nm0075008"
tt0385406,"nm1483823,nm1480624,nm1248456,nm4170256,nm0500791,nm3103297,nm2203476,nm1493917,nm0094850,nm0125367,nm1492698,nm0970360,nm0478418,nm1496059,nm1593772,nm1030035,nm3124215","nm1480761,nm1480624,nm1349505,nm1483823,nm3103297"
tt0385407,\N,nm2107167
tt0385409,nm1419748,nm1419748
tt0385410,nm0854576,nm0438458
tt0385411,"nm1168198,nm3537809,nm1442014,nm0584122,nm1937128,nm2923031,nm2354990,nm7851678,nm4964138,nm5734949,nm0348594,nm1113379,nm0083122,nm2628218,nm1135135,nm0438178,nm12229979,nm4570803,nm3233385,nm6616449,nm5811085,nm1424385,nm1804410,nm2439643,nm2568232,nm0790755,nm1144889,nm3885598,nm10563573,nm7936425,nm7956716","nm1122754,nm1160314,nm0782030,nm1834348,nm5815712,nm2143588,nm1218400,nm1179287,nm6204562,nm5884431,nm6192245,nm2142951,nm6192244,nm13283280,nm5815714,nm5746989,nm8140486,nm8140487,nm0848660,nm6014909,nm6767699,nm5802358,nm6767698,nm9388743,nm8829354,nm5819495,nm6333714,nm5293347,nm1984176,nm7731252,nm6661268,nm1122333,nm2137929,nm0070108,nm1391635,nm9062874,nm7764062,nm13411716,nm2346233,nm1509315,nm1217874,nm7952685,nm6862033,nm8224123,nm1802715,nm6391919,nm6391920,nm5835181,nm5588412,nm5815713,nm0070025,nm3235255,nm9133910,nm7823302,nm10495197,nm10495198,nm0608685,nm5174127,nm1440794,nm4964138,nm0437982,nm1173034,nm1106185,nm6398906,nm1138741,nm1122467,nm2439643,nm5819494,nm7119030,nm7675881,nm7675880,nm7956716,nm9436514,nm5592641,nm7823340,nm9413133,nm4364281,nm5722491,nm9641838,nm5749637,nm9641839,nm9843510,nm9831686,nm5487623,nm1093856,nm6119388"
tt0385412,nm0260642,nm0407049
tt0385415,nm0007584,"nm0007584,nm0554544"
tt0385416,nm1482397,"nm1482063,nm2180525,nm1480723,nm1484685,nm1481000,nm1481854,nm1480695,nm1484687,nm1480473,nm2391514,nm1467514,nm1513827,nm1619676,nm1944724,nm1481367,nm1753597,nm1515764,nm1754553,nm1984631,nm1519603,nm12844876,nm12846591"
tt0385417,nm1481309,"nm1481309,nm1198958,nm1499074,nm1481302,nm1499562,nm1283488,nm1480464,nm1082545,nm1483507"
tt0385421,"nm0885546,nm0343835,nm0465617,nm0095871,nm0770445,nm0187834,nm0452412,nm0893690,nm0691564,nm0612223","nm0753955,nm1802445,nm0921638,nm0597005,nm0664840,nm0905099,nm0215271,nm1009790,nm3498106,nm0692831,nm4564462,nm1006274,nm0886375,nm2033952,nm0923115"
tt0385423,\N,"nm1216435,nm0201928,nm1332868,nm2339219,nm1148690,nm0626678,nm0574241,nm1375342,nm0656828,nm3726611,nm0576118"
tt0385424,"nm0726770,nm0951709",nm1578661
tt0385426,"nm1245306,nm0368674,nm3654725,nm1556115,nm5309256,nm0945366,nm1493746,nm0948400,nm1398183,nm2269911","nm1232920,nm1482322,nm0457227,nm1014208,nm0425061,nm0753218,nm2057312,nm0359584"
tt0385427,nm0725607,nm0725607
tt0385430,\N,"nm1494910,nm0099634,nm0343199,nm1153306,nm1497252,nm1483423,nm1496380,nm1520956,nm0611418,nm1488944,nm0900687,nm0909238"
tt0385434,"nm0632464,nm0326397","nm0024946,nm0608685,nm0074844"
tt0385435,\N,\N
tt0385438,"nm3326502,nm1429656,nm0929721,nm1329356,nm1635687,nm1635690,nm0584317,nm0817570","nm5464477,nm5806970,nm1173501,nm1329356,nm1500227,nm4869798,nm1499819,nm0629696,nm0251988,nm1597661,nm1503126,nm0584317,nm1597734"
tt0385439,nm0111357,nm0243963
tt0385442,"nm0448225,nm0003588,nm0316592,nm0907761,nm0245538,nm0004597","nm0059721,nm1633146,nm0696400,nm0796905"
tt0385445,nm1481462,nm0438458
tt0385446,nm0793510,\N
tt0385447,\N,\N
tt0385453,nm0953565,nm0660212
tt0385456,nm0224570,"nm0438458,nm1481462"
tt0385457,nm1482036,nm1482036
tt0385458,nm1543895,\N
tt0385459,\N,\N
tt0385460,nm0096204,nm1344016
tt0385462,"nm0637394,nm0655568,nm0813631,nm0215166,nm2269246","nm1709256,nm0162987,nm0471048,nm11189299,nm1780050"
tt0385463,nm0420924,nm0145781
tt0385464,"nm0852019,nm0281865,nm0001270,nm0943921,nm3551917,nm2778011,nm0838725,nm0048514","nm0940064,nm0131609,nm0001270,nm0447745,nm1024772,nm0191434,nm0700785,nm1138462,nm0531464"
tt0385467,nm1318214,nm1157833
tt0385469,nm1482212,"nm0570651,nm1044127"
tt0385471,nm0381269,nm0679340
tt0385472,"nm1510616,nm0421259,nm0658869","nm0213973,nm2896022,nm0421259,nm0941641"
tt0385478,nm1480687,nm1480687
tt0385481,nm1482625,nm1482625
tt0385482,"nm0923768,nm0342603,nm0002433,nm0832369,nm0067101,nm0567680,nm0367523,nm0913143","nm1482209,nm0907756,nm1075746,nm2217504,nm2161460,nm0958527"
tt0385483,nm0741887,"nm0059487,nm0720305,nm0006420"
tt0385484,\N,nm0894219
tt0385485,nm0287291,"nm0287291,nm0487811"
tt0385486,nm0525211,\N
tt0385488,nm0006620,"nm0108153,nm0006620"
tt0385494,nm0656584,nm0656584
tt0385496,nm1481759,\N
tt0385498,nm0768422,nm0083778
tt0385501,nm0631744,"nm0631744,nm0664031"
tt0385503,nm0022750,\N
tt0385505,nm0351641,nm0351641
tt0385508,nm0598214,"nm0275264,nm0312081,nm0598214"
tt0385510,nm0432623,"nm1029611,nm0432623,nm0505024"
tt0385511,nm1483080,nm1481409
tt0385513,nm0258581,nm0876561
tt0385515,\N,nm1482751
tt0385524,nm0154707,"nm0154707,nm0450826,nm0499429"
tt0385525,nm1481918,"nm0418415,nm1481918,nm1483450"
tt0385526,nm0947998,"nm0219253,nm0998120"
tt0385527,nm1342151,nm1342151
tt0385530,nm0408389,nm0960106
tt0385531,nm0768422,nm0257397
tt0385533,nm0781261,nm0781261
tt0385534,nm1000488,"nm1000488,nm0710494"
tt0385535,nm0610301,"nm0041151,nm0610301,nm1046109"
tt0385536,"nm1481675,nm1483787",nm1481675
tt0385538,nm0205829,nm0781261
tt0385541,nm0227762,"nm0649320,nm0781261"
tt0385543,nm1481789,"nm1481236,nm1481789"
tt0385545,nm0844161,"nm0403216,nm0649429,nm0844161,nm0952375"
tt0385547,"nm0607883,nm0413921,nm0671701,nm0400958,nm0403509,nm0318085,nm0686674,nm0926243","nm0054985,nm0612440,nm0633468,nm0001589,nm0719927,nm0732983,nm0746816,nm0838153,nm1173423,nm0898733"
tt0385548,nm0296829,nm0296829
tt0385552,nm0098440,\N
tt0385558,nm1462516,\N
tt0385559,nm0787911,\N
tt0385560,nm0003116,nm0003116
tt0385562,nm1481634,nm0799060
tt0385563,nm0529163,nm1006259
tt0385564,nm1480671,\N
tt0385565,nm1482474,nm1481704
tt0385566,nm1402256,nm1402256
tt0385567,nm0175428,nm1602540
tt0385568,nm1314116,"nm1314116,nm1338070"
tt0385569,nm0163332,\N
tt0385571,nm1004257,nm1482606
tt0385573,nm0378069,nm1481405
tt0385575,nm0123273,nm0485268
tt0385584,nm0006507,nm0006507
tt0385586,nm0766273,"nm1481932,nm0766273,nm1482702"
tt0385587,"nm0847790,nm0884134","nm0000019,nm0615910,nm0758215"
tt0385592,nm1486061,nm1486061
tt0385594,nm1481615,nm1481615
tt0385596,nm0362065,\N
tt0385597,nm1480730,nm1480730
tt0385598,nm0490487,"nm0516352,nm1481729"
tt0385599,nm0939147,nm0939147
tt0385601,nm1481682,\N
tt0385602,nm0496622,"nm1481637,nm0195958"
tt0385603,nm0047317,nm0047317
tt0385604,nm1450608,\N
tt0385605,nm1298370,nm1298370
tt0385607,nm0212318,nm0212318
tt0385611,nm1470996,nm1470996
tt0385612,nm1450608,\N
tt0385614,nm1347324,"nm0053623,nm0141151"
tt0385615,nm1086016,nm1086016
tt0385617,nm0136282,"nm0216124,nm2193624"
tt0385619,nm1450608,\N
tt0385620,nm0259929,\N
tt0385621,nm1454638,"nm1454638,nm1482657"
tt0385622,nm0691061,"nm0691061,nm0486610,nm0083590"
tt0385623,nm1115341,"nm1115341,nm0851159,nm1480477,nm0913409,nm0957169"
tt0385626,nm0902934,"nm1367298,nm0902934"
tt0385635,nm1068982,"nm0076365,nm0499218,nm5610829"
tt0385637,nm0975333,\N
tt0385638,nm0113617,nm0018358
tt0385639,nm1480386,nm1480386
tt0385648,nm0072761,"nm0072761,nm2135175"
tt0385651,nm1450608,\N
tt0385652,nm0432623,nm0432623
tt0385655,nm0474859,nm1022269
tt0385656,nm0582798,"nm0523431,nm0506718"
tt0385658,nm0901799,nm0813056
tt0385659,nm0469769,"nm0469769,nm1493490"
tt0385660,nm0312889,nm0312889
tt0385663,nm0702965,\N
tt0385664,nm1996358,"nm1480662,nm1484703,nm0829044"
tt0385666,nm1580675,nm1580675
tt0385667,"nm0689789,nm0689788,nm0564327",nm0689788
tt0385668,nm0556325,"nm0846997,nm0395983"
tt0385669,nm1480620,nm1480620
tt0385671,nm1481568,"nm1481568,nm1480472,nm0901286"
tt0385672,nm1158080,\N
tt0385674,"nm0432614,nm0432623","nm0432614,nm0432623"
tt0385675,nm0432623,"nm0432623,nm0505024"
tt0385676,nm0582289,"nm1439343,nm0582289"
tt0385677,nm0469639,nm0018636
tt0385683,nm0327789,nm0327789
tt0385687,\N,nm1442791
tt0385688,nm0419282,"nm0227481,nm1506898"
tt0385690,"nm0585086,nm0793804","nm0532235,nm0958412,nm0417505,nm0792148,nm0097504,nm1163667,nm0968998,nm1113591,nm0576761,nm0896742,nm2213739"
tt0385691,nm1408426,nm1408426
tt0385694,nm0349222,"nm0331003,nm0349222,nm0825539"
tt0385698,nm1480732,nm1480732
tt0385700,"nm0634602,nm1481959","nm1081992,nm1638748,nm0457592,nm0634602,nm0756983"
tt0385703,nm0554532,"nm1191060,nm0554532"
tt0385705,nm0522393,"nm1661895,nm0522393"
tt0385710,nm1481151,nm1481151
tt0385711,\N,"nm0432729,nm0622334"
tt0385715,nm1480852,nm1480852
tt0385716,nm0782906,"nm0688585,nm0761196,nm0782906,nm1578662"
tt0385717,nm0509409,"nm0374352,nm1480457"
tt0385722,nm0200022,nm0377958
tt0385723,nm0533559,nm0578117
tt0385725,nm1481285,"nm1480451,nm1481285"
tt0385726,nm1595280,"nm1480450,nm0319619"
tt0385727,nm1046710,nm1046710
tt0385731,nm0342417,"nm0326371,nm1480460,nm0124909"
tt0385734,nm0196950,\N
tt0385735,nm1347324,"nm0006241,nm1398635,nm0866243"
tt0385737,nm1481650,nm1459238
tt0385738,nm1245382,nm1672099
tt0385741,nm1482101,\N
tt0385747,nm0707597,nm0711905
tt0385748,nm0660354,nm0517282
tt0385751,nm0264624,nm0264624
tt0385752,nm0919363,"nm0919363,nm1099514"
tt0385754,"nm0150916,nm0482592","nm0150916,nm2790076"
tt0385755,nm1481685,nm1481685
tt0385756,nm1392696,nm1392696
tt0385757,nm0673180,"nm0673180,nm1898229"
tt0385761,nm0235541,\N
tt0385763,nm0995691,nm0995691
tt0385764,"nm1481104,nm1105668","nm1483103,nm1105668"
tt0385766,nm1481746,\N
tt0385769,nm0432623,nm0432623
tt0385772,nm1450608,\N
tt0385779,nm0162992,nm1148416
tt0385781,nm0262561,"nm0234502,nm0256301"
tt0385782,nm0080333,"nm0080315,nm0223475"
tt0385784,nm0817989,"nm0098247,nm1464650"
tt0385787,nm1468059,"nm0998822,nm1115786,nm0206752,nm1468059,nm0424453"
tt0385788,nm0071999,"nm0187058,nm1480462"
tt0385789,nm1480567,nm1650315
tt0385791,"nm1499286,nm0407332,nm0412517,nm0457565,nm0595097,nm0793997,nm1066739,nm0950834","nm1503325,nm0407332,nm0412517,nm1503355,nm0595097,nm1494403,nm1066739,nm1500827,nm0950834"
tt0385793,nm1072561,"nm1072561,nm1122442,nm0795651"
tt0385794,nm0288476,nm0288476
tt0385795,nm0127263,"nm0127263,nm1894117,nm0962003"
tt0385796,"nm0432614,nm0432623","nm0432614,nm0432623"
tt0385797,nm0361844,nm0361844
tt0385798,\N,nm0437249
tt0385801,\N,"nm1093956,nm9704337,nm1353698,nm0905957,nm0264338,nm2082787"
tt0385802,nm0376033,"nm0255162,nm0268279,nm0831968"
tt0385813,nm0445588,"nm0458079,nm1520919,nm1520920"
tt0385814,nm1481113,nm1481113
tt0385815,"nm1538285,nm1589653",\N
tt0385816,nm0466930,nm0080121
tt0385818,nm0157616,nm0157616
tt0385819,nm0621489,"nm0014638,nm0621489"
tt0385822,nm0419494,nm0419494
tt0385823,nm0467517,nm1484697
tt0385824,nm0486621,nm0001541
tt0385826,\N,\N
tt0385827,"nm0926444,nm0051642","nm0733975,nm0926444"
tt0385828,"nm0926444,nm0051642","nm1524770,nm2886549,nm0926444"
tt0385831,\N,\N
tt0385836,nm0844155,nm0844155
tt0385837,nm1027468,nm1027468
tt0385839,"nm1480947,nm1481987",\N
tt0385841,nm1002059,"nm1000472,nm1002059"
tt0385842,nm0183984,nm1509740
tt0385844,nm0448422,nm1484695
tt0385846,nm0127294,nm0127294
tt0385847,nm0142504,\N
tt0385854,nm1480840,nm1480840
tt0385856,\N,\N
tt0385858,nm1482750,\N
tt0385859,nm1459972,"nm0349923,nm0349930,nm1480802"
tt0385860,nm0009903,nm0009903
tt0385864,nm1481830,nm1481830
tt0385865,nm0259678,nm0821193
tt0385866,nm3671072,\N
tt0385867,"nm1480659,nm1481581","nm1480659,nm1481581"
tt0385872,"nm1326912,nm1459100",\N
tt0385873,nm1483077,\N
tt0385875,nm1383457,"nm0306878,nm1444979"
tt0385878,nm0396524,"nm0227992,nm0314456,nm0349847"
tt0385880,nm1481493,"nm1363595,nm1041479,nm0972040"
tt0385884,nm0412936,"nm0127049,nm1481455,nm0826521"
tt0385887,nm0001570,"nm0001570,nm0504672"
tt0385888,nm0546791,"nm1178302,nm0693655"
tt0385889,nm0002159,nm0002159
tt0385890,nm0957454,"nm0330730,nm1290533"
