tconst,directors,writers
tt0193707,nm0532141,"nm0031709,nm0532141,nm0692488"
tt0193711,nm0650927,nm1078038
tt0193715,nm0318875,nm0318875
tt0193716,nm0000186,nm0000186
tt0193717,nm0335093,"nm0064725,nm0335093,nm1522139"
tt0193720,nm0614584,nm0614584
tt0193723,nm0591308,"nm0591308,nm0218268"
tt0193724,"nm0147356,nm0515830","nm0147356,nm0297391,nm0411843"
tt0193725,nm0532141,"nm0137158,nm0532141"
tt0193726,nm0668453,"nm1202051,nm0668453,nm0890386,nm0207122"
tt0193727,nm0491626,"nm0488435,nm0491626,nm0696045"
tt0193731,nm0583738,"nm0173952,nm0824715,nm0136232"
tt0193732,nm0770918,"nm0361069,nm0548736,nm0742302,nm0459350,nm0654112"
tt0193733,nm0521419,nm0699535
tt0193735,nm0846371,nm0846371
tt0193737,nm0532141,"nm0129122,nm0532141"
tt0193738,"nm0174989,nm0402537",\N
tt0193741,nm0702522,"nm2613590,nm0582623,nm0702522"
tt0193745,nm0950680,nm0950680
tt0193746,nm0863853,"nm0120202,nm0220741"
tt0193747,nm0504673,nm0504673
tt0193750,nm0532141,"nm0031709,nm0532141,nm0692488"
tt0193754,nm0192497,"nm0165404,nm0192497"
tt0193757,"nm0957793,nm2705841",nm0270241
tt0193758,"nm0494106,nm0778306","nm0778306,nm0696247,nm0128819,nm0281890,nm0721068"
tt0193760,nm0903287,nm0903287
tt0193763,nm0754050,"nm0759112,nm0754050"
tt0193764,\N,\N
tt0193765,\N,\N
tt0193770,nm0631093,"nm0076637,nm5034862"
tt0193771,nm0484996,"nm0467708,nm0484996"
tt0193774,nm0279151,"nm0549992,nm0893508"
tt0193783,nm0688543,nm0688543
tt0193784,nm0650927,nm0581762
tt0193786,nm0239358,nm1802854
tt0193787,nm0849786,nm0849786
tt0193790,nm0811565,\N
tt0193791,nm0236121,\N
tt0193793,nm0864818,"nm0864818,nm0261363"
tt0193794,nm0532141,"nm0044214,nm0239063,nm0253427,nm0532141"
tt0193795,nm0532141,"nm0044214,nm0239063,nm0532141"
tt0193797,nm0254276,\N
tt0193800,nm0658899,"nm0184204,nm0658899,nm0675502,nm0798615"
tt0193801,nm0491049,"nm0023996,nm0527680,nm0563509,nm0603540"
tt0193802,nm0674398,"nm0221853,nm0550304"
tt0193806,nm0637610,"nm0019724,nm0637610,nm0688408"
tt0193808,nm0410769,nm0516747
tt0193811,nm0004454,"nm0142916,nm0767163"
tt0193813,nm0510723,"nm0510723,nm0708546"
tt0193818,nm0950680,nm3080153
tt0193819,nm0004454,nm0004454
tt0193820,nm0739846,nm0739846
tt0193821,nm0546310,\N
tt0193822,nm0872895,nm0872895
tt0193825,nm0648546,\N
tt0193831,nm0151200,"nm0551726,nm0151200"
tt0193832,nm0232146,\N
tt0193837,nm0790250,"nm0790250,nm0824741,nm0391885"
tt0193839,nm0510723,nm0510723
tt0193841,"nm0195289,nm0233443","nm8103941,nm0233443"
tt0193844,nm0653384,nm0653384
tt0193846,nm0094714,nm0094714
tt0193849,nm0647677,\N
tt0193850,nm0087364,"nm0087364,nm1330583,nm1329994"
tt0193852,nm0044726,nm0044726
tt0193853,nm0324923,nm0324923
tt0193854,nm0180912,nm0642137
tt0193855,nm0151843,nm0393250
tt0193856,nm0494625,nm0241416
tt0193859,nm0191584,nm0228970
tt0193862,nm0033190,nm0034976
tt0193863,nm0510723,nm0510723
tt0193865,nm0516656,\N
tt0193866,"nm0103498,nm0915382",nm0607274
tt0193867,"nm0219395,nm0497130",\N
tt0193878,nm0524786,"nm0419003,nm0524786"
tt0193879,nm2406112,nm2406112
tt0193882,nm0074090,nm0342505
tt0193884,\N,\N
tt0193886,nm0270765,"nm0498738,nm0727411"
tt0193887,nm0818396,nm0818396
tt0193889,nm0151843,nm0393250
tt0193890,"nm1313350,nm0950680",nm0947304
tt0193891,nm0798827,\N
tt0193893,"nm0235006,nm0929526","nm0235006,nm0505922"
tt0193894,nm0480190,nm0592238
tt0193896,nm0102749,nm0102749
tt0193897,nm0396789,"nm0243721,nm0299644,nm0395150,nm0396789"
tt0193898,nm0210657,"nm1802767,nm0210657"
tt0193899,nm0377072,"nm0785245,nm0377072"
tt0193903,nm0752244,"nm0060712,nm0752244"
tt0193904,nm0674600,"nm0356254,nm0695624"
tt0193905,nm0525265,"nm1069316,nm0546525,nm1069937"
tt0193906,nm0950680,nm1531337
tt0193910,nm0659626,\N
tt0193911,nm0541124,nm0541124
tt0193912,"nm0221306,nm0597738",nm0221306
tt0193913,nm0151200,"nm0151200,nm0499151,nm0679007"
tt0193923,nm0740521,\N
tt0193924,nm0580725,"nm0560927,nm0526196,nm0623912,nm0772036,nm0575127"
tt0193925,nm0519031,\N
tt0193926,nm0257992,"nm0257992,nm0344467"
tt0193927,nm0726544,\N
tt0193928,nm0037874,nm0470078
tt0193929,"nm0096705,nm0730611","nm0519321,nm0797539"
tt0193931,nm0194878,\N
tt0193933,nm0231030,"nm0231030,nm0451621"
tt0193938,"nm1927825,nm0747263","nm1927825,nm0747263"
tt0193944,nm0546980,"nm0173625,nm1420974"
tt0193946,\N,\N
tt0193947,"nm0330049,nm0500226","nm0126434,nm0920229"
tt0193948,nm0768243,nm0805579
tt0193949,nm0484451,"nm0090067,nm0055700,nm0920208"
tt0193951,nm0755563,\N
tt0193953,"nm0431116,nm0560179","nm0431116,nm0560179"
tt0193954,nm0749960,"nm0229962,nm0749960"
tt0193957,nm0593180,nm0472812
tt0193964,nm2726080,nm2726080
tt0193965,nm0495838,"nm0495838,nm0824715"
tt0193966,nm0472518,\N
tt0193968,nm0433267,\N
tt0193971,nm0546153,"nm0002973,nm0546153,nm0416556"
tt0193972,\N,\N
tt0193974,nm0494805,nm0494805
tt0193975,nm0595097,\N
tt0193976,nm0047195,nm0358932
tt0193977,nm0047195,nm0569075
tt0193978,nm0789128,"nm0341219,nm0662197,nm0761809"
tt0193979,nm0195433,"nm0422135,nm0427520,nm0003377"
tt0193982,"nm0592238,nm0802563","nm0592238,nm0918116"
tt0193985,nm0532141,"nm0129122,nm0532141,nm0692488"
tt0193986,nm0510839,"nm0499426,nm0895612"
tt0193994,nm0317411,nm0076637
tt0193995,nm0666882,"nm0923185,nm0173365,nm0342303"
tt0193997,nm0399608,"nm0399608,nm0559131"
tt0193999,nm0150763,nm7337710
tt0194000,nm0000465,\N
tt0194003,nm0913143,"nm0449246,nm0601022"
tt0194004,nm0003374,"nm0003374,nm0863513"
tt0194006,nm0593610,"nm0593610,nm1196684"
tt0194009,nm0928929,nm0858390
tt0194012,nm0510723,"nm0129122,nm0510723"
tt0194013,nm0261971,nm0937905
tt0194014,nm0151843,"nm0151843,nm3734444"
tt0194021,nm0550892,nm0444524
tt0194023,nm0950680,nm0157860
tt0194025,nm0588183,\N
tt0194026,nm0463740,"nm0463740,nm0654984"
tt0194027,nm0879513,"nm0879513,nm0383214,nm0661502"
tt0194030,nm0639495,"nm0030619,nm0639495"
tt0194031,nm0033081,"nm0033081,nm0278161"
tt0194032,nm0737606,nm0737606
tt0194033,\N,\N
tt0194035,nm0728774,nm3090666
tt0194037,nm0002797,"nm0002797,nm0450177"
tt0194039,nm0617588,\N
tt0194041,nm0616893,\N
tt0194042,nm0375494,\N
tt0194044,\N,nm0639782
tt0194047,nm1366112,nm3439634
tt0194051,"nm0772808,nm0047193",nm1025088
tt0194054,nm0056334,"nm0419831,nm0167241,nm0318895"
tt0194057,nm0151843,"nm0393250,nm1977601"
tt0194062,nm0950680,"nm0398985,nm0947304"
tt0194068,nm0151200,"nm0151200,nm0419986"
tt0194069,nm0868378,"nm0035221,nm0868378,nm0868398"
tt0194071,nm0276020,nm0669217
tt0194072,nm0283377,"nm0283377,nm0392350"
tt0194074,nm0514915,"nm3770340,nm0514915"
tt0194076,"nm0602137,nm0951731","nm1421424,nm0000636"
tt0194077,nm0871750,"nm0155848,nm0871749,nm0871750,nm0946603"
tt0194078,"nm0011897,nm0211487",\N
tt0194080,nm0849416,nm0229791
tt0194081,nm0579973,nm0579973
tt0194082,nm0174068,"nm0213991,nm0542631,nm0704633"
tt0194085,nm0585242,nm0585242
tt0194087,nm0416119,nm0416119
tt0194088,nm0308548,nm0308548
tt0194089,nm0412331,\N
tt0194092,nm0491049,nm0305138
tt0194094,nm0950680,nm0950680
tt0194097,"nm0276400,nm0738749",\N
tt0194102,nm0569645,nm0236980
tt0194104,nm0892400,"nm0905099,nm0885911,nm0892400"
tt0194106,nm0567680,\N
tt0194108,nm0211487,\N
tt0194109,nm0331757,nm0331757
tt0194113,nm0931530,nm0931530
tt0194115,nm0475343,"nm0475343,nm0855184"
tt0194117,nm0650927,nm1078038
tt0194118,nm0811012,\N
tt0194119,nm0373136,nm0373136
tt0194120,"nm0002505,nm0874911","nm0002505,nm0874911"
tt0194123,nm0809306,"nm0045786,nm1198316,nm1633398,nm0809306"
tt0194125,nm0092543,"nm0092543,nm0171535"
tt0194129,nm0768011,"nm0847186,nm0849099"
tt0194132,nm0628149,"nm0313937,nm0326371"
tt0194136,nm0532141,"nm0532141,nm0692488"
tt0194137,nm0510723,nm0510723
tt0194138,nm1008541,nm1008541
tt0194139,nm0275220,"nm0275220,nm0894523"
tt0194140,nm0297272,\N
tt0194141,nm0216679,nm0858390
tt0194142,nm0272145,\N
tt0194143,nm0662090,nm0172901
tt0194146,nm0871456,"nm0169704,nm0765457"
tt0194148,nm0339234,nm0339234
tt0194149,nm0491049,"nm0563509,nm0735107"
tt0194150,nm0151843,nm1761127
tt0194154,"nm0038291,nm0898388","nm0266691,nm0676765,nm0898388"
tt0194155,nm0067169,"nm0067169,nm0300858"
tt0194156,nm0324046,\N
tt0194157,nm0753085,"nm0132159,nm0545401"
tt0194158,nm0652974,"nm0652974,nm0700259,nm0873193,nm0955072"
tt0194160,nm0044726,"nm0044726,nm0636917,nm0899236"
tt0194162,"nm0369619,nm0866403",nm0558797
tt0194167,nm0903137,"nm1209266,nm4833244,nm1267472"
tt0194168,nm0706182,nm0706182
tt0194169,nm0368690,nm0368690
tt0194179,\N,\N
tt0194180,nm0241273,nm0499426
tt0194181,nm0617986,nm0617986
tt0194182,nm0613498,nm0619069
tt0194183,nm0954713,"nm0160228,nm0460033,nm0954713"
tt0194186,nm0510723,"nm0327419,nm0510723"
tt0194187,nm0341212,nm0341212
tt0194188,nm0517859,nm0082420
tt0194189,nm1346624,"nm0618380,nm1515932,nm0895378"
tt0194192,nm0044726,nm0899236
tt0194196,"nm0000743,nm0880463",nm0692713
tt0194198,"nm0001206,nm0597756",\N
tt0194201,nm0347589,"nm0347589,nm0753085"
tt0194207,nm0056298,\N
tt0194211,nm0497281,"nm0288680,nm0497281"
tt0194212,nm0004454,"nm0408117,nm0546523,nm0626773,nm0845966"
tt0194213,\N,\N
tt0194216,nm0464726,"nm0437477,nm0464726"
tt0194217,nm0673035,"nm0645138,nm0900017"
tt0194218,nm0111303,nm0111303
tt0194222,"nm0263810,nm0727333",nm0054199
tt0194227,nm0491592,nm0491592
tt0194229,nm0078016,"nm0078016,nm0310464,nm0395150"
tt0194230,nm0532141,"nm0129122,nm0532141"
tt0194234,nm0681311,"nm0681311,nm1723549"
tt0194237,nm0256488,"nm0024847,nm0256488,nm0349764,nm0746972,nm0873442"
tt0194243,nm0584982,"nm0584982,nm1524837"
tt0194246,nm0147940,"nm0147940,nm1224967"
tt0194247,nm0703559,\N
tt0194248,nm0030748,nm0172830
tt0194250,nm1735340,"nm1735340,nm1735370"
tt0194251,nm0188311,"nm0228078,nm0188311"
tt0194252,nm0510723,nm0510723
tt0194253,nm0521629,"nm0353851,nm0415532,nm0521629"
tt0194255,nm0135311,nm0135311
tt0194256,nm0021037,"nm0308689,nm0872804"
tt0194262,nm0089958,"nm0089958,nm0344467"
tt0194267,nm0771409,"nm0275855,nm0296260,nm0771409,nm0778158"
tt0194268,nm0408650,"nm0131840,nm0195143,nm0408650"
tt0194270,nm0442630,"nm0326329,nm0594020"
tt0194273,nm0044726,"nm0044726,nm0221512"
tt0194274,nm0877427,nm0534352
tt0194275,"nm0289739,nm0742401",\N
tt0194276,nm0004454,nm0004454
tt0194278,nm0315430,"nm0315430,nm0927097"
tt0194279,nm0312911,nm0669293
tt0194282,nm0550892,\N
tt0194283,nm0844541,nm0844541
tt0194284,nm0510723,"nm0031709,nm0510723"
tt0194286,nm0950680,nm0151690
tt0194293,"nm0302216,nm0370346","nm0302216,nm0370346"
tt0194297,nm0727285,\N
tt0194299,nm0724047,nm0008036
tt0194300,"nm0510723,nm0057804","nm0510723,nm0708546"
tt0194307,nm0389057,\N
tt0194310,nm0526749,nm0526749
tt0194313,nm0222157,"nm0126862,nm0173017,nm0224543,nm0693398,nm0700259"
tt0194314,nm0106924,nm0106924
tt0194315,nm0132159,"nm0009632,nm0132159"
tt0194319,nm0053331,nm0053331
tt0194321,nm0338538,nm0338538
tt0194322,nm0718497,nm0750110
tt0194323,nm0800098,\N
tt0194325,nm0532141,"nm0267404,nm0532141,nm0692488"
tt0194326,nm0527770,"nm0028011,nm0527770,nm0721232,nm0845142"
tt0194328,nm0417130,\N
tt0194329,nm0532141,"nm0532141,nm0692488"
tt0194332,nm0950680,nm0950680
tt0194333,nm0868025,"nm0435363,nm0620052"
tt0194334,nm0625984,"nm0155009,nm0625984"
tt0194335,"nm0294350,nm0481358","nm0427468,nm0454635"
tt0194337,nm0697448,nm0237897
tt0194340,\N,\N
tt0194342,nm0509409,"nm0192342,nm0002368"
tt0194343,\N,\N
tt0194345,nm0463934,nm0463934
tt0194346,nm0194943,nm0229769
tt0194347,nm0673125,"nm0347269,nm1024478,nm0673125,nm1025549"
tt0194350,nm0533334,"nm0568253,nm0102256"
tt0194352,nm0740282,"nm0245565,nm0302090"
tt0194353,nm1818068,"nm1818068,nm0466857"
tt0194354,nm0587293,\N
tt0194355,"nm0721925,nm0427162",\N
tt0194356,nm0419282,nm0030619
tt0194357,nm0246206,"nm0246206,nm0468840"
tt0194359,"nm0160963,nm0789563","nm0233106,nm0789563"
tt0194367,nm0510723,"nm0510723,nm0920656"
tt0194368,"nm0530579,nm1969399",nm0803771
tt0194369,nm0740282,nm0792246
tt0194370,nm0878010,nm0097554
tt0194372,nm0698187,nm0698187
tt0194373,nm0950680,nm0393250
tt0194375,nm0674398,"nm0148775,nm0622937,nm0674398,nm0868307"
tt0194376,nm1596678,nm1596678
tt0194378,nm0718736,nm0718736
tt0194381,nm0532141,"nm0129122,nm0532141"
tt0194382,nm0882201,"nm0947715,nm0795312,nm0882201"
tt0194385,"nm0668453,nm0760031","nm0139535,nm0223434,nm0668453,nm0760031,nm0894119,nm0206947"
tt0194386,nm0890743,\N
tt0194391,nm0514072,nm0586483
tt0194394,nm0865268,\N
tt0194395,nm0378563,nm0378563
tt0194402,nm0939986,\N
tt0194404,\N,\N
tt0194405,nm0674398,"nm0245279,nm0674398,nm0677538,nm1011927"
tt0194409,nm0201182,nm0201182
tt0194410,nm0595136,nm0192463
tt0194411,nm0389973,\N
tt0194413,nm0622051,\N
tt0194415,nm0164044,"nm0125694,nm0734675"
tt0194416,nm0003048,\N
tt0194419,nm0003048,\N
tt0194421,"nm0003383,nm0685886","nm0685886,nm0003383"
tt0194422,nm0126032,nm0820689
tt0194423,nm0823430,nm0823430
tt0194425,\N,\N
tt0194426,nm0367926,"nm0775055,nm0367926"
tt0194432,nm0823280,nm0106937
tt0194433,nm0013650,nm0479782
tt0194435,nm0034754,\N
tt0194436,nm0841696,nm0813004
tt0194437,nm0061489,nm0196153
tt0194438,nm0841696,"nm0780107,nm1366842,nm1366948"
tt0194439,nm0145947,"nm0869439,nm0779797"
tt0194441,nm0668453,"nm0673049,nm0206947"
tt0194445,"nm0314777,nm2880677","nm0314777,nm2880825,nm2874486"
tt0194447,nm0211487,\N
tt0194454,nm0292889,nm0292889
tt0194455,nm0005731,nm0245191
tt0194456,nm0875439,"nm0239603,nm0305781"
tt0194457,"nm0629363,nm0813992,nm0666362",nm0088564
tt0194459,nm0308548,nm0308548
tt0194460,nm0700259,"nm0610207,nm0700259"
tt0194462,nm0172498,"nm0172346,nm0172422,nm0172498"
tt0194463,nm0510723,nm0510723
tt0194464,nm0262460,"nm0262460,nm0626651"
tt0194465,"nm0527770,nm0577210","nm0327932,nm0527770,nm0577210,nm0577215,nm0798338"
tt0194467,nm0463448,nm0463448
tt0194470,nm0700259,"nm0700259,nm6299848"
tt0194474,nm0630071,\N
tt0194476,nm0510723,"nm0510723,nm0196143"
tt0194480,nm0650927,nm0581762
tt0194482,nm0864818,nm1270540
tt0194483,nm0134383,"nm0173952,nm0243721"
tt0194484,nm0693398,nm0699535
tt0194487,nm0004454,"nm0004454,nm0891561"
tt0194490,nm0331237,"nm0331238,nm0812603"
tt0194491,nm0375469,nm0803005
tt0194493,nm0922301,\N
tt0194494,nm0922301,\N
tt0194496,nm0344927,"nm0123110,nm0286998,nm0266145"
tt0194497,nm0727285,\N
tt0194500,nm0804920,nm0096818
tt0194501,nm0491049,"nm0023996,nm0563509"
tt0194502,nm0039294,"nm0039294,nm0000636"
tt0194504,nm0447217,"nm0077220,nm0896520"
tt0194505,nm0657928,\N
tt0194506,nm0532141,"nm0347304,nm0532141,nm0692488"
tt0194507,nm0510723,"nm0529618,nm0825551,nm0510723,nm0872929"
tt0194508,nm0650927,nm0763126
tt0194509,nm0740021,"nm0684083,nm0740021"
tt0194511,nm0658899,"nm0491049,nm0658899,nm0678462,nm0865685"
tt0194512,nm0272749,nm0272749
tt0194514,nm0868535,nm0868535
tt0194515,nm0006888,nm0006888
tt0194516,nm0151843,nm0393250
tt0194517,nm0281599,\N
tt0194518,nm0865101,\N
tt0194519,nm0788526,"nm0788526,nm0236547"
tt0194523,"nm0266691,nm0348772",\N
tt0194525,nm0389373,nm0612232
tt0194526,nm0744514,\N
tt0194530,nm0382072,nm7049346
tt0194536,nm0911959,"nm0191547,nm0397211"
tt0194537,nm0205603,nm0205603
tt0194540,nm0688031,"nm0382172,nm0498526"
tt0194541,nm0196614,nm0229183
tt0194543,nm1879589,nm0858392
tt0194544,nm0805690,nm0647431
tt0194547,nm0859180,\N
tt0194549,nm0266691,\N
tt0194553,nm0516001,nm0743232
tt0194554,nm0950680,nm2494103
tt0194558,nm0950680,"nm2684096,nm0950680"
tt0194565,nm0950680,nm0157860
tt0194566,nm0950680,nm1531337
tt0194572,"nm0115185,nm0704758","nm0366454,nm0442151"
tt0194573,nm0950680,nm0950680
tt0194580,"nm1291318,nm0311503,nm0952377,nm0954066","nm8606863,nm5796627,nm8606862,nm0311503,nm5796626,nm0952377"
tt0194584,nm0525265,nm0677548
tt0194585,nm0797102,nm0737299
tt0194587,nm0065862,\N
tt0194588,nm0650927,nm0231559
tt0194590,nm0610362,\N
tt0194593,nm0273978,\N
tt0194594,"nm0289473,nm0373612,nm0758066","nm0296658,nm0595290,nm0332417,nm0001792,nm0902591"
tt0194595,nm0004654,\N
tt0194596,"nm0441827,nm0043560,nm0316602,nm0382450","nm0227155,nm0325558,nm1275874,nm1203403"
tt0194597,"nm2639372,nm0930694,nm0509191,nm14955915,nm0390467",\N
tt0194598,nm0107757,"nm5372471,nm5372263,nm0271027"
tt0194599,"nm9508789,nm2078903,nm2075031","nm0760848,nm0128851"
tt0194600,nm0917513,"nm0800801,nm0740448,nm0459732"
tt0194605,nm0802341,"nm0187591,nm2002970"
tt0194606,"nm0132490,nm0768089,nm0907761",nm0724846
tt0194608,nm0535234,"nm0374386,nm0458001,nm0647599,nm0716930,nm0026199,nm0535234,nm0771055"
tt0194609,nm0287198,"nm0403804,nm0088392"
tt0194610,nm1683689,\N
tt0194611,nm0620677,"nm0012912,nm0808054"
tt0194612,nm0211643,"nm0051880,nm0542057,nm0739744,nm0837233"
tt0194613,nm0359589,"nm0219682,nm0675479"
tt0194616,\N,"nm3514713,nm3433174,nm0199167,nm0228442,nm0227704,nm0228772,nm0424825,nm0669960,nm1989361,nm0800376"
tt0194617,\N,\N
tt0194619,\N,nm0317684
tt0194621,nm0092372,nm0176056
tt0194622,"nm0498061,nm0522436,nm0404563","nm0283897,nm0323304,nm0384524,nm0591160,nm0627159,nm0782402,nm0794326,nm0805824,nm0938379"
tt0194624,"nm0490792,nm0002728,nm0227575,nm0500444,nm0000837,nm0002835","nm0170306,nm0227576,nm0745861,nm0781238,nm0487794,nm0372466,nm0372371,nm0502073,nm0831557,nm0906476,nm1729311"
tt0194625,"nm0881662,nm0666362,nm0330207,nm0240327","nm0196739,nm0330820,nm0382375,nm0518773,nm0663328"
tt0194626,nm0182146,"nm0211160,nm0211162,nm0598717,nm0664416,nm0837233"
tt0194627,nm0571338,"nm0571338,nm0571436"
tt0194628,"nm5895598,nm3040362,nm0691301,nm1459756,nm2482950,nm1402733,nm1903371,nm3347037,nm5936544,nm2693939,nm2036329","nm1020738,nm5936546,nm3041080,nm0588086"
tt0194629,"nm1374140,nm0064798",\N
tt0194630,nm0777355,nm0777355
tt0194631,nm0024999,nm0877000
tt0194634,nm0684300,\N
tt0194635,nm0004372,nm0187176
tt0194638,nm0713686,nm0713686
tt0194640,nm0685144,"nm0685144,nm0784395"
tt0194641,nm0129181,nm0129181
tt0194642,nm0727355,nm0036864
tt0194645,"nm0281383,nm0281389","nm0281383,nm0281389,nm0342060"
tt0194649,nm0113499,nm0113499
tt0194650,nm2773852,nm3343566
tt0194653,nm0675479,nm0574471
tt0194654,nm0595768,"nm0595768,nm0617280"
tt0194656,nm0825486,"nm0155742,nm0360775,nm0825486"
tt0194657,nm0244306,nm1618224
tt0194658,nm0673264,"nm0299312,nm0673264"
tt0194660,nm0405736,"nm0304605,nm0498693,nm0845773"
tt0194662,nm0078016,"nm0489805,nm0643375"
tt0194664,nm0174072,"nm0960457,nm0174072,nm2711028"
tt0194666,nm0698839,"nm0610620,nm0698839,nm0901502"
tt0194668,nm0881372,nm0076637
tt0194669,nm0707959,"nm0105061,nm0707959"
tt0194671,nm0201749,nm0146431
tt0194672,nm0415151,"nm0488435,nm0661004,nm0699535"
tt0194674,nm0253083,\N
tt0194676,nm0302351,\N
tt0194677,nm0722109,nm0722109
tt0194679,nm0129181,\N
tt0194680,nm0499077,"nm0156737,nm0513344"
tt0194681,nm0703539,nm0529544
tt0194682,nm0503622,"nm1856882,nm0241416,nm1660974"
tt0194683,nm0157778,\N
tt0194685,nm0078016,"nm0634113,nm0078016"
tt0194686,nm0727355,"nm0036864,nm0727355"
tt0194690,nm0537222,"nm0700259,nm0928753"
tt0194696,nm0419400,nm0106937
tt0194697,nm0000473,\N
tt0194699,nm0861312,\N
tt0194700,nm0912557,"nm0416918,nm0912557"
tt0194701,nm0497359,"nm0151874,nm1540935"
tt0194704,nm0390889,nm0584910
tt0194708,\N,\N
tt0194709,nm0692180,"nm0692180,nm0763944"
tt0194710,nm0600024,nm0600024
tt0194712,nm0175730,nm0175730
tt0194716,nm0904522,\N
tt0194717,nm0235113,nm0235113
tt0194718,nm0198790,\N
tt0194722,nm0282708,"nm0390290,nm0490417,nm0509627"
tt0194724,nm0045024,nm0045024
tt0194727,nm0335924,nm0335924
tt0194729,nm0594972,nm1039220
tt0194730,nm0201853,"nm2256650,nm0100424,nm0201853,nm2247306,nm0478627,nm0608164,nm0785771,nm2247375"
tt0194735,nm0690624,nm0690624
tt0194738,nm0692180,"nm0190300,nm0321368,nm0802885"
tt0194739,nm0692180,"nm0692180,nm0763698"
tt0194741,nm0675502,"nm0039862,nm0675502"
tt0194742,nm0595768,"nm0592431,nm0897748"
tt0194743,nm0390870,\N
tt0194747,nm0781907,nm0898809
tt0194748,"nm0220795,nm0894098","nm0220795,nm0277038,nm0392060,nm0580699,nm0687706,nm0727369,nm0765588"
tt0194749,nm0078016,"nm0004454,nm0221853,nm0331775,nm4693557,nm0577650,nm0884318"
tt0194750,nm0961117,"nm2446018,nm0961117,nm0668201"
tt0194751,nm0845386,nm0845386
tt0194752,nm0090447,nm0476861
tt0194753,nm0742985,"nm0440926,nm0742985"
tt0194755,nm0889402,"nm0889402,nm0889403"
tt0194759,nm0692180,"nm0692180,nm1044463,nm0288408"
tt0194762,nm0594972,"nm0096062,nm0885437"
tt0194764,nm0779258,\N
tt0194766,nm0160108,"nm0087184,nm0377223,nm1764911"
tt0194767,nm0595768,"nm0544483,nm0677538"
tt0194768,nm0692180,"nm0348744,nm0692180"
tt0194770,"nm0672695,nm0198790,nm1773607",\N
tt0194773,nm0089502,"nm0548342,nm0089502"
tt0194774,nm0707959,"nm0044215,nm0707959"
tt0194775,nm1370066,"nm1802679,nm1370066"
tt0194776,nm0323768,\N
tt0194777,"nm0901269,nm2385656,nm1006602,nm0580414","nm1006602,nm1131990,nm5194553,nm8387657,nm0245040,nm0273867,nm1180079,nm0366021,nm0747100"
tt0194780,nm0247089,nm0538747
tt0194781,nm0326161,"nm0313274,nm0374063,nm0662869"
tt0194783,"nm0281383,nm0281389,nm0464254","nm1154092,nm1154106"
tt0194785,nm0727355,nm1227459
tt0194788,nm0088121,"nm0125694,nm0187058"
tt0194794,nm0763775,nm0763775
tt0194799,nm0595752,"nm0595752,nm0204427"
tt0194800,nm0004161,"nm0503600,nm0817065"
tt0194802,nm0693398,\N
tt0194805,nm0175485,nm0175485
tt0194806,nm0035630,\N
tt0194808,nm0516513,\N
tt0194809,nm0727355,"nm0677538,nm0727355"
tt0194811,nm0515202,"nm0515202,nm0556054,nm0622099"
tt0194813,nm0341896,"nm0465406,nm0661573"
tt0194815,nm0714622,nm0714622
tt0194819,nm0946391,"nm0730905,nm0946391"
tt0194820,nm0730905,"nm0422135,nm0870052"
tt0194822,nm0220234,"nm0451982,nm0826763"
