tconst,directors,writers
tt0327836,nm0766220,"nm1216922,nm0793881"
tt0327838,nm0648457,"nm0613487,nm0648457"
tt0327842,\N,\N
tt0327844,nm0914923,nm0201405
tt0327850,nm0000916,"nm0829739,nm0888743"
tt0327864,nm0294137,"nm0377127,nm0801919"
tt0327874,nm0647641,nm0647641
tt0327888,nm0681247,"nm1228941,nm0001367,nm0397949,nm1030988"
tt0327889,nm0299206,nm0440383
tt0327890,nm0341021,"nm0286163,nm0502727"
tt0327892,nm0496928,nm0289448
tt0327895,nm0621797,nm0709049
tt0327898,nm1217568,\N
tt0327899,"nm1012524,nm1254164","nm1271295,nm10128727"
tt0327905,nm1216554,nm1216554
tt0327909,nm0623272,nm1048602
tt0327914,nm0453678,"nm1140274,nm1141940"
tt0327916,nm0098803,nm0098803
tt0327917,nm0845352,nm0275492
tt0327919,nm0082450,"nm1230593,nm0082450"
tt0327920,nm1215448,\N
tt0327921,nm0058006,\N
tt0327925,nm1218028,nm1218028
tt0327926,nm0838552,\N
tt0327929,nm0648537,"nm1155970,nm0648537,nm1218033,nm1056389"
tt0327938,nm1216016,nm1217482
tt0327940,nm0866909,"nm1216728,nm0382461,nm1219728"
tt0327941,\N,\N
tt0327947,"nm1215477,nm0780493,nm0000647","nm1216662,nm1217596"
tt0327949,nm0850875,"nm0850875,nm0870291"
tt0327950,\N,nm0000184
tt0327951,nm0000491,"nm0000491,nm0961577"
tt0327956,nm0497908,"nm1216973,nm0497908"
tt0327958,\N,\N
tt0327959,\N,\N
tt0327960,nm0654908,\N
tt0327966,nm0136579,"nm1625193,nm0162834,nm0136579,nm0136552"
tt0327967,nm0358475,"nm0358475,nm1217145"
tt0327969,nm1216829,nm1058693
tt0327971,nm1217651,nm1068206
tt0327973,nm1218184,nm1215753
tt0327976,nm0001579,nm1221564
tt0327991,nm0022692,\N
tt0327992,nm0974085,\N
tt0327993,\N,"nm1188343,nm1190179"
tt0327998,nm0604704,\N
tt0327999,nm0604704,\N
tt0328001,\N,\N
tt0328003,nm1186243,nm0318004
tt0328007,nm0003557,"nm0797017,nm0616851,nm0860155,nm0395288"
tt0328013,nm1217050,nm1219744
tt0328016,\N,nm1216434
tt0328017,nm0617960,nm0617960
tt0328027,nm0913873,nm1159897
tt0328031,nm0002340,nm0383666
tt0328033,nm1215827,nm1215827
tt0328034,nm0064961,"nm0064961,nm1219738"
tt0328038,nm0541244,"nm0015044,nm0411110,nm0541244"
tt0328039,nm0953044,"nm0951988,nm0951997"
tt0328041,nm0613545,nm1136144
tt0328044,nm0766220,nm0848956
tt0328045,nm0463740,"nm0463740,nm0654984"
tt0328046,nm0945617,nm0613547
tt0328048,nm0643387,nm0411720
tt0328049,nm0945481,"nm0462023,nm0945257"
tt0328051,nm1189442,"nm0051853,nm0210592,nm1189442"
tt0328055,"nm0051642,nm0926444","nm0926444,nm1524770,nm0141965,nm2683818,nm1828422,nm2886549,nm1124954,nm1008415,nm0733975"
tt0328063,nm0151751,nm1038848
tt0328064,nm0340170,"nm0340170,nm0369457"
tt0328068,nm0605648,nm0605648
tt0328077,nm0661484,nm0661484
tt0328078,nm0233555,"nm1251179,nm0233555"
tt0328084,nm1104780,nm1104752
tt0328087,nm0494557,nm0494557
tt0328088,\N,nm1219598
tt0328089,nm7560987,\N
tt0328091,\N,nm1033993
tt0328092,nm1019496,"nm1097845,nm1217895,nm1142933"
tt0328093,"nm0437100,nm0492415",\N
tt0328094,nm1216420,nm1219615
tt0328095,nm0104568,nm0104568
tt0328096,nm2071945,"nm2714594,nm1094898,nm0743375,nm3555504,nm2071945"
tt0328097,nm0000161,"nm0853256,nm0178294"
tt0328099,nm0925870,"nm0046943,nm0806416,nm0005085,nm0841910"
tt0328104,nm0759620,"nm0373117,nm2241736"
tt0328105,nm0280432,\N
tt0328107,nm0001716,"nm0704031,nm0001338"
tt0328113,\N,\N
tt0328116,nm0773884,"nm0112253,nm0083707"
tt0328119,nm2079609,\N
tt0328121,nm1219303,nm1219303
tt0328132,nm0876726,"nm0481628,nm0876726"
tt0328137,nm0058018,"nm0665505,nm0949430"
tt0328140,nm0160280,nm0293166
tt0328149,nm0587454,nm0587454
tt0328152,nm1216355,nm1216355
tt0328153,nm0879755,"nm0847489,nm0879939"
tt0328162,nm0141448,\N
tt0328167,nm0668201,nm0668201
tt0328170,nm0151751,nm1218379
tt0328171,nm0120563,\N
tt0328175,nm1217972,"nm1216178,nm1217514,nm1217972"
tt0328176,nm0924920,\N
tt0328177,nm1379201,\N
tt0328179,nm1119314,"nm1119314,nm1077235,nm1217205,nm1217618"
tt0328181,nm0157758,"nm1045574,nm0157758"
tt0328183,nm0277946,nm0277946
tt0328190,"nm0023929,nm0724037",\N
tt0328195,nm0235663,"nm0048364,nm0213291"
tt0328199,nm0605583,nm0605583
tt0328200,nm0649117,"nm0391724,nm0649117"
tt0328202,nm1150657,nm1150657
tt0328203,nm0651995,nm0013072
tt0328206,"nm1274952,nm0748352,nm1276826,nm1277715,nm1274757,nm1185170,nm0921421,nm1275614,nm1275956,nm0760316","nm1419603,nm0192384,nm1185170,nm0469661,nm1276826,nm1277715"
tt0328208,nm0605648,"nm1216858,nm1159690"
tt0328213,\N,\N
tt0328214,nm0745700,nm0320824
tt0328218,nm0403414,nm0653358
tt0328223,nm0705085,"nm1216640,nm0705085"
tt0328225,nm0882478,"nm0794221,nm0866721,nm1127949"
tt0328226,nm0565981,nm0565981
tt0328227,"nm0066151,nm1216196",\N
tt0328228,nm0108879,nm1400438
tt0328230,nm0219959,"nm0604304,nm0219959,nm0669968"
tt0328232,nm1007880,nm1310957
tt0328233,nm0136025,"nm1326835,nm0136025"
tt0328236,nm1217651,\N
tt0328241,"nm0004886,nm1219301","nm1219301,nm0693315"
tt0328242,nm1354246,nm1358382
tt0328249,nm0418697,nm0418697
tt0328251,nm1152179,"nm13755565,nm1152179"
tt0328258,nm1216495,"nm1137219,nm1077107"
tt0328259,nm0845007,"nm1216050,nm0664416"
tt0328260,nm0684766,nm3839677
tt0328263,nm0511107,\N
tt0328264,nm0334350,"nm0418913,nm0458379"
tt0328265,nm1009776,\N
tt0328267,nm0954503,"nm0399110,nm0923839"
tt0328268,nm0297502,nm0459156
tt0328269,nm0127015,nm0463989
tt0328270,nm0396933,"nm0034316,nm0474227,nm0495599"
tt0328277,nm0581760,nm0581760
tt0328279,nm1365426,"nm1365426,nm0434525,nm0691339"
tt0328280,nm0260619,\N
tt0328284,nm0018732,\N
tt0328285,nm0018732,\N
tt0328287,nm0018732,\N
tt0328288,nm0950045,nm0950045
tt0328290,nm0467225,nm0413774
tt0328294,\N,\N
tt0328295,nm0008906,"nm5013665,nm0008906,nm2341946"
tt0328296,nm0386749,"nm0367955,nm0386749"
tt0328297,nm0914923,nm0914923
tt0328298,nm0914923,nm0293166
tt0328300,nm0568535,"nm0584251,nm0584253,nm0944003"
tt0328302,nm0035840,"nm0113020,nm1085393,nm0428478"
tt0328303,nm0865371,nm0077513
tt0328308,nm0282228,nm0282228
tt0328313,nm0408867,\N
tt0328316,nm0868595,"nm0138676,nm0811709,nm0868595,nm0868639"
tt0328317,"nm0018732,nm0950045",\N
tt0328327,"nm0614011,nm0951345",nm0614011
tt0328328,nm0032853,nm0868531
tt0328332,nm0436770,"nm0436770,nm1217729,nm0847021"
tt0328333,nm0766220,nm0848956
tt0328337,nm0914923,nm0914923
tt0328338,"nm2596818,nm1219302,nm1479549,nm2541225,nm1646499,nm2309931,nm1166240,nm1167962","nm1215757,nm1033759,nm1840994,nm1840989"
tt0328344,"nm0045198,nm0632858",nm0045198
tt0328346,nm0621797,nm0847967
tt0328347,nm0904937,nm0302171
tt0328349,nm1216911,nm0352270
tt0328354,nm0453678,nm1202231
tt0328367,nm0700152,"nm1217424,nm0700152"
tt0328368,nm0018732,\N
tt0328369,nm0018732,\N
tt0328372,nm0018732,\N
tt0328374,nm0018732,\N
tt0328376,nm0331840,"nm1161920,nm0793999"
tt0328377,nm0426183,nm0719927
tt0328378,nm0484879,"nm0484879,nm0608831"
tt0328385,nm0264738,nm0463989
tt0328386,nm0910644,nm0227845
tt0328388,nm1249948,nm1248874
tt0328390,nm0916372,nm0916372
tt0328393,nm1327507,nm1327507
tt0328395,\N,nm1694755
tt0328398,nm1648541,nm1648541
tt0328400,nm0946811,"nm0461533,nm0450277"
tt0328401,nm0110654,nm0110654
tt0328403,nm0018732,\N
tt0328408,nm0018732,\N
tt0328412,nm0924920,\N
tt0328416,nm0409325,"nm0708835,nm1215683"
tt0328417,nm0151751,\N
tt0328418,nm0755727,"nm1024346,nm3493330"
tt0328419,nm0875380,"nm0443195,nm0605648"
tt0328420,nm0715371,nm0715371
tt0328430,nm0475756,nm1242365
tt0328432,nm0463581,nm0463581
tt0328434,nm0942928,\N
tt0328442,nm1219306,nm1218112
tt0328449,nm0645661,\N
tt0328452,"nm0291180,nm0517285",\N
tt0328456,nm0172862,nm0172862
tt0328462,nm0994568,nm0994568
tt0328464,nm0758145,nm0667857
tt0328465,nm0758145,nm0667857
tt0328475,nm0461296,nm0461296
tt0328478,nm0208545,nm0208545
tt0328486,nm0470443,nm0000095
tt0328489,\N,nm0002007
tt0328491,nm0625818,nm0237163
tt0328492,nm0910904,nm2336312
tt0328494,nm0906174,nm0906174
tt0328495,nm1215481,nm1215481
tt0328499,nm0590882,"nm0664781,nm0590882"
tt0328500,nm0648457,nm1330998
tt0328501,nm1215483,nm1215483
tt0328503,nm1139068,"nm1330622,nm1139068,nm1330914,nm1330946"
tt0328509,nm0304921,"nm0087646,nm0304921"
tt0328510,nm0186622,nm0596942
tt0328511,nm0092115,nm0092115
tt0328513,nm0362683,"nm0818009,nm0933730"
tt0328514,nm0003960,nm1188667
tt0328515,nm0766953,"nm0365107,nm0766953"
tt0328516,nm0604704,\N
tt0328517,nm0604704,\N
tt0328518,nm0604704,nm0771175
tt0328519,nm0604704,nm0771175
tt0328520,nm0604704,nm0771175
tt0328521,nm0604704,\N
tt0328523,nm0604704,nm0771175
tt0328528,nm1095061,nm1095061
tt0328538,nm0362566,"nm0362566,nm1223023"
tt0328544,\N,\N
tt0328546,nm0216016,nm0216016
tt0328547,nm1216501,nm1216501
tt0328549,nm1164606,"nm0267288,nm1164606"
tt0328550,nm0056725,"nm0056725,nm0560943"
tt0328551,nm1221062,nm1221062
tt0328556,nm1217479,nm1185900
tt0328567,nm1203824,nm1284318
tt0328569,nm1214317,nm1060432
tt0328570,nm0525475,nm1219725
tt0328571,nm1045343,nm1045343
tt0328572,nm1217362,"nm2073696,nm2085193,nm0038335,nm0945282"
tt0328573,nm1217362,"nm2073696,nm2085193,nm0038335,nm0945282"
tt0328588,nm0934014,nm2105534
tt0328589,nm0920108,"nm1217227,nm0920108"
tt0328593,nm0972016,\N
tt0328594,nm0422188,nm1006725
tt0328595,\N,\N
tt0328596,nm0699114,"nm0014556,nm0256852,nm0464810,nm0488914,nm0840666"
tt0328598,"nm0617960,nm0845660",nm0617960
tt0328599,nm0903541,"nm0239600,nm0739753"
tt0328600,"nm0120439,nm1218189","nm0302090,nm0667698"
tt0328602,nm0348624,nm0300382
tt0328611,nm0136552,\N
tt0328612,nm1119160,"nm0387477,nm1119160"
tt0328613,nm0086471,\N
tt0328614,nm0297846,nm0879732
tt0328616,nm0876877,\N
tt0328617,nm0495331,nm14431201
tt0328618,nm0299206,"nm0648782,nm0849107"
tt0328619,nm0619815,"nm1122594,nm0437528,nm0619815,nm0766240"
tt0328622,nm0386312,nm1330998
tt0328623,nm0766220,"nm1068209,nm1167948,nm0847126"
tt0328625,"nm1217457,nm1100399",\N
tt0328626,nm0909735,"nm0060792,nm0450826"
tt0328628,\N,\N
tt0328629,nm0910945,nm2288763
tt0328637,nm0913085,nm0697880
tt0328646,nm0334350,nm0293166
tt0328653,nm0805328,nm0805328
tt0328655,"nm1216904,nm0691061",nm0102987
tt0328661,\N,\N
tt0328666,nm0023639,nm0023639
tt0328667,nm0849080,nm1136144
tt0328671,nm0223522,"nm1178114,nm0415514,nm1182139,nm1182352"
tt0328675,nm1215478,nm1215478
tt0328677,nm0105300,nm0105300
tt0328685,nm0018732,\N
tt0328688,nm0018732,\N
tt0328689,nm0018732,\N
tt0328691,nm0018732,\N
tt0328692,nm0018732,\N
tt0328697,nm0018732,\N
tt0328698,nm0018732,\N
tt0328699,nm0018732,\N
tt0328702,nm0246986,\N
tt0328703,nm1186265,"nm1276524,nm1277437,nm1278148"
tt0328707,nm0909359,"nm0704842,nm0909359,nm0912028"
tt0328708,nm0945617,nm0613547
tt0328710,nm0826083,nm0826083
tt0328712,"nm0312315,nm0023517","nm0023517,nm0312315"
tt0328713,nm0720503,"nm0618528,nm0720503"
tt0328714,nm0994562,"nm1215982,nm0994562"
tt0328718,nm0255386,nm1215784
tt0328719,nm0357143,nm0001731
tt0328720,nm0182426,nm0182426
tt0328723,"nm0330360,nm0001361,nm0788610,nm0870306","nm0229004,nm0454307,nm0039684,nm0505255,nm1433580"
tt0328724,nm0285643,"nm0236279,nm0192062"
tt0328727,nm1029077,"nm1029077,nm0664160"
tt0328729,nm0536705,"nm1375524,nm0536705,nm0796503"
tt0328730,"nm0632620,nm0686121,nm1054948","nm0138759,nm0836809,nm1140871,nm1531248,nm1531476,nm1075980"
tt0328731,nm0509327,"nm0352341,nm0367960,nm2294597"
tt0328732,\N,\N
tt0328733,"nm1879849,nm7547809,nm0973260,nm0442907,nm0847614,nm4876238,nm0782877,nm4328775,nm7345298,nm1858526,nm0830799,nm3019239,nm1482681,nm2568772,nm7311675,nm7374836,nm1999355,nm7243616,nm4945140,nm2913267,nm7243617,nm1319197,nm1496044,nm2443186,nm2164771,nm4733902,nm2460551,nm7301483,nm0654751,nm2989548,nm2617010,nm7243618,nm2347516,nm2543690,nm5333180,nm1099133,nm2414310,nm7309284,nm3708178,nm7434830","nm1247689,nm0458342,nm7318268,nm0675354,nm0224851,nm1939918,nm7163131,nm3118290,nm1393813,nm0192551,nm1986934,nm2008007,nm1903262,nm1416643,nm0619217,nm3108589,nm1840994,nm1715504,nm0880015,nm7336023,nm2956179,nm0675708,nm2955507,nm7209790,nm3012636,nm0881544"
tt0328735,nm0835156,nm0666511
tt0328738,"nm0206816,nm5172874,nm0594516,nm1061192,nm0386238,nm0839020,nm1536195","nm0206816,nm1257421,nm0411630,nm1228406,nm1229042"
tt0328739,"nm1406960,nm1856817,nm2925947,nm0452696,nm2505025,nm2502300,nm2518118,nm0157363","nm1856898,nm1160330,nm1857003,nm1856817,nm1408796"
tt0328743,nm0680671,"nm0493215,nm0679810"
tt0328744,nm0636116,\N
tt0328745,"nm1577658,nm1302411","nm1577658,nm2362234,nm2362231"
tt0328746,nm1193933,\N
tt0328757,nm0771659,nm0537551
tt0328778,nm0810747,"nm0229665,nm0465949,nm0667890"
tt0328780,"nm0533988,nm0533559,nm0571959","nm0564053,nm1097330,nm0493329"
tt0328784,nm0090477,"nm0578591,nm0954498"
tt0328785,\N,\N
tt0328786,"nm0249928,nm0668887","nm0679683,nm1228275"
tt0328787,\N,\N
tt0328788,nm0648464,"nm1158314,nm4261950,nm0866742,nm0948432"
tt0328789,"nm0547094,nm0603800,nm1680305","nm0603800,nm0539254,nm1681817,nm1681832,nm1684128,nm1678242"
tt0328790,nm0496417,\N
tt0328791,nm2208067,\N
tt0328795,"nm0893358,nm5322327,nm11285920","nm1940179,nm0752728,nm0309346,nm1084729"
tt0328796,\N,"nm1278641,nm1305085,nm2323048,nm0465089,nm1305854,nm1328085"
tt0328797,"nm0217290,nm0638527,nm0621170","nm0081907,nm0120995,nm0195519,nm0762976"
tt0328799,"nm0834378,nm0486010,nm0490838","nm1171030,nm0711885"
tt0328800,nm0211643,"nm0211643,nm0837233"
tt0328801,"nm0237236,nm0138609,nm0023929","nm0138609,nm0810904,nm0003676"
tt0328802,"nm0149631,nm0321159,nm0408076,nm0327944,nm0500988,nm0516360,nm0538533,nm0619762,nm0653458,nm0000576,nm0849786","nm1240977,nm0149631,nm0223526,nm0321159,nm0327944,nm0491956,nm0500988,nm0516360,nm0538533,nm0653458,nm0000576,nm0763035,nm0849786,nm0854976,nm0882683,nm0891927"
tt0328803,nm1227003,nm1227003
tt0328804,nm0008956,\N
tt0328805,nm1242482,nm0534174
tt0328806,"nm1203224,nm0587413","nm1203224,nm1142362"
tt0328807,nm0427775,nm0662955
tt0328808,nm1227527,nm1227527
tt0328810,nm0784019,"nm1383798,nm0784019,nm2832163"
tt0328815,nm0662032,"nm0057864,nm0205301,nm0267537"
tt0328816,nm1226534,nm0534174
tt0328820,nm0216149,"nm0002870,nm0216149,nm9111139,nm0404093,nm1364764"
tt0328822,nm0465164,\N
tt0328823,nm0849080,"nm0633986,nm0847244,nm1143207"
tt0328824,nm0412824,"nm0464805,nm0847026"
tt0328825,nm0681311,nm0681311
tt0328828,nm0245888,nm0381221
tt0328830,nm0211108,\N
tt0328831,nm0748207,"nm0748207,nm0823424"
tt0328832,"nm0535340,nm0913860,nm0161285,nm1002475,nm0159109,nm1238086,nm0605479","nm0905154,nm0905152,nm0159109,nm0913860,nm0161285,nm0601172,nm0605479,nm2197971"
tt0328835,nm0359585,nm0359585
tt0328839,"nm0116097,nm0745572",nm0116097
tt0328844,nm0283377,"nm0283377,nm0502547,nm0750000,nm1227825"
tt0328849,"nm0006737,nm0929660","nm0006737,nm0511665,nm0929660"
tt0328858,nm1226944,\N
tt0328859,nm0798616,"nm0527358,nm0798616"
tt0328860,nm0322261,\N
tt0328861,nm0954595,"nm1158321,nm0960168,nm0770747"
tt0328864,nm0148999,"nm0056462,nm0456690,nm0552495,nm0643824,nm0779319"
tt0328868,nm0956484,"nm0760945,nm0956484"
tt0328869,nm1217479,nm1229096
tt0328874,nm0193240,nm0193240
tt0328875,"nm0903392,nm0928813",nm0903392
tt0328877,nm0314643,nm0720334
tt0328880,"nm0086431,nm1074107","nm0614742,nm0131661,nm0395924,nm0070368,nm1943855,nm0027459,nm1850798,nm2119461,nm0940401,nm0258059,nm0363125,nm0424666,nm0636236,nm1561257,nm0388113,nm1073183,nm0791588,nm0683724,nm1973552,nm0234837,nm2320658,nm2042425,nm1950901,nm0930261,nm2090115,nm0505946,nm0021249"
tt0328881,nm0685512,nm0232459
tt0328883,nm0160280,"nm0160280,nm0317200"
tt0328886,nm0217035,"nm0145713,nm0146997"
tt0328888,nm0463543,"nm0440378,nm0440383"
tt0328889,\N,\N
tt0328890,nm0244967,"nm1027988,nm0244967"
tt0328892,nm0819083,\N
tt0328897,nm0444870,"nm0444870,nm0004193"
tt0328899,nm0178876,nm0178868
tt0328900,nm1165540,nm1165540
tt0328901,nm1227424,nm1227424
tt0328902,\N,\N
tt0328903,nm1247922,\N
tt0328905,nm0160257,"nm0160257,nm0357666"
tt0328907,nm0381392,"nm1226801,nm0045572,nm0381392,nm0750629"
tt0328911,nm0247123,\N
tt0328912,nm1226860,nm8967262
tt0328913,nm0535331,nm0535331
tt0328922,nm0041642,"nm0274948,nm0488435"
tt0328926,nm0520804,nm0213696
tt0328932,\N,"nm0052246,nm0483735,nm0934265,nm1124994"
tt0328936,nm0310449,"nm0034553,nm0310449"
tt0328945,nm0691061,"nm0432240,nm0691061,nm0486610"
tt0328948,nm0279379,"nm0000333,nm0463171,nm0720334,nm0783334"
tt0328952,nm2013302,\N
tt0328955,nm0021577,"nm0021577,nm0255362"
tt0328956,nm0240378,"nm0002042,nm0842582"
tt0328957,nm0377741,"nm0186355,nm0268279,nm0509406"
tt0328960,nm0798616,"nm0527358,nm0798616"
tt0328962,nm1226523,\N
tt0328963,nm0478327,nm0478327
tt0328970,"nm2095224,nm1880554",\N
tt0328975,nm1228825,nm1228825
tt0328985,nm0324797,nm0324797
tt0328990,nm0001901,"nm0001901,nm0209154"
tt0328993,nm0324426,"nm1239166,nm0400194,nm0863011,nm1342853"
tt0328995,nm7470257,nm1198527
tt0328998,nm0787453,"nm0764316,nm0787453,nm1242272"
tt0329001,nm0256340,\N
tt0329002,nm1228531,"nm0281489,nm1228531,nm1558468,nm3632853,nm1012523"
tt0329004,nm0294137,"nm0801919,nm0377127"
tt0329013,nm1212234,nm0204427
tt0329014,"nm1215599,nm1228267",\N
tt0329015,"nm0704390,nm0704398","nm0704390,nm0704398"
tt0329020,nm0620008,"nm0044709,nm1024346"
tt0329024,nm0100522,nm0100522
tt0329025,nm1226524,nm1226524
tt0329028,nm0003474,"nm0268380,nm0947395,nm0125803,nm1227045,nm0003474"
tt0329030,nm0806450,nm0806450
tt0329032,nm0538709,nm0087998
tt0329037,nm1228690,\N
tt0329042,nm0599291,nm0599291
tt0329043,nm0587669,"nm0303946,nm1226727"
tt0329045,nm0299677,nm0299677
tt0329046,nm1230149,\N
tt0329049,nm0844541,"nm0546472,nm0844541"
tt0329050,nm0994567,nm1227537
tt0329065,\N,\N
tt0329067,nm0620521,nm0060145
tt0329076,nm1227942,"nm10942310,nm1227942"
tt0329080,"nm0892897,nm0894098",nm0433564
tt0329081,nm0667666,"nm0495956,nm0859125"
tt0329083,nm0558094,"nm0558094,nm0559105"
tt0329084,"nm1228464,nm1226870",\N
tt0329085,nm1188950,\N
tt0329088,nm0127804,"nm0127804,nm1228343"
tt0329089,"nm0408645,nm0031196","nm0031196,nm0072753,nm0093552,nm0132126,nm1227327,nm0408488,nm0503043,nm0545527,nm0547907,nm0778633"
tt0329094,nm0759848,nm0759848
tt0329095,nm0310802,"nm0294005,nm0310802,nm0894788"
