tconst,averagerating,numvotes
tt0328598,6.0,21
tt0328599,6.3,26
tt0328600,5.7,13
tt0328602,6.5,16
tt0328611,3.8,53
tt0328612,8.0,67
tt0328613,7.4,74
tt0328614,5.5,42
tt0328616,4.4,37
tt0328617,6.7,111
tt0328618,7.3,8
tt0328619,7.3,82
tt0328622,7.1,48
tt0328623,4.4,25
tt0328625,6.8,7
tt0328626,5.7,385
tt0328628,6.9,223
tt0328629,6.4,21
tt0328637,6.0,27
tt0328646,5.4,11
tt0328653,7.4,8
tt0328655,3.5,305
tt0328661,6.2,41
tt0328666,6.1,13
tt0328667,6.3,12
tt0328671,4.8,2746
tt0328675,7.2,2086
tt0328677,8.2,13
tt0328685,6.7,104
tt0328688,6.9,99
tt0328689,5.9,97
tt0328691,7.0,96
tt0328692,7.9,97
tt0328697,8.0,19
tt0328698,5.8,95
tt0328699,7.0,106
tt0328702,7.3,45
tt0328703,8.4,9
tt0328707,6.6,13
tt0328708,6.1,9
tt0328710,7.8,44
tt0328712,6.9,27
tt0328713,7.9,99
tt0328714,7.4,9
tt0328718,7.0,7
tt0328719,5.7,241
tt0328720,5.3,2581
tt0328723,6.0,147
tt0328724,5.8,27
tt0328727,5.6,110
tt0328729,5.2,1999
tt0328730,7.1,90
tt0328731,8.0,102
tt0328732,4.4,821
tt0328733,6.8,6601
tt0328735,8.4,9
tt0328738,7.9,6063
tt0328739,7.6,5766
tt0328743,6.6,12
tt0328744,7.7,6
tt0328745,6.9,46
tt0328746,8.3,15
tt0328757,6.0,423
tt0328778,6.6,36
tt0328780,7.0,16
tt0328784,5.0,40
tt0328785,4.1,8
tt0328786,6.5,19
tt0328787,4.2,66
tt0328788,6.9,99
tt0328789,7.7,2718
tt0328790,6.2,63
tt0328791,7.1,12
tt0328795,3.6,631
tt0328796,2.0,6
tt0328797,5.8,143
tt0328799,7.3,151
tt0328800,6.2,7
tt0328801,6.7,65
tt0328802,6.9,5842
tt0328803,7.7,8
tt0328804,2.6,209
tt0328805,8.2,35
tt0328806,7.5,116
tt0328807,5.9,49
tt0328808,7.1,38
tt0328810,7.8,99
tt0328815,5.0,59
tt0328816,8.2,12
tt0328820,5.0,83
tt0328822,6.8,17
tt0328823,6.4,71
tt0328824,6.1,14
tt0328825,7.5,342
tt0328828,6.3,212942
tt0328830,6.8,100
tt0328831,6.3,346
tt0328832,7.3,80693
tt0328835,7.5,71
tt0328839,7.6,34
tt0328844,7.3,4808
tt0328849,6.6,16
tt0328858,7.0,10
tt0328859,2.6,11
tt0328860,7.9,76
tt0328861,5.1,25
tt0328864,7.3,28
tt0328868,4.1,289
tt0328869,8.0,30
tt0328874,5.0,10
tt0328875,4.0,463
tt0328877,5.8,460
tt0328880,6.8,118444
tt0328881,6.4,10
tt0328883,5.5,16
tt0328886,6.2,48
tt0328888,6.8,18
tt0328889,6.7,22
tt0328890,5.7,438
tt0328892,6.6,20
tt0328897,4.6,234
tt0328899,3.8,162
tt0328900,4.3,15
tt0328901,6.4,468
tt0328902,7.8,22
tt0328903,6.2,667
tt0328905,4.5,12
tt0328907,6.8,10
tt0328911,9.7,67
tt0328912,8.7,91
tt0328913,4.3,23
tt0328922,5.5,20
tt0328926,8.7,24
tt0328932,6.3,250
tt0328936,6.9,20
tt0328945,3.2,1405
tt0328948,8.3,72
tt0328952,7.6,155
tt0328955,4.7,2398
tt0328956,5.8,8
tt0328957,8.6,19
tt0328960,4.8,6
tt0328962,6.9,7181
tt0328963,5.3,38
tt0328970,7.6,1621
tt0328975,6.5,19
tt0328985,5.2,43
tt0328990,5.9,477
tt0328993,4.3,482
tt0328995,6.6,101
tt0328998,5.5,2059
tt0329001,7.8,32
tt0329002,7.0,476
tt0329004,5.7,25
tt0329013,7.5,17
tt0329014,3.6,49
tt0329015,6.3,59
tt0329020,6.8,36
tt0329024,6.3,44
tt0329025,6.5,15
tt0329028,3.4,41516
tt0329030,5.8,1701
tt0329032,5.5,18
tt0329037,4.7,12
tt0329042,7.1,1967
tt0329043,6.7,36
tt0329045,4.8,69
tt0329046,8.4,21
tt0329049,5.0,31
tt0329050,4.9,7
tt0329065,8.1,27
tt0329067,7.1,12
tt0329076,8.2,14
tt0329080,4.9,10
tt0329081,7.8,7
tt0329083,7.1,2417
tt0329084,6.2,20
tt0329085,4.4,8
tt0329088,6.1,88
tt0329089,5.8,8
tt0329094,7.7,77
tt0329095,6.3,142
tt0329098,6.1,145
tt0329099,5.1,626
tt0329100,8.3,13
tt0329101,5.7,123723
tt0329103,6.2,17
tt0329104,8.5,15
tt0329106,6.6,1532
tt0329109,6.5,108
tt0329111,6.5,3347
tt0329112,7.3,299
tt0329115,9.1,55
tt0329120,7.4,13
tt0329121,5.4,37
tt0329124,4.4,42
tt0329126,6.6,12
tt0329130,8.3,12
tt0329131,5.8,7
tt0329133,2.4,181
tt0329141,6.6,15
tt0329143,5.7,114
tt0329146,7.7,22
tt0329161,7.4,10
tt0329162,5.3,4203
tt0329163,5.6,9
tt0329176,4.2,10
tt0329177,7.3,96
tt0329182,6.8,68
tt0329185,7.1,83
tt0329198,1.4,132
tt0329200,2.6,38345
tt0329208,7.5,33
tt0329213,5.4,34
tt0329216,5.8,1552
tt0329224,4.5,671
tt0329227,6.6,32
tt0329228,6.4,13
tt0329231,5.0,32
tt0329232,6.2,100
tt0329236,4.0,22
tt0329237,7.3,20
tt0329239,6.4,13
tt0329241,7.5,549
tt0329245,6.4,166
tt0329247,2.2,171
tt0329248,4.0,11
tt0329251,6.1,17
tt0329252,4.8,19
tt0329253,6.5,59
tt0329254,4.8,37
tt0329255,6.3,23
tt0329257,6.3,106
tt0329259,7.2,10
tt0329260,6.1,17
tt0329261,8.0,22
tt0329263,6.8,11
tt0329265,6.3,139
tt0329268,4.9,182
tt0329271,7.1,172
tt0329272,6.0,117
tt0329274,5.0,11
tt0329276,5.1,382
tt0329278,6.6,25
tt0329286,6.4,6
tt0329293,7.3,8
tt0329294,6.5,11
tt0329296,7.6,213
tt0329297,5.9,1448
tt0329300,7.4,55
tt0329306,5.3,259
tt0329312,6.9,12
tt0329321,7.6,101
tt0329330,7.6,2031
tt0329333,7.3,65
tt0329334,3.4,694
tt0329335,7.7,104
tt0329336,4.8,25
tt0329337,9.0,7
tt0329341,3.2,192
tt0329347,7.1,3698
tt0329349,7.8,8
tt0329354,4.8,2038
tt0329355,6.7,1413
tt0329360,5.3,14
tt0329361,7.7,14
tt0329365,5.2,8
tt0329366,5.8,11
tt0329368,7.4,13
tt0329369,7.5,72
tt0329372,3.2,28
tt0329374,6.5,4004
tt0329379,5.3,16
tt0329380,5.2,598
tt0329385,8.2,25
tt0329386,6.5,12
tt0329388,7.3,11414
tt0329390,7.1,2876
tt0329391,7.4,18
tt0329393,7.9,4892
tt0329400,5.7,10
tt0329401,7.0,258
tt0329402,8.5,10
tt0329414,5.5,554
tt0329417,4.3,62
tt0329420,6.1,19
tt0329421,7.9,590
tt0329423,5.3,10
tt0329428,6.5,25
tt0329429,7.4,247
tt0329431,7.5,242
tt0329437,7.3,7
tt0329438,8.3,23
tt0329440,7.1,17
tt0329442,5.3,12
tt0329443,6.5,25
tt0329444,8.1,128
tt0329446,5.2,8
tt0329447,5.3,13
tt0329451,7.0,25
tt0329453,5.4,364
tt0329458,7.1,21
tt0329459,7.4,13
tt0329465,8.1,16
tt0329468,7.8,200
tt0329470,5.7,50
tt0329472,4.4,8
tt0329474,8.3,15
tt0329476,6.9,742
tt0329480,5.7,47
tt0329485,7.1,3248
tt0329490,5.4,894
tt0329492,7.7,69
tt0329493,3.2,127
tt0329502,4.3,328
tt0329503,7.3,89
tt0329505,6.6,24
tt0329506,5.5,65
tt0329508,3.9,95
tt0329510,4.8,37
tt0329512,6.5,79
tt0329514,7.8,44
tt0329517,8.0,10
tt0329525,5.9,51
tt0329531,4.4,45
tt0329537,5.7,11
tt0329538,7.2,32
tt0329539,5.7,126
tt0329540,7.6,23
tt0329541,6.8,15
tt0329542,6.9,20
tt0329543,7.4,11
tt0329547,6.4,165
tt0329548,7.6,12
tt0329555,6.5,45
tt0329560,7.2,128
tt0329562,6.0,19
tt0329566,5.9,22
tt0329571,4.2,20
tt0329572,6.8,195
tt0329575,7.3,75552
tt0329576,6.7,64
tt0329583,4.4,9
tt0329584,6.3,1062
tt0329585,6.8,50
tt0329586,6.5,11
tt0329589,3.2,1124
tt0329591,5.6,50
tt0329601,6.2,115
tt0329605,5.9,9
tt0329606,6.1,19
tt0329610,6.5,66
tt0329611,4.1,37
tt0329612,8.0,7
tt0329614,6.0,10
tt0329615,7.5,88
tt0329620,4.4,105
tt0329621,5.5,33
tt0329622,8.0,16
tt0329628,5.6,63
tt0329632,7.3,538
tt0329634,7.3,146
tt0329638,6.9,130
tt0329639,8.1,14
tt0329641,8.8,20
tt0329643,3.4,103
tt0329649,7.3,198
tt0329650,7.3,235
tt0329657,5.7,77
tt0329658,7.0,94
tt0329659,7.2,111
tt0329662,6.6,15
tt0329670,6.1,22
tt0329676,6.8,57
tt0329679,5.9,923
tt0329687,7.3,26
tt0329691,4.1,29105
tt0329693,7.1,12
tt0329696,6.4,9
tt0329698,5.7,14
tt0329700,7.0,8
tt0329701,6.5,39
tt0329703,5.5,45
tt0329706,6.4,320
tt0329710,7.3,34
tt0329714,6.6,14
tt0329716,8.1,82
tt0329717,5.3,38571
tt0329719,5.8,9
tt0329720,5.2,9
tt0329722,5.8,34
tt0329723,6.9,9
tt0329724,7.8,13
tt0329725,1.5,18
tt0329726,6.0,12
tt0329727,6.3,9
tt0329728,4.8,21
tt0329731,6.4,577
tt0329733,6.7,11
tt0329734,7.2,13
tt0329737,6.3,4424
tt0329738,7.6,45
tt0329743,7.0,17
tt0329744,1.7,135
tt0329745,4.2,197
tt0329746,6.3,76
tt0329749,3.7,16
tt0329753,6.8,15
tt0329756,6.6,17
tt0329764,6.0,14
tt0329767,6.8,7993
tt0329768,2.9,247
tt0329771,6.9,12
tt0329774,4.5,72503
tt0329775,7.3,139
tt0329777,6.2,24
tt0329783,6.0,1994
tt0329784,5.9,104
tt0329792,4.6,32
tt0329793,7.2,9
tt0329794,1.1,1169
tt0329796,5.0,8
tt0329801,5.5,38
tt0329802,7.9,12
tt0329803,6.2,7
tt0329804,6.0,28
tt0329805,5.7,9
tt0329807,6.8,16
tt0329809,3.4,8
tt0329811,7.8,22
tt0329812,6.0,19
tt0329813,6.5,15
tt0329814,7.0,154
tt0329816,3.5,18
tt0329817,2.9,28
tt0329818,4.8,13
tt0329820,7.8,461
tt0329822,8.8,17
tt0329823,8.4,222
tt0329824,3.8,4120
tt0329826,6.2,56
tt0329829,6.1,1971
tt0329830,7.3,19
tt0329834,7.8,27
tt0329837,6.6,43
tt0329842,3.7,7
tt0329845,7.8,9
tt0329849,2.8,224
tt0329850,6.1,12
tt0329853,8.2,28
tt0329857,5.0,32
tt0329858,8.3,79
tt0329859,4.2,103
tt0329860,6.2,9
tt0329864,8.6,65
tt0329865,7.5,100
tt0329866,6.8,827
tt0329867,5.2,8
tt0329868,6.9,37
tt0329869,5.9,10
tt0329871,6.7,485
tt0329872,6.2,32
tt0329874,9.0,843
tt0329886,8.4,9
tt0329887,8.4,18
tt0329888,7.1,23
tt0329890,8.5,343
tt0329896,7.0,11
tt0329904,8.0,102
tt0329907,8.4,10
tt0329912,3.9,26
tt0329913,5.1,644
tt0329916,8.6,174
tt0329918,6.2,15
tt0329919,8.0,858
tt0329921,6.3,7
tt0329922,5.3,42
tt0329923,7.0,14
tt0329926,8.1,10
tt0329927,6.9,24
tt0329928,8.6,18
tt0329929,4.7,12
tt0329930,7.4,348
tt0329932,7.3,7
tt0329933,6.9,12
tt0329934,7.4,2559
tt0329936,6.4,5
tt0329938,7.0,1592
tt0329942,6.7,20
tt0329943,8.0,8
tt0329944,7.6,6
tt0329949,7.0,52
tt0329951,7.6,92
tt0329952,6.9,23
tt0329953,4.7,113
tt0329954,4.0,342
tt0329955,7.4,10
tt0329956,6.7,10
tt0329959,8.9,25
tt0329960,5.5,15
tt0329961,5.4,13
tt0329962,6.1,168
tt0329963,8.0,142
tt0329967,4.9,11
tt0329972,6.8,9
tt0329975,7.9,12
tt0329980,5.9,17
tt0329982,5.5,61
tt0329983,6.9,18
tt0329988,4.3,24
tt0329989,7.9,17
tt0329991,7.7,40
tt0329992,8.4,33
tt0329993,7.0,14
tt0329995,6.4,21
tt0329998,7.9,221
tt0330000,5.2,8
tt0330001,5.6,79
tt0330002,5.7,129
tt0330004,5.2,19
tt0330009,7.1,74
tt0330012,4.8,44
tt0330014,5.3,8
tt0330016,6.8,582
tt0330019,5.3,66
tt0330020,6.9,32
tt0330022,6.2,16
tt0330024,8.2,15
tt0330025,6.2,21
tt0330026,8.0,11
tt0330027,5.5,6
tt0330033,2.6,113
tt0330036,7.3,22
tt0330039,5.5,195
tt0330040,5.6,10
tt0330042,7.7,12
tt0330044,7.1,213
tt0330048,6.8,27
tt0330054,8.2,32
tt0330057,8.2,16
tt0330058,9.1,25
tt0330059,3.8,7
tt0330061,6.5,34
tt0330064,8.4,163
tt0330065,3.7,18
tt0330067,6.7,30
tt0330068,3.2,701
tt0330069,7.1,4632
tt0330072,6.8,14
tt0330073,5.9,120
tt0330075,7.8,13
tt0330080,5.6,179
tt0330082,2.3,1476
tt0330084,7.7,8
tt0330086,4.3,58
tt0330088,6.9,52
tt0330090,4.0,19
tt0330091,8.2,20
tt0330093,9.3,842
tt0330094,5.4,190
tt0330096,6.2,39
tt0330099,4.9,16186
tt0330100,6.6,10
tt0330101,6.1,12
tt0330103,6.8,15
tt0330107,6.8,13
tt0330108,5.4,11
tt0330109,3.6,11
tt0330110,6.6,68
tt0330111,5.6,4743
tt0330118,6.4,54
tt0330119,6.0,36
tt0330125,8.4,14
tt0330129,8.2,26
tt0330136,6.3,1090
tt0330138,8.1,23
tt0330140,6.0,8
tt0330142,8.9,27
tt0330144,7.2,8
tt0330146,5.4,7
tt0330147,5.6,19
tt0330149,7.0,42
tt0330150,2.9,12
tt0330151,4.4,32
tt0330152,6.6,2783
tt0330153,8.6,10
tt0330158,6.8,54
tt0330162,6.4,26
tt0330165,6.7,37
tt0330166,6.5,15
tt0330169,3.1,10
tt0330170,5.7,15
tt0330171,5.1,1090
tt0330172,8.3,11
tt0330173,7.3,14
tt0330175,4.1,305
tt0330176,3.3,9
tt0330177,6.9,9
tt0330180,6.4,13
tt0330181,4.7,4645
tt0330182,7.7,10
tt0330184,6.4,8
tt0330187,4.3,24
tt0330188,5.2,19
tt0330193,3.8,363
tt0330196,6.2,18
tt0330197,7.7,13
tt0330198,4.3,20
tt0330200,7.9,14
tt0330201,6.1,17
tt0330202,7.4,13
tt0330203,4.2,454
tt0330204,5.2,27
tt0330206,7.4,9
tt0330207,7.8,8
tt0330212,5.8,461
tt0330214,6.7,9
tt0330217,4.8,1849
tt0330219,3.7,30
tt0330220,5.3,56
tt0330222,6.4,62
tt0330223,7.6,11
tt0330224,6.9,25
tt0330225,5.9,227
tt0330226,8.4,11
tt0330229,7.5,17084
tt0330230,6.1,126
tt0330232,4.5,11
tt0330236,5.8,34
tt0330238,3.7,28
tt0330240,4.3,13
tt0330241,7.8,274
tt0330242,4.1,253
tt0330243,8.1,11159
tt0330244,5.6,37
tt0330247,5.5,273
tt0330249,7.6,18
tt0330250,7.3,57
tt0330251,7.7,28031
tt0330252,5.6,49
tt0330254,8.1,50
tt0330255,8.4,21
tt0330256,4.4,12
tt0330258,6.6,60
tt0330261,6.0,49
tt0330262,5.5,39
tt0330264,7.8,10
tt0330265,6.0,25
tt0330266,7.3,177
tt0330267,7.4,935
tt0330268,5.1,79
tt0330270,6.8,12
tt0330272,7.2,17
tt0330274,5.4,50
tt0330275,6.4,21
tt0330276,8.6,13
tt0330277,8.2,8
tt0330279,6.5,8
tt0330285,6.9,18
tt0330288,6.5,19
tt0330289,8.1,17
tt0330290,6.7,31
tt0330296,8.0,16
tt0330297,7.6,13
tt0330298,5.7,15
tt0330302,8.2,10
tt0330303,6.5,25
tt0330307,6.4,78
tt0330308,6.0,16
tt0330312,6.9,341
tt0330313,6.3,11
tt0330316,6.0,685
tt0330318,4.8,37
tt0330321,4.3,9
tt0330323,7.9,650
tt0330324,1.2,12
tt0330327,7.5,19
tt0330328,8.1,44
tt0330329,8.0,71
tt0330331,6.3,23
tt0330333,3.6,367
tt0330338,5.2,42
tt0330342,7.6,210
tt0330343,5.6,21
tt0330344,6.4,25
tt0330346,6.4,18
tt0330347,8.0,6
tt0330348,7.4,74
tt0330353,4.8,9
tt0330356,6.7,27
tt0330358,5.8,9
tt0330361,6.4,96
tt0330362,8.0,7
tt0330363,8.0,19
tt0330365,7.7,111
tt0330367,6.2,62
tt0330368,7.3,67
tt0330369,6.5,9
tt0330370,5.8,21
tt0330371,7.4,46
tt0330373,7.7,655131
tt0330374,6.5,17
tt0330375,7.2,27
tt0330376,5.8,11
tt0330378,7.0,7
tt0330379,5.0,19
tt0330383,5.4,37
tt0330388,6.8,6
tt0330390,7.1,9
tt0330391,6.6,23
tt0330394,7.5,6
tt0330404,7.3,60
tt0330405,3.6,9
tt0330406,5.2,10
tt0330409,6.7,46
tt0330410,7.2,23
tt0330412,7.3,18
tt0330416,5.6,50
tt0330419,8.4,119
tt0330425,7.0,9
tt0330426,5.1,27
tt0330427,7.3,28
tt0330430,4.7,9
tt0330433,8.2,11
tt0330434,5.5,19
tt0330437,8.1,8
tt0330444,6.0,12
tt0330446,7.5,154
tt0330447,6.1,86
tt0330451,6.4,5
tt0330452,6.8,1028
tt0330455,2.7,74
tt0330456,5.6,69
tt0330464,7.5,38
tt0330465,5.8,17
tt0330466,5.8,10
tt0330467,8.0,12
tt0330468,4.6,48
tt0330471,8.0,1503
tt0330472,6.8,426
tt0330474,6.3,33
tt0330477,7.6,11
tt0330482,6.4,6
tt0330483,7.7,21
tt0330484,5.7,34
tt0330487,7.2,18
tt0330489,3.3,563
tt0330493,3.1,17
tt0330494,6.5,27
tt0330496,6.5,167
tt0330497,6.8,15
tt0330500,6.8,8559
tt0330501,6.0,3839
tt0330504,5.4,560
tt0330505,6.5,340
tt0330506,3.1,731
tt0330508,6.5,181
tt0330509,2.5,153
tt0330513,6.6,441
tt0330516,6.6,43
tt0330518,6.8,6
tt0330519,6.8,9
tt0330525,7.6,12
tt0330526,7.1,19
