tconst,averagerating,numvotes
tt0194767,6.6,21
tt0194768,7.4,8
tt0194770,3.1,54
tt0194773,2.6,1243
tt0194774,5.2,128
tt0194775,5.8,149
tt0194776,6.2,13
tt0194777,7.6,19
tt0194780,7.2,13
tt0194781,4.7,24
tt0194783,7.0,10
tt0194785,6.9,9
tt0194788,5.7,29
tt0194794,7.7,40
tt0194799,5.3,111
tt0194800,3.8,415
tt0194802,6.2,9
tt0194805,6.5,27
tt0194806,8.1,13
tt0194808,4.8,16
tt0194809,4.0,10
tt0194811,6.9,45
tt0194813,7.1,64
tt0194815,8.0,17
tt0194819,7.0,9
tt0194820,5.4,6
tt0194822,5.4,26
tt0194823,3.9,11
tt0194825,3.8,26
tt0194826,6.6,141
tt0194827,5.3,136
tt0194828,7.0,91
tt0194830,6.1,246
tt0194832,6.3,32
tt0194833,5.2,13
tt0194834,6.5,296
tt0194835,5.4,418
tt0194837,5.8,101
tt0194841,7.0,245
tt0194843,7.1,11
tt0194847,5.0,145
tt0194848,7.0,83
tt0194849,3.8,6
tt0194850,7.3,71
tt0194852,6.8,116
tt0194854,6.7,40
tt0194856,5.4,48
tt0194857,5.7,6
tt0194858,5.8,70
tt0194859,5.9,32
tt0194860,6.2,31
tt0194861,7.1,17
tt0194863,6.7,9
tt0194864,6.2,63
tt0194865,6.2,13
tt0194867,4.2,47
tt0194869,6.6,19
tt0194873,5.9,14
tt0194874,5.4,8
tt0194876,6.0,356
tt0194879,5.3,97
tt0194880,3.4,98
tt0194885,4.9,56
tt0194887,6.3,9
tt0194889,6.6,41
tt0194892,6.4,10
tt0194894,7.2,87
tt0194895,5.3,37
tt0194897,7.9,407
tt0194898,7.9,29
tt0194899,4.7,46
tt0194900,8.1,59
tt0194901,8.8,22
tt0194904,5.2,10
tt0194905,6.2,35
tt0194906,6.8,76
tt0194908,6.3,10
tt0194911,6.0,50
tt0194913,8.0,10
tt0194914,5.1,67
tt0194915,4.9,124
tt0194917,5.6,7
tt0194918,7.7,395
tt0194919,7.3,25
tt0194921,7.0,8
tt0194922,8.0,19
tt0194923,4.9,11
tt0194925,6.4,201
tt0194926,4.6,337
tt0194928,6.6,108
tt0194931,6.4,53
tt0194933,5.4,44
tt0194936,6.2,25
tt0194939,5.0,6
tt0194940,5.5,85
tt0194941,6.4,40
tt0194942,2.7,28
tt0194945,7.2,13
tt0194946,7.8,4063
tt0194947,8.1,4377
tt0194948,7.9,4151
tt0194949,4.2,24
tt0194950,7.7,35
tt0194951,6.8,50
tt0194953,6.1,35
tt0194956,8.6,22
tt0194962,5.3,21
tt0194966,7.7,11
tt0194970,5.8,220
tt0194976,5.9,14
tt0194979,6.1,44
tt0194982,7.0,7
tt0194983,5.1,17
tt0194984,6.7,154
tt0194986,1.5,9
tt0194987,7.9,19
tt0194988,6.2,7
tt0194989,7.8,925
tt0194993,4.9,13
tt0194994,5.5,38
tt0194995,6.7,20
tt0194996,7.4,38
tt0194997,3.8,116
tt0195001,6.7,838
tt0195002,7.8,4599
tt0195007,3.8,170
tt0195009,5.2,29
tt0195010,5.9,18
tt0195011,5.8,6
tt0195013,5.0,7
tt0195015,4.3,107
tt0195016,5.2,39
tt0195017,4.6,13
tt0195020,5.6,30
tt0195022,6.0,141
tt0195023,5.3,125
tt0195024,7.0,9
tt0195025,5.2,21
tt0195026,6.2,79
tt0195027,4.8,8
tt0195028,5.3,39
tt0195029,4.5,44
tt0195031,5.5,123
tt0195032,7.5,90
tt0195035,5.1,15
tt0195038,6.4,9
tt0195039,2.4,309
tt0195040,6.7,72
tt0195044,2.1,16
tt0195045,6.4,11
tt0195046,5.7,11
tt0195047,8.3,10
tt0195049,6.1,21
tt0195050,6.5,35
tt0195052,6.8,17
tt0195054,6.1,208
tt0195055,5.5,7
tt0195057,7.0,26
tt0195059,6.3,10
tt0195060,7.6,15
tt0195061,7.7,9
tt0195063,7.1,236
tt0195064,4.9,23
tt0195071,5.7,12
tt0195072,6.2,31
tt0195074,5.9,18
tt0195075,5.0,15
tt0195080,7.0,14
tt0195082,5.9,10
tt0195084,5.0,29
tt0195085,7.6,13
tt0195089,7.6,12
tt0195090,6.1,70
tt0195091,8.2,6
tt0195093,6.7,31
tt0195094,5.3,39
tt0195095,5.4,12
tt0195097,6.2,53
tt0195101,5.3,42
tt0195104,6.6,95
tt0195105,8.1,36
tt0195106,5.8,10
tt0195107,3.7,18
tt0195108,7.3,8
tt0195113,5.4,30
tt0195117,6.0,10
tt0195118,8.0,5
tt0195119,6.0,96
tt0195121,7.0,28
tt0195122,6.0,24
tt0195123,5.7,38
tt0195128,5.3,28
tt0195130,4.2,125
tt0195133,3.8,36
tt0195135,7.9,21
tt0195140,6.9,12
tt0195141,7.4,296
tt0195143,6.0,84
tt0195145,5.0,9
tt0195146,4.8,10
tt0195147,5.6,45
tt0195149,7.2,42
tt0195150,6.4,27
tt0195153,5.9,212
tt0195154,3.9,28
tt0195155,5.8,29
tt0195156,6.2,12
tt0195157,7.4,142
tt0195158,3.1,11
tt0195162,7.3,23
tt0195165,5.3,1593
tt0195166,4.5,100
tt0195168,7.6,46
tt0195177,5.4,41
tt0195178,7.7,44
tt0195181,6.2,95
tt0195182,3.0,15
tt0195184,6.6,6
tt0195185,5.6,311
tt0195190,4.0,18
tt0195192,4.3,149
tt0195193,7.8,28
tt0195200,6.6,17
tt0195206,7.0,13
tt0195209,6.2,795
tt0195216,7.7,74
tt0195217,8.8,6
tt0195222,3.1,10
tt0195223,6.1,41
tt0195225,6.0,9
tt0195226,3.2,7
tt0195228,7.9,136
tt0195231,8.3,16053
tt0195232,6.5,262
tt0195233,2.1,13
tt0195234,6.9,19001
tt0195237,6.4,10
tt0195239,4.5,15
tt0195240,5.9,52
tt0195241,7.1,9
tt0195245,6.7,24
tt0195246,6.7,24
tt0195248,4.3,440
tt0195249,7.1,129
tt0195250,6.6,92
tt0195251,4.8,12
tt0195253,6.3,20
tt0195256,7.7,2353
tt0195258,5.5,18
tt0195260,6.7,175
tt0195264,5.9,11
tt0195265,5.5,12
tt0195266,5.4,6
tt0195268,6.2,10
tt0195269,5.8,34
tt0195272,6.5,24
tt0195273,6.8,20
tt0195274,7.0,1511
tt0195275,7.7,2171
tt0195276,6.6,64
tt0195278,7.2,6
tt0195279,7.4,73
tt0195280,5.2,32
tt0195281,6.8,264
tt0195283,6.4,26
tt0195284,7.7,22
tt0195286,6.6,41
tt0195289,5.3,11
tt0195290,6.6,68
tt0195291,6.7,84
tt0195292,6.5,40
tt0195293,5.2,115
tt0195294,4.8,29
tt0195295,7.1,21
tt0195298,7.2,21
tt0195300,7.1,112
tt0195301,7.4,38
tt0195305,4.9,15
tt0195306,3.8,50
tt0195307,7.0,146
tt0195308,4.3,392
tt0195309,6.2,14
tt0195310,6.0,9
tt0195318,5.5,138
tt0195319,6.1,22
tt0195321,4.6,47
tt0195322,4.9,34
tt0195323,6.9,9
tt0195324,8.1,914
tt0195325,6.4,33
tt0195326,6.8,18
tt0195328,5.0,8
tt0195329,6.5,73
tt0195331,6.1,11
tt0195332,6.5,14
tt0195333,7.9,9
tt0195334,7.2,18
tt0195335,3.8,153
tt0195341,5.3,186
tt0195342,5.5,79
tt0195343,5.5,66
tt0195352,6.1,119
tt0195353,5.2,56
tt0195357,8.0,8
tt0195359,6.9,14
tt0195360,3.6,367
tt0195361,4.9,25
tt0195363,3.5,28
tt0195365,6.0,7
tt0195366,3.7,3074
tt0195367,4.0,18
tt0195368,5.9,102
tt0195369,5.2,105
tt0195373,4.9,13
tt0195375,4.3,33
tt0195376,6.2,47
tt0195378,5.7,19
tt0195379,3.2,308
tt0195390,4.5,10
tt0195391,5.5,33
tt0195392,5.1,9
tt0195393,5.0,130
tt0195394,5.6,11
tt0195395,6.5,21
tt0195398,6.1,25
tt0195401,5.8,24
tt0195402,7.1,148
tt0195405,7.3,69
tt0195406,6.4,59
tt0195407,5.7,17
tt0195412,6.1,9
tt0195423,6.0,18
tt0195424,1.8,11
tt0195425,6.8,19
tt0195426,7.5,70
tt0195427,5.8,69
tt0195428,5.3,27
tt0195433,6.1,33
tt0195434,7.2,17
tt0195436,6.6,48
tt0195439,7.8,26
tt0195440,6.7,12
tt0195443,7.5,370
tt0195445,8.3,25
tt0195447,6.7,36
tt0195450,5.7,71
tt0195451,5.3,12
tt0195452,7.0,107
tt0195453,6.8,14
tt0195455,4.8,13
tt0195456,6.2,20
tt0195457,6.4,275
tt0195459,7.1,24
tt0195462,7.5,670
tt0195463,6.9,54
tt0195464,7.2,23
tt0195465,5.1,10
tt0195466,8.0,298
tt0195468,6.9,27
tt0195469,6.5,32
tt0195470,5.4,10
tt0195471,7.1,959
tt0195472,8.1,14
tt0195474,4.6,13
tt0195476,8.0,6
tt0195479,6.4,9
tt0195480,6.1,62
tt0195487,6.9,32
tt0195488,7.8,34
tt0195489,7.6,92
tt0195490,6.8,44
tt0195491,6.7,23
tt0195493,7.8,10
tt0195497,8.3,13
tt0195498,6.2,8
tt0195499,6.3,6
tt0195502,7.6,47
tt0195505,7.7,78
tt0195506,5.4,34
tt0195509,5.4,387
tt0195517,7.7,484
tt0195518,7.5,68
tt0195520,5.8,37
tt0195522,6.1,50
tt0195523,5.2,17
tt0195524,6.1,133
tt0195526,5.8,226
tt0195528,4.8,14
tt0195529,4.6,12
tt0195531,5.8,14
tt0195532,6.0,17
tt0195536,6.8,198
tt0195537,4.2,112
tt0195538,6.1,68
tt0195539,5.5,16
tt0195540,5.8,7
tt0195541,6.7,76
tt0195542,5.7,292
tt0195543,7.4,50
tt0195545,6.4,19
tt0195546,6.4,177
tt0195547,5.6,57
tt0195548,6.5,34
tt0195551,6.4,65
tt0195552,4.8,13
tt0195555,6.1,33
tt0195557,7.5,41
tt0195559,5.9,90
tt0195560,5.2,20
tt0195562,7.0,29
tt0195567,7.4,16
tt0195570,5.1,12
tt0195572,3.0,95
tt0195575,5.9,22
tt0195577,5.2,20
tt0195579,7.8,24
tt0195580,6.0,212
tt0195582,6.7,58
tt0195584,6.0,79
tt0195585,5.4,36
tt0195586,6.5,13
tt0195587,6.1,197
tt0195588,6.5,19
tt0195593,5.2,216
tt0195594,4.8,13
tt0195596,4.4,30
tt0195599,6.4,105
tt0195600,6.8,21
tt0195602,4.9,8
tt0195603,6.5,27
tt0195604,3.9,16
tt0195605,4.6,214
tt0195609,6.1,165
tt0195612,4.6,8
tt0195614,4.1,96
tt0195615,6.1,23
tt0195616,7.3,48
tt0195618,5.3,117
tt0195619,3.5,120
tt0195620,6.8,165
tt0195621,5.8,220
tt0195624,7.3,526
tt0195626,5.6,24
tt0195628,5.3,164
tt0195629,6.9,10
tt0195630,4.8,356
tt0195631,4.9,384
tt0195636,5.5,58
tt0195637,4.2,12
tt0195638,5.4,62
tt0195640,8.7,22
tt0195642,7.0,112
tt0195643,6.7,27
tt0195644,6.6,87
tt0195647,5.5,74
tt0195649,4.2,84
tt0195652,4.2,10
tt0195653,8.4,27
tt0195656,4.3,712
tt0195658,8.2,1016
tt0195659,8.2,418
tt0195660,7.9,278
tt0195661,4.8,8
tt0195666,6.5,13
tt0195668,5.5,65
tt0195673,6.2,28
tt0195674,7.4,53
tt0195675,7.7,43
tt0195676,7.9,25
tt0195677,6.6,50
tt0195678,7.9,17
tt0195680,3.7,107
tt0195682,6.4,91
tt0195685,7.4,210120
tt0195686,8.4,8
tt0195687,5.2,37
tt0195688,5.0,18
tt0195689,5.6,23
tt0195691,8.0,1276
tt0195692,6.2,21
tt0195693,8.3,15
tt0195694,6.1,41
tt0195699,5.2,88
tt0195701,7.4,114
tt0195702,8.1,10
tt0195704,6.8,13
tt0195705,6.4,67
tt0195707,5.8,38
tt0195714,6.7,268460
tt0195721,5.9,16
tt0195723,6.1,74
tt0195726,5.9,87
tt0195733,8.2,20
tt0195736,8.5,18
tt0195741,5.2,13
tt0195746,5.5,17
tt0195748,5.3,69
tt0195749,5.4,11
tt0195751,4.8,8
tt0195752,5.6,40
tt0195753,8.4,2566
tt0195754,6.1,52
tt0195755,5.7,16
tt0195757,7.0,28
tt0195758,4.5,17
tt0195761,6.2,1036
tt0195762,5.9,15
tt0195766,7.4,21
tt0195769,8.9,22
tt0195772,6.9,11
tt0195777,5.5,65
tt0195778,5.2,8793
tt0195780,5.2,17
tt0195782,6.0,32
tt0195783,6.4,44
tt0195793,3.9,17
tt0195794,6.8,12
tt0195797,5.4,10
tt0195798,5.8,15
tt0195803,5.8,34
tt0195807,7.4,53
tt0195810,7.8,21
tt0195814,7.2,941
tt0195818,5.5,108
tt0195819,5.8,61
tt0195820,7.5,14
tt0195821,3.4,7
tt0195822,7.9,57
tt0195824,5.5,17
tt0195825,5.3,105
tt0195827,7.5,15
tt0195837,5.6,23
tt0195838,7.5,30
tt0195843,8.0,18
tt0195846,7.5,55
tt0195850,3.6,20
tt0195853,3.9,46
tt0195855,7.3,1246
tt0195856,7.3,25
tt0195857,5.2,157
tt0195860,5.4,55
tt0195861,5.8,93
tt0195864,6.6,60
tt0195867,5.2,10
tt0195871,6.2,78
tt0195873,8.7,40
tt0195874,6.8,15
tt0195875,8.2,6
tt0195876,7.9,16
tt0195877,5.9,72
tt0195880,6.9,32
tt0195882,7.8,15
tt0195884,5.1,14
tt0195886,6.1,29
tt0195887,5.9,91
tt0195889,5.8,9
tt0195890,2.7,24
tt0195896,7.4,60
tt0195897,7.5,183
tt0195898,5.2,54
tt0195899,3.7,13
tt0195900,6.7,43
tt0195902,6.8,8
tt0195906,4.4,13
tt0195909,7.5,3239
tt0195911,5.1,70
tt0195913,6.5,86
tt0195915,5.5,18
tt0195922,6.5,16
tt0195924,7.8,31
tt0195927,5.7,85
tt0195929,9.6,13
tt0195931,5.3,31
tt0195932,3.9,12
tt0195933,7.0,6
tt0195935,7.1,18
tt0195936,8.5,20
tt0195937,5.6,9
tt0195938,7.2,266
tt0195939,5.8,50
tt0195941,7.6,8
tt0195943,6.9,43
tt0195944,4.2,149
tt0195945,6.1,42779
tt0195947,6.7,49
tt0195956,3.7,8
tt0195957,7.4,29
tt0195960,5.3,771
tt0195965,6.0,29
tt0195968,5.9,188
tt0195970,8.7,8
tt0195972,6.8,161
tt0195974,4.9,9
tt0195975,4.6,14
tt0195979,5.0,24
tt0195982,6.5,137
tt0195983,6.8,134
tt0195984,7.7,137
tt0195985,9.0,8
tt0195988,6.7,130
tt0195989,7.3,126
tt0195993,5.0,6
tt0195994,5.8,483
tt0195996,4.8,29
tt0195997,7.0,100
tt0195999,5.6,11
tt0196000,2.7,255
tt0196001,5.6,36
tt0196002,6.3,162
tt0196003,5.0,10
