tconst,averagerating,numvotes
tt0246270,7.1,53
tt0246271,6.6,22
tt0246272,6.8,13
tt0246273,6.0,38
tt0246274,6.7,11
tt0246275,5.1,13
tt0246276,6.9,25
tt0246277,8.1,70
tt0246278,6.5,627
tt0246279,5.5,22
tt0246280,5.5,24
tt0246281,6.4,28
tt0246286,6.3,190
tt0246290,7.2,78
tt0246294,5.9,106
tt0246295,3.9,25
tt0246300,7.2,20
tt0246304,7.0,6
tt0246305,7.1,100
tt0246312,7.7,26
tt0246313,6.9,160
tt0246314,7.6,8
tt0246315,7.7,287
tt0246318,6.4,7
tt0246319,6.8,31
tt0246321,6.6,14
tt0246322,7.4,78
tt0246323,5.6,85
tt0246325,7.4,33
tt0246332,4.9,537
tt0246338,6.4,47
tt0246339,7.4,355
tt0246342,7.9,113
tt0246345,4.4,324
tt0246346,7.0,9
tt0246347,7.8,19
tt0246348,2.6,11
tt0246349,6.8,13
tt0246351,7.2,35
tt0246352,4.8,8
tt0246353,7.2,587
tt0246354,7.9,204
tt0246355,6.3,10
tt0246357,6.0,6
tt0246358,6.8,9
tt0246359,5.5,290
tt0246368,6.8,72
tt0246370,6.1,167
tt0246371,3.8,17
tt0246372,6.8,31
tt0246378,7.5,87
tt0246379,7.4,54
tt0246381,6.5,28
tt0246382,5.0,221
tt0246383,4.4,35
tt0246385,4.6,6
tt0246386,7.7,25
tt0246387,3.6,21
tt0246388,7.0,95
tt0246389,5.6,17
tt0246393,7.4,234
tt0246394,9.3,27
tt0246395,7.9,1822
tt0246397,7.8,6
tt0246398,6.2,269
tt0246400,6.6,35
tt0246401,4.7,8
tt0246402,7.6,42
tt0246403,6.5,7
tt0246404,6.4,3695
tt0246405,6.6,1504
tt0246406,5.2,9
tt0246407,7.6,8
tt0246409,5.9,21
tt0246411,4.8,65
tt0246412,6.6,109
tt0246413,6.3,187
tt0246414,6.7,40
tt0246416,7.8,7
tt0246417,6.5,7
tt0246420,7.0,279
tt0246421,8.2,102
tt0246422,6.8,13
tt0246424,6.0,8
tt0246425,7.8,342
tt0246426,6.6,70
tt0246427,7.2,20
tt0246428,5.4,23
tt0246429,6.0,11
tt0246430,8.0,5313
tt0246431,3.8,187
tt0246432,7.8,88
tt0246433,6.6,92
tt0246436,6.4,13
tt0246438,5.2,267
tt0246440,8.7,18
tt0246442,7.7,9
tt0246443,7.5,20
tt0246444,6.3,11
tt0246445,5.9,24
tt0246446,5.4,62
tt0246447,5.5,7
tt0246449,7.8,16
tt0246451,7.7,8
tt0246452,2.9,33
tt0246455,7.0,36
tt0246456,7.3,585
tt0246457,5.8,18
tt0246459,7.0,32
tt0246460,6.1,224752
tt0246462,6.6,65
tt0246463,7.8,20
tt0246464,6.4,21314
tt0246465,5.3,9
tt0246469,6.2,200
tt0246473,4.1,116
tt0246474,5.3,75
tt0246475,4.2,11
tt0246477,6.8,176
tt0246479,6.8,33
tt0246480,3.0,193
tt0246482,5.9,49
tt0246483,4.4,29
tt0246484,6.9,9
tt0246485,7.5,16
tt0246490,5.5,19
tt0246491,4.7,13
tt0246492,6.6,47
tt0246493,7.0,168
tt0246495,5.9,64
tt0246496,8.1,21
tt0246497,3.7,20
tt0246498,6.3,2401
tt0246500,6.3,4875
tt0246502,6.5,8
tt0246504,6.6,45
tt0246507,6.3,1271
tt0246508,4.7,12
tt0246512,8.0,70
tt0246513,7.0,18
tt0246514,5.7,752
tt0246515,7.7,7
tt0246520,7.8,577
tt0246525,5.3,34
tt0246527,4.8,40
tt0246529,6.0,36
tt0246530,4.4,21
tt0246532,4.1,13
tt0246533,6.2,43
tt0246534,4.8,15
tt0246535,6.6,19
tt0246538,5.6,107
tt0246539,7.8,32
tt0246540,5.3,7
tt0246543,5.2,189
tt0246544,4.7,14887
tt0246545,6.8,26
tt0246551,5.0,12
tt0246553,7.9,51
tt0246554,5.2,10
tt0246555,6.2,16
tt0246557,7.6,16
tt0246558,7.5,56
tt0246560,6.8,23
tt0246561,6.2,137
tt0246564,5.1,98
tt0246566,7.3,11
tt0246567,7.6,196
tt0246568,1.4,22
tt0246571,6.3,104
tt0246573,5.4,20
tt0246574,5.3,16
tt0246575,5.6,45
tt0246578,8.0,826784
tt0246579,8.9,18
tt0246589,6.5,51
tt0246590,4.4,26
tt0246591,6.3,16
tt0246592,6.6,6802
tt0246593,7.1,1062
tt0246599,5.7,59
tt0246601,7.1,183
tt0246602,8.6,12
tt0246603,7.2,20
tt0246605,6.6,6
tt0246606,7.0,32
tt0246608,5.2,156
tt0246610,7.0,13
tt0246611,3.5,128
tt0246614,7.3,819
tt0246615,5.1,24
tt0246617,1.9,34
tt0246619,7.5,72
tt0246622,6.3,53
tt0246623,6.7,299
tt0246628,6.7,3089
tt0246634,7.3,41
tt0246636,6.1,13
tt0246638,7.9,22
tt0246640,7.2,23
tt0246641,8.6,3450
tt0246642,8.3,2480
tt0246643,8.7,3910
tt0246644,8.1,2067
tt0246645,8.5,4583
tt0246647,5.2,12
tt0246648,7.2,31
tt0246650,7.1,62
tt0246651,5.9,10
tt0246652,6.8,23
tt0246654,6.5,12
tt0246656,7.3,13
tt0246657,7.5,29
tt0246659,4.8,136
tt0246661,5.9,16
tt0246664,6.5,24
tt0246665,7.8,40
tt0246668,7.5,9
tt0246669,5.9,79
tt0246672,6.8,35
tt0246674,6.8,1219
tt0246677,7.0,26182
tt0246678,5.0,43
tt0246681,6.0,10
tt0246683,7.5,16
tt0246685,6.1,21
tt0246687,6.4,502
tt0246688,6.1,38
tt0246689,6.6,61
tt0246692,6.7,9513
tt0246694,4.9,15
tt0246695,7.5,27
tt0246697,8.3,8
tt0246701,5.7,63
tt0246702,7.3,80
tt0246703,8.6,25
tt0246704,7.0,19
tt0246705,5.9,136
tt0246707,7.2,13
tt0246710,5.7,95
tt0246711,6.1,11
tt0246712,8.3,70
tt0246713,6.7,34
tt0246717,5.3,28
tt0246718,8.4,44
tt0246719,6.3,1052
tt0246721,7.8,11
tt0246722,6.0,161
tt0246723,6.6,5
tt0246724,7.9,33
tt0246725,5.9,19
tt0246726,5.9,10
tt0246727,6.8,48
tt0246728,6.9,15
tt0246729,6.0,6222
tt0246730,7.0,169
tt0246733,5.9,80
tt0246734,6.6,5020
tt0246736,7.8,13
tt0246737,8.2,69
tt0246739,7.7,269
tt0246740,7.3,270
tt0246741,5.6,7
tt0246743,8.2,24
tt0246744,6.3,278
tt0246745,5.5,8
tt0246746,6.1,19
tt0246747,2.8,240
tt0246748,7.1,336
tt0246749,6.0,124
tt0246757,6.8,20
tt0246760,6.7,26
tt0246762,8.3,28
tt0246763,5.6,17
tt0246765,7.2,2027
tt0246766,5.9,122
tt0246768,6.5,25
tt0246771,7.6,7
tt0246772,7.2,8434
tt0246774,7.5,85
tt0246776,5.9,741
tt0246777,4.7,28
tt0246778,5.4,24
tt0246779,6.7,6
tt0246780,4.8,18
tt0246783,5.7,78
tt0246786,7.1,1721
tt0246789,5.2,8
tt0246790,4.8,35
tt0246791,5.4,103
tt0246792,9.1,131
tt0246793,7.8,17
tt0246794,4.1,130
tt0246795,5.6,21
tt0246800,6.5,39
tt0246801,7.0,23
tt0246802,6.3,41
tt0246804,7.4,17
tt0246805,7.8,117
tt0246809,7.8,1767
tt0246810,8.2,21
tt0246812,7.0,24
tt0246813,5.1,20
tt0246815,7.2,412
tt0246818,6.9,66
tt0246820,7.8,28
tt0246822,8.0,6
tt0246824,8.0,10
tt0246825,7.1,531
tt0246826,6.5,85
tt0246827,6.2,209
tt0246831,6.2,199
tt0246833,6.9,367
tt0246834,5.9,2272
tt0246836,7.3,30
tt0246837,6.2,8
tt0246839,4.9,236
tt0246840,6.4,14
tt0246841,4.6,10
tt0246842,6.4,39
tt0246843,6.2,7
tt0246844,6.0,13
tt0246845,8.1,18
tt0246847,7.6,12
tt0246848,6.0,44
tt0246851,8.0,111
tt0246852,6.5,9
tt0246853,6.6,517
tt0246854,7.6,80
tt0246855,6.8,9
tt0246856,5.8,28
tt0246857,5.4,91
tt0246858,6.4,45
tt0246859,7.5,280
tt0246860,4.3,17
tt0246862,7.3,28
tt0246863,7.2,17
tt0246866,7.1,562
tt0246867,6.4,127
tt0246868,5.7,238
tt0246869,6.0,10
tt0246870,4.7,712
tt0246874,9.0,7
tt0246875,6.7,1957
tt0246877,6.5,68
tt0246878,7.8,55
tt0246879,7.1,926
tt0246880,3.5,267
tt0246881,7.2,13
tt0246882,7.6,133
tt0246883,7.9,21
tt0246888,6.8,10
tt0246889,6.0,9
tt0246890,4.6,218
tt0246891,5.2,17
tt0246893,6.9,47
tt0246894,3.1,28973
tt0246898,7.3,81
tt0246901,6.3,252
tt0246902,7.8,113
tt0246904,6.7,22
tt0246905,5.9,1598
tt0246906,6.5,311
tt0246909,7.7,22
tt0246913,7.7,140
tt0246914,6.5,191
tt0246916,6.7,56
tt0246918,7.3,20
tt0246921,8.6,11
tt0246922,6.2,12
tt0246923,5.7,21
tt0246924,8.7,31
tt0246925,8.0,30
tt0246926,6.7,6
tt0246927,3.6,100
tt0246929,7.7,18
tt0246930,6.3,35
tt0246931,6.7,13
tt0246934,6.8,1253
tt0246935,7.6,35
tt0246937,7.1,289
tt0246938,6.9,9
tt0246939,6.0,69
tt0246942,7.2,9
tt0246943,7.6,503
tt0246945,7.7,12
tt0246947,5.0,89
tt0246949,4.6,6
tt0246952,7.5,25
tt0246953,6.5,96
tt0246954,7.0,18
tt0246958,7.7,43
tt0246959,7.8,225
tt0246961,6.2,37
tt0246962,5.6,77
tt0246964,8.3,12
tt0246965,3.3,125
tt0246966,6.0,8
tt0246967,8.9,7
tt0246969,9.3,8
tt0246970,7.5,30
tt0246972,4.9,77
tt0246973,6.1,58
tt0246974,6.2,41
tt0246975,7.8,11
tt0246976,4.3,35
tt0246977,7.7,24
tt0246978,4.4,19
tt0246981,7.6,274
tt0246982,8.1,36
tt0246983,6.3,8
tt0246984,8.1,28
tt0246985,7.6,52
tt0246986,8.1,386
tt0246989,5.3,19176
tt0246991,5.8,6
tt0246992,8.7,30
tt0246993,6.5,41
tt0246994,8.3,609
tt0246995,4.9,12
tt0246996,6.8,5
tt0246999,6.6,12
tt0247001,8.3,35
tt0247004,6.8,15
tt0247005,5.2,65
tt0247006,7.1,23
tt0247007,6.7,34
tt0247008,5.0,31
tt0247010,7.0,15
tt0247011,6.8,17
tt0247012,5.9,11
tt0247015,8.0,10
tt0247017,5.9,28
tt0247018,6.3,10
tt0247020,5.1,9
tt0247023,6.8,34
tt0247024,7.6,399
tt0247025,9.0,886
tt0247027,5.0,12
tt0247028,4.2,6
tt0247030,5.4,86
tt0247032,6.6,73
tt0247033,5.8,20
tt0247036,6.9,14
tt0247040,4.6,12
tt0247043,5.3,163
tt0247048,6.5,29
tt0247049,6.2,12
tt0247050,8.0,29
tt0247052,6.3,22
tt0247055,7.4,239
tt0247057,7.9,36
tt0247060,8.2,12
tt0247061,6.8,54
tt0247066,7.2,49
tt0247067,5.3,13
tt0247069,4.5,32
tt0247071,6.1,26
tt0247074,6.1,118
tt0247076,7.0,11
tt0247077,5.3,11
tt0247079,6.4,836
tt0247081,7.3,6137
tt0247082,7.7,86600
tt0247084,7.7,10
tt0247085,6.0,137
tt0247086,6.1,131
tt0247087,7.2,1718
tt0247089,7.1,136
tt0247090,5.7,194
tt0247091,7.6,7299
tt0247092,7.4,35
tt0247094,3.2,935
tt0247095,7.9,938
tt0247096,7.2,156
tt0247097,6.9,744
tt0247098,5.1,316
tt0247100,8.0,56
tt0247101,7.6,204
tt0247102,7.4,4836
tt0247103,7.8,37
tt0247104,7.8,778
tt0247105,6.4,113
tt0247108,7.5,98
tt0247110,7.1,95
tt0247111,7.4,78
tt0247113,5.0,346
tt0247114,5.2,204
tt0247117,8.3,4445
tt0247119,7.9,922
tt0247120,7.4,1003
tt0247121,5.7,742
tt0247122,6.1,145
tt0247126,5.0,10
tt0247127,8.2,89
tt0247128,7.3,688
tt0247131,7.5,82
tt0247132,6.1,41
tt0247133,5.3,202
tt0247134,6.8,120
tt0247135,7.3,379
tt0247136,7.5,495
tt0247137,7.4,232
tt0247141,7.2,398
tt0247142,7.6,70
tt0247144,6.9,7711
tt0247145,6.0,25
tt0247148,7.0,28
tt0247150,7.2,178
tt0247151,6.0,8
tt0247153,6.1,185
tt0247154,4.7,15
tt0247158,4.1,18
tt0247162,5.3,10
tt0247164,3.8,627
tt0247165,3.5,77
tt0247167,7.0,13
tt0247171,5.9,11
tt0247173,4.5,19
tt0247174,6.9,14
tt0247175,6.6,79
tt0247179,6.6,223
tt0247184,7.2,471
tt0247185,5.4,17
tt0247186,8.3,8
tt0247188,5.8,15
tt0247189,5.0,48
tt0247190,5.7,115
tt0247191,8.5,15
tt0247195,6.6,21
tt0247196,7.1,25949
tt0247197,5.8,10
tt0247198,6.1,22
tt0247199,7.1,39994
tt0247202,8.7,9
tt0247203,8.0,243
tt0247204,8.4,11
tt0247212,8.4,11
tt0247218,7.0,11
tt0247221,4.0,8
tt0247222,8.7,15
tt0247223,6.2,41
tt0247224,8.0,24
tt0247227,5.7,19
tt0247231,6.4,19
tt0247232,6.8,465
tt0247233,5.5,20
tt0247237,7.1,86
tt0247239,5.0,10
tt0247241,5.2,21
tt0247242,7.0,35
tt0247244,7.0,9
tt0247247,5.0,15
tt0247254,5.1,2141
tt0247257,6.6,18
tt0247259,6.3,16
tt0247265,6.5,97
tt0247270,5.7,21
tt0247275,8.1,16
tt0247276,8.6,75
tt0247277,6.4,101
tt0247278,6.4,82
tt0247279,5.5,25
tt0247283,7.6,47
tt0247287,6.7,102
tt0247289,5.3,7
tt0247291,7.1,78
tt0247292,6.3,10
tt0247293,6.7,64
tt0247294,7.4,17
tt0247296,6.8,11
tt0247297,4.6,8
tt0247298,7.1,189
tt0247299,7.1,74
tt0247302,4.1,11
tt0247303,4.7,5135
tt0247311,4.8,28
tt0247312,6.2,23
tt0247313,6.2,72
tt0247318,2.2,9
tt0247319,5.1,21
tt0247320,5.3,17
tt0247322,5.4,10
tt0247326,5.3,25
tt0247327,5.9,54
tt0247329,7.1,28
tt0247331,4.7,93
tt0247333,6.4,13
tt0247334,6.1,48
tt0247338,5.9,17
tt0247339,5.3,36
tt0247341,9.0,10
tt0247350,7.0,12
tt0247362,5.3,18
tt0247363,8.5,18
tt0247366,6.9,20
tt0247369,7.2,41
tt0247377,4.2,42
tt0247378,6.1,13
tt0247380,7.7,8270
tt0247383,4.4,23
tt0247384,5.1,43
tt0247385,7.6,21
tt0247389,7.5,14
tt0247394,6.9,1665
tt0247395,8.4,28
tt0247403,8.3,15
tt0247404,7.1,107
tt0247408,7.0,13
tt0247410,6.7,23
tt0247411,8.5,13
tt0247412,8.5,39
tt0247417,7.6,35
tt0247419,5.0,1061
tt0247425,7.4,41341
tt0247427,5.0,984
tt0247436,5.4,17
tt0247437,6.0,50
tt0247440,6.8,25
tt0247442,5.6,6
tt0247443,6.1,143
tt0247444,4.7,6930
tt0247449,6.2,71
tt0247455,4.2,10
tt0247457,5.3,40
tt0247458,6.6,16
tt0247459,5.4,27
tt0247467,4.9,25
tt0247469,5.2,23
tt0247474,5.5,23
tt0247477,8.3,680
tt0247480,4.0,6
tt0247484,6.0,10
tt0247485,6.4,7
tt0247487,3.8,12
tt0247492,5.3,14
tt0247493,5.3,21
tt0247494,7.9,9
tt0247497,8.6,82
tt0247500,7.3,455
tt0247502,6.6,151
tt0247505,6.3,13
tt0247506,6.9,156
tt0247512,6.6,310
tt0247514,7.8,426
tt0247516,6.8,31
tt0247518,4.6,97
tt0247519,5.1,22
tt0247522,7.6,11
tt0247527,7.0,665
tt0247530,6.4,9
tt0247535,6.2,24
tt0247537,7.2,68
tt0247545,6.9,77
tt0247547,8.2,24
tt0247548,6.1,11
tt0247549,5.7,14
tt0247552,5.7,15
tt0247556,7.4,11
tt0247563,7.0,8
tt0247565,6.1,8
tt0247568,8.3,1571
tt0247569,6.8,98
tt0247574,3.5,17
tt0247575,4.4,103
tt0247576,4.7,10
tt0247577,6.2,64
tt0247582,7.5,9
tt0247583,4.3,31
tt0247584,5.8,50
tt0247585,8.4,8
tt0247586,7.9,55286
tt0247588,7.0,6
tt0247595,5.1,12
tt0247597,6.4,12
tt0247599,6.5,103
tt0247602,5.2,18
tt0247604,6.4,12
tt0247606,4.0,17
tt0247608,7.5,18
tt0247611,4.9,15
tt0247613,7.6,10229
tt0247614,8.4,9
tt0247615,7.6,180
tt0247616,6.4,40
tt0247619,6.4,28
tt0247620,6.7,47
tt0247621,5.5,103
tt0247625,5.8,37
tt0247628,9.4,271
tt0247629,5.7,7
tt0247630,7.3,12
tt0247632,3.6,37
tt0247633,4.8,15
tt0247634,6.8,7
tt0247638,6.4,156164
tt0247640,6.6,8
tt0247642,6.4,126
tt0247643,4.0,16
tt0247645,5.7,873
tt0247646,6.2,23
tt0247648,8.4,338
tt0247654,7.4,26
tt0247655,9.6,8
tt0247657,6.7,691
tt0247658,8.1,8
tt0247673,6.5,192
tt0247679,8.0,55
tt0247680,5.4,25
tt0247685,6.6,29
tt0247686,1.8,15
tt0247690,5.5,8
tt0247691,5.0,19
tt0247692,6.2,96
tt0247703,6.2,10
tt0247705,3.8,104
tt0247707,6.9,203
tt0247708,5.9,88
tt0247712,6.8,11
tt0247713,7.6,49
tt0247714,7.7,1489
tt0247716,7.8,39
tt0247717,9.1,16
tt0247720,6.4,11
tt0247724,6.3,9
tt0247728,8.1,16
tt0247729,7.3,6502
tt0247731,4.0,11
tt0247732,8.7,11
tt0247733,5.4,80
tt0247735,4.3,93
tt0247744,6.1,33
tt0247745,7.0,109743
tt0247746,5.5,183
tt0247748,5.3,12
tt0247751,5.9,329
tt0247753,9.7,13
tt0247759,8.2,12
tt0247761,5.3,30
tt0247762,5.1,30
tt0247764,6.7,94
tt0247765,6.6,46
tt0247767,4.8,52
tt0247769,4.3,12
tt0247772,7.6,16
tt0247775,8.7,23
tt0247780,6.7,20
tt0247782,5.6,13
tt0247783,6.6,344
tt0247786,4.5,101
tt0247787,4.1,103
tt0247788,4.0,83
tt0247789,7.3,10
tt0247794,6.8,23
tt0247796,6.9,89
tt0247805,6.7,64
tt0247807,6.2,7
tt0247808,4.5,22
tt0247812,4.7,9
tt0247818,6.0,221
tt0247820,4.3,14
tt0247823,4.2,270
tt0247826,7.0,1127
tt0247827,7.8,12583
tt0247836,7.2,348
tt0247840,6.2,12
tt0247841,4.2,10
tt0247842,7.3,25
tt0247844,8.2,8
tt0247845,8.5,36
tt0247846,7.8,88
tt0247849,7.2,90
tt0247850,6.5,22
tt0247851,8.1,14
tt0247852,6.6,24
tt0247855,6.9,20
tt0247858,7.5,73
tt0247859,7.1,488
tt0247861,7.9,11
tt0247865,6.2,30
tt0247868,8.8,16
tt0247869,7.6,152
tt0247871,7.8,55
tt0247872,7.9,266
tt0247873,7.4,6
tt0247874,8.2,1575
tt0247875,6.9,442
tt0247876,2.8,15
tt0247877,6.7,190
tt0247880,7.6,494
tt0247882,8.8,6931
tt0247885,8.1,224
tt0247886,7.5,364
tt0247887,6.1,927
tt0247888,7.8,23
tt0247890,7.2,242
tt0247895,6.8,19
tt0247896,8.9,409
tt0247897,8.2,29
tt0247899,8.4,48
tt0247900,7.0,7
tt0247902,8.2,3454
tt0247903,4.9,20
tt0247904,5.2,30
tt0247905,7.2,426
tt0247907,6.1,23
tt0247909,5.4,181
tt0247910,6.6,191
tt0247911,3.1,2674
tt0247912,7.9,38
tt0247914,6.5,16
tt0247915,5.3,42
tt0247916,7.4,46
tt0247917,5.2,717
tt0247919,6.3,22
tt0247924,7.2,326
tt0247928,5.3,95
tt0247929,7.0,65
tt0247931,6.0,185
tt0247932,7.7,353
tt0247933,5.6,32
tt0247934,4.7,14
tt0247936,6.2,94
tt0247938,7.8,75
tt0247942,7.5,11
tt0247943,5.1,71
tt0247944,5.0,1475
tt0247945,7.3,2068
tt0247947,3.9,15
tt0247948,5.8,23
tt0247951,7.0,11
tt0247953,5.0,46
tt0247957,7.6,24
tt0247958,6.8,30
tt0247960,5.9,132
tt0247961,5.6,16
tt0247962,6.2,24
tt0247967,7.5,27
tt0247969,6.0,41
tt0247970,6.7,20
tt0247973,6.3,7
tt0247980,5.9,35
tt0247981,7.0,8
tt0247982,5.3,33
tt0247984,7.0,17
tt0247985,6.2,11
tt0247986,4.6,14
tt0247988,6.1,24
tt0247989,7.6,100
tt0247990,8.1,28
tt0247992,5.1,3719
tt0247993,5.4,732
tt0247994,6.9,14
tt0247996,6.9,76
tt0247997,5.2,38
tt0248001,6.5,697
tt0248007,4.9,16
tt0248008,5.6,13
tt0248010,4.6,17
tt0248012,6.0,4387
tt0248017,8.4,11
tt0248018,7.2,39
tt0248022,6.1,44
tt0248024,6.6,12
tt0248025,3.8,12
tt0248027,6.8,6
tt0248029,5.7,36
tt0248031,7.6,21
tt0248036,7.3,1546
tt0248038,6.5,89
tt0248042,5.7,526
tt0248048,7.8,4070
tt0248050,5.3,18
tt0248051,6.8,62
tt0248052,5.2,30
tt0248053,7.3,36
tt0248056,7.2,16
tt0248057,4.5,26
