tconst,averagerating,numvotes
tt0350575,5.9,67
tt0350576,6.7,11
tt0350579,5.0,7
tt0350580,7.1,41
tt0350584,4.5,8
tt0350585,3.6,9
tt0350592,5.9,50
tt0350596,8.6,114
tt0350597,5.5,6
tt0350598,6.8,6
tt0350604,4.0,71
tt0350606,6.1,23
tt0350608,7.7,165
tt0350610,4.4,6
tt0350612,7.8,18
tt0350613,5.0,32
tt0350624,8.9,28
tt0350631,5.5,50
tt0350637,4.9,178
tt0350638,9.3,11
tt0350643,5.4,16
tt0350644,4.2,9
tt0350645,3.7,21
tt0350648,6.7,15
tt0350651,2.1,74
tt0350653,5.9,18
tt0350654,6.9,7
tt0350659,6.4,478
tt0350663,3.8,860
tt0350668,7.6,26
tt0350670,7.1,7
tt0350672,8.2,17
tt0350673,5.0,136
tt0350677,5.5,17
tt0350681,4.3,12
tt0350682,6.5,10
tt0350683,7.2,13
tt0350692,6.4,225
tt0350694,7.0,11
tt0350695,7.1,87
tt0350698,5.6,247
tt0350699,7.0,8
tt0350703,7.4,127
tt0350704,5.3,17
tt0350705,6.2,10
tt0350708,7.0,10
tt0350709,6.9,113
tt0350716,7.2,12
tt0350719,7.0,10
tt0350720,8.1,419
tt0350722,3.7,92
tt0350723,6.0,16
tt0350725,5.3,130
tt0350727,6.1,64
tt0350728,5.9,9
tt0350729,6.5,66
tt0350730,7.2,23
tt0350732,7.6,18
tt0350733,7.2,12
tt0350734,6.5,22
tt0350735,7.0,8
tt0350738,8.3,74
tt0350741,6.2,49
tt0350746,5.4,298
tt0350749,7.5,114
tt0350750,3.4,23
tt0350754,6.1,444
tt0350755,6.3,721
tt0350759,7.6,7
tt0350762,6.3,10
tt0350764,7.3,10
tt0350774,5.7,6048
tt0350776,6.1,143
tt0350777,4.6,387
tt0350778,4.2,20
tt0350782,5.7,20
tt0350784,6.7,15
tt0350791,6.0,15
tt0350797,6.6,37
tt0350802,8.4,190
tt0350803,5.9,14
tt0350804,5.9,2499
tt0350805,4.8,7
tt0350806,8.3,36
tt0350809,4.6,20
tt0350811,5.4,3950
tt0350813,6.4,24
tt0350815,8.9,742
tt0350821,3.6,47
tt0350822,6.1,18
tt0350826,4.7,213
tt0350827,6.1,81
tt0350830,6.3,26
tt0350831,6.5,16
tt0350834,5.9,52
tt0350836,6.3,32
tt0350845,6.0,21
tt0350848,5.0,9
tt0350849,5.0,6
tt0350851,2.4,11
tt0350852,7.5,30
tt0350855,6.0,367
tt0350862,5.3,135
tt0350869,5.1,165
tt0350871,4.7,26
tt0350872,4.4,30
tt0350875,5.6,12
tt0350879,6.5,19
tt0350885,8.4,19
tt0350890,6.7,33
tt0350893,6.1,18
tt0350897,6.5,103
tt0350900,6.0,16
tt0350904,6.9,18
tt0350906,5.2,108
tt0350907,4.8,13
tt0350908,3.6,17
tt0350910,5.2,18
tt0350920,7.6,32
tt0350921,7.2,368
tt0350923,6.6,11
tt0350924,6.8,16
tt0350927,6.6,78
tt0350934,7.5,8306
tt0350936,8.6,34
tt0350941,9.2,9
tt0350942,6.4,11
tt0350945,4.6,331
tt0350946,5.0,179
tt0350948,8.4,31
tt0350949,6.3,152
tt0350950,5.6,17
tt0350952,5.4,342
tt0350957,6.3,8
tt0350960,6.8,158
tt0350967,6.6,55
tt0350968,6.4,80
tt0350970,3.6,10
tt0350979,5.3,10
tt0350980,8.1,24
tt0350983,6.9,19
tt0350986,5.5,49
tt0350997,6.5,11
tt0350999,7.6,97
tt0351003,5.9,14
tt0351004,7.7,30
tt0351012,6.8,27
tt0351015,6.8,6
tt0351016,7.5,44
tt0351017,5.7,11
tt0351018,6.2,42
tt0351024,6.1,14
tt0351026,5.8,7
tt0351031,5.2,118
tt0351032,6.3,25
tt0351033,7.5,24
tt0351034,6.6,8
tt0351037,6.1,39
tt0351045,6.3,15
tt0351055,3.3,24
tt0351059,5.5,12
tt0351064,3.5,148
tt0351068,6.8,7
tt0351072,6.2,6
tt0351074,6.0,139
tt0351075,4.9,130
tt0351076,7.6,14
tt0351077,4.1,62
tt0351078,4.9,1509
tt0351080,7.1,1153
tt0351082,5.2,67
tt0351093,5.3,19
tt0351094,4.9,11
tt0351098,7.5,15
tt0351103,4.3,11
tt0351105,6.8,12
tt0351108,4.4,163
tt0351109,5.9,129
tt0351110,2.6,69
tt0351111,6.9,73
tt0351114,6.5,9
tt0351121,6.7,39
tt0351123,4.0,14
tt0351126,5.2,44
tt0351127,7.8,204
tt0351135,5.3,12
tt0351136,7.1,11
tt0351138,8.2,10
tt0351140,5.1,11
tt0351150,8.0,8
tt0351155,4.3,8
tt0351157,6.9,21
tt0351160,6.7,35
tt0351162,5.2,19
tt0351163,6.6,25
tt0351167,7.3,4821
tt0351168,6.4,20
tt0351169,7.9,15
tt0351170,3.9,10
tt0351171,6.3,45
tt0351172,5.9,307
tt0351173,4.9,11
tt0351175,6.3,13
tt0351176,6.4,530
tt0351183,6.4,61
tt0351191,6.0,9
tt0351219,6.5,7
tt0351227,5.8,12
tt0351231,7.7,45
tt0351234,5.9,34
tt0351237,6.2,22
tt0351238,7.6,2077
tt0351239,6.3,22
tt0351240,6.8,28
tt0351247,5.9,79
tt0351248,7.0,58
tt0351249,5.3,8
tt0351257,7.9,36
tt0351258,8.2,53
tt0351259,6.4,72
tt0351263,7.7,11
tt0351265,6.6,25
tt0351269,6.6,84
tt0351271,5.8,81
tt0351278,6.9,331
tt0351282,5.8,37
tt0351283,6.9,422572
tt0351289,6.3,10
tt0351291,5.6,14
tt0351293,8.0,30
tt0351296,8.4,68
tt0351298,7.7,94
tt0351299,7.5,2839
tt0351301,7.6,34
tt0351306,5.9,14
tt0351307,1.1,201
tt0351326,3.5,14
tt0351327,6.3,13
tt0351328,6.7,14
tt0351330,6.0,111
tt0351333,5.5,11
tt0351345,6.8,7
tt0351349,6.0,6
tt0351350,7.3,24
tt0351353,6.2,22
tt0351354,5.1,12
tt0351356,6.6,5
tt0351369,6.2,158
tt0351371,5.0,19
tt0351382,6.8,1556
tt0351390,8.3,13
tt0351392,6.3,8
tt0351401,5.9,32
tt0351402,5.7,15
tt0351406,6.7,17
tt0351432,6.4,47
tt0351433,5.5,9
tt0351438,6.6,22
tt0351441,7.1,68
tt0351444,5.1,10
tt0351445,4.5,24
tt0351454,6.1,18
tt0351456,3.4,13
tt0351457,4.1,12
tt0351459,6.7,2632
tt0351461,7.3,9541
tt0351464,6.7,8
tt0351473,7.4,17
tt0351506,3.5,25
tt0351507,5.8,63
tt0351513,5.6,7
tt0351517,6.2,38
tt0351518,7.6,236
tt0351519,6.9,269
tt0351520,6.1,14
tt0351524,9.0,16
tt0351525,7.5,22
tt0351526,8.8,6
tt0351528,8.6,54
tt0351530,7.9,28
tt0351537,7.7,22
tt0351538,6.1,13
tt0351539,6.7,10
tt0351540,5.5,329
tt0351547,5.9,9
tt0351552,5.8,10
tt0351553,7.8,21
tt0351555,8.2,6
tt0351557,6.6,92
tt0351559,5.9,7
tt0351563,6.2,17
tt0351569,6.8,22
tt0351574,7.1,30
tt0351576,6.5,254
tt0351577,5.4,37
tt0351578,5.3,14
tt0351585,7.8,7
tt0351586,6.5,56
tt0351587,5.7,7
tt0351592,8.4,14
tt0351598,5.6,9
tt0351599,7.3,70
tt0351603,4.8,21
tt0351634,5.3,23
tt0351635,6.6,46
tt0351638,6.1,200
tt0351639,2.4,433
tt0351641,6.4,5
tt0351644,7.5,40
tt0351654,5.3,9
tt0351661,7.0,12
tt0351663,6.1,85
tt0351671,6.0,18
tt0351690,4.3,12
tt0351694,6.0,77
tt0351705,4.8,12
tt0351706,6.0,12
tt0351708,7.9,43
tt0351712,6.0,47
tt0351714,7.4,94
tt0351716,6.2,36
tt0351741,6.5,90
tt0351746,4.3,7
tt0351747,5.2,8
tt0351748,4.4,17
tt0351750,6.6,13
tt0351753,7.2,32
tt0351754,5.5,134
tt0351756,4.6,16
tt0351759,5.8,337
tt0351760,5.6,16
tt0351761,5.8,93
tt0351763,7.8,29
tt0351764,3.5,7
tt0351765,7.9,16
tt0351766,5.1,14
tt0351769,4.2,8
tt0351770,6.9,1956
tt0351776,6.1,18
tt0351780,5.9,161
tt0351783,6.5,10
tt0351786,5.0,11
tt0351790,6.4,59
tt0351794,7.5,10
tt0351795,5.7,1247
tt0351796,6.7,481
tt0351803,7.5,36
tt0351811,7.2,10
tt0351815,6.5,52
tt0351817,8.1,24791
tt0351825,5.8,14
tt0351826,6.8,341
tt0351831,5.6,13
tt0351838,8.0,9
tt0351841,5.5,16
tt0351852,7.0,93
tt0351853,7.6,65
tt0351864,6.4,58
tt0351867,5.1,480
tt0351874,6.9,20
tt0351875,6.4,7
tt0351877,7.4,14
tt0351878,4.4,21
tt0351879,6.3,9
tt0351885,3.8,186
tt0351887,5.5,5239
tt0351901,3.3,31
tt0351902,5.0,12
tt0351914,6.4,7
tt0351915,4.8,26
tt0351917,5.4,10
tt0351919,7.1,10
tt0351920,6.3,123
tt0351925,7.3,16
tt0351926,8.9,41
tt0351933,7.1,17
tt0351934,3.8,42
tt0351936,6.5,551
tt0351940,6.4,507
tt0351941,6.4,13
tt0351944,6.8,10
tt0351946,6.0,33
tt0351949,4.7,69
tt0351954,9.0,12
tt0351955,7.0,16
tt0351956,6.2,15
tt0351957,7.6,6
tt0351959,5.5,20
tt0351962,3.5,9
tt0351966,8.9,19
tt0351970,6.2,25
tt0351977,6.3,101409
tt0351978,8.3,88
tt0351980,5.2,23
tt0351983,7.0,6
tt0351992,6.2,6
tt0351996,7.1,16
