tconst,averagerating,numvotes
tt0461372,5.2,95
tt0461374,5.6,13
tt0461379,7.6,23
tt0461380,7.2,24
tt0461386,4.3,93
tt0461391,6.4,8
tt0461392,7.2,12
tt0461394,5.9,49
tt0461395,7.6,10
tt0461405,5.6,33
tt0461406,8.1,72
tt0461411,8.5,24
tt0461412,7.8,65
tt0461421,7.9,19
tt0461424,6.7,31
tt0461439,3.8,26
tt0461440,8.4,42
tt0461442,5.4,25
tt0461444,6.8,29
tt0461451,3.9,54
tt0461452,5.3,69
tt0461453,5.9,60
tt0461455,8.1,29
tt0461456,8.5,15
tt0461457,8.0,80
tt0461460,7.2,12
tt0461467,7.7,32
tt0461471,3.1,294
tt0461472,6.5,163
tt0461489,5.4,18
tt0461491,7.3,13
tt0461492,8.2,10
tt0461493,5.4,19
tt0461502,8.3,9
tt0461508,5.2,11
tt0461517,6.7,25
tt0461522,5.2,11
tt0461523,6.6,257
tt0461526,7.1,352
tt0461528,7.5,18
tt0461529,5.5,7
tt0461532,6.8,35
tt0461539,6.6,98
tt0461546,8.9,27
tt0461550,4.0,7
tt0461552,3.6,65
tt0461554,6.4,106
tt0461556,9.0,14
tt0461559,7.2,6
tt0461564,8.0,58
tt0461566,7.9,22
tt0461570,7.0,321
tt0461571,6.5,309
tt0461576,5.2,32
tt0461589,8.1,41
tt0461591,6.7,29
tt0461592,5.7,54
tt0461593,5.5,37
tt0461599,8.7,20
tt0461600,8.2,34
tt0461601,8.1,24
tt0461602,8.0,27
tt0461603,5.1,23
tt0461604,7.0,370
tt0461612,5.1,220
tt0461613,6.7,1307
tt0461620,7.3,43
tt0461621,3.5,29
tt0461622,5.8,2719
tt0461623,6.8,140
tt0461624,5.8,7
tt0461627,6.6,12
tt0461628,5.4,25
tt0461629,2.9,17
tt0461630,3.0,19
tt0461631,7.3,86
tt0461632,5.4,25
tt0461634,8.4,7
tt0461635,6.6,13
tt0461638,2.5,31
tt0461642,4.2,3959
tt0461643,7.4,23
tt0461644,8.5,276
tt0461645,5.7,32
tt0461649,9.2,12
tt0461651,8.2,8
tt0461653,5.5,51
tt0461654,7.8,11
tt0461655,7.2,21
tt0461656,8.6,14
tt0461657,3.4,9
tt0461658,6.6,2655
tt0461660,6.4,684
tt0461662,6.0,12
tt0461664,6.8,122
tt0461665,2.1,39
tt0461672,5.8,14
tt0461674,7.6,52
tt0461676,6.8,20
tt0461679,6.4,46
tt0461681,8.2,86
tt0461682,5.7,39
tt0461686,6.8,41
tt0461688,5.8,621
tt0461692,6.6,399
tt0461693,6.3,46
tt0461694,7.3,7367
tt0461695,6.0,255
tt0461696,6.1,36
tt0461699,7.0,35
tt0461700,8.5,24
tt0461701,6.9,162
tt0461703,4.5,13631
tt0461704,6.1,27
tt0461705,8.0,68
tt0461706,7.4,56
tt0461708,5.2,367
tt0461709,6.5,84
tt0461710,4.2,11
tt0461711,5.6,46
tt0461713,8.5,52
tt0461714,7.9,17
tt0461715,3.5,9
tt0461716,7.0,31
tt0461719,9.1,196
tt0461720,6.1,112
tt0461721,6.3,513
tt0461723,6.8,9
tt0461725,7.7,44
tt0461726,4.9,34
tt0461727,6.4,1232
tt0461729,4.0,12
tt0461730,8.3,6
tt0461732,3.6,69
tt0461733,4.4,104
tt0461740,5.1,10
tt0461742,8.5,25
tt0461743,7.0,57
tt0461753,7.4,29
tt0461756,6.0,7
tt0461758,6.9,14
tt0461760,6.1,503
tt0461762,6.9,14
tt0461765,6.9,17
tt0461769,6.5,608
tt0461770,7.1,212465
tt0461771,7.6,24
tt0461773,7.6,21
tt0461775,6.5,37
tt0461779,6.0,38
tt0461791,6.8,8
tt0461792,6.5,24
tt0461795,6.9,1749
tt0461796,6.9,30
tt0461801,7.1,78
tt0461802,7.3,124
tt0461804,6.5,823
tt0461809,4.7,62
tt0461810,7.5,12
tt0461813,5.1,126
tt0461814,5.0,37
tt0461816,6.2,21
tt0461817,6.3,140
tt0461820,5.9,112
tt0461826,5.2,1036
tt0461827,6.1,138
tt0461829,6.7,29
tt0461830,7.7,45
tt0461832,6.9,44
tt0461833,6.1,56
tt0461834,6.3,15
tt0461836,6.9,160
tt0461841,7.4,96
tt0461845,5.5,65
tt0461846,7.4,17
tt0461847,7.6,1291
tt0461848,6.9,142
tt0461852,6.9,100
tt0461857,7.7,1216
tt0461859,7.0,83
tt0461860,4.0,16
tt0461861,7.2,171
tt0461862,6.7,16
tt0461863,7.7,679
tt0461865,5.7,42
tt0461867,5.5,38
tt0461868,8.3,18
tt0461869,4.7,13
tt0461870,6.2,14
tt0461871,8.6,28
tt0461872,7.5,7035
tt0461873,6.9,85
tt0461874,6.3,12
tt0461876,7.2,167
tt0461877,4.3,118
tt0461879,6.4,321
tt0461886,7.9,13
tt0461887,8.4,923
tt0461889,5.1,16
tt0461890,2.9,44
tt0461891,5.4,13
tt0461892,5.5,767
tt0461893,5.1,17
tt0461894,6.3,2279
tt0461896,7.8,27
tt0461897,7.5,23
tt0461899,6.8,21
tt0461900,7.2,23
tt0461901,6.8,10
tt0461905,4.1,55
tt0461906,9.5,21
tt0461908,9.2,6
tt0461909,9.1,14
tt0461910,5.4,171
tt0461911,8.4,7
tt0461913,7.1,15
tt0461916,6.9,16
tt0461918,2.7,196
tt0461921,7.5,13
tt0461926,5.9,15
tt0461927,5.8,952
tt0461929,4.6,26
tt0461930,7.8,72
tt0461931,3.6,29
tt0461934,4.2,22
tt0461935,8.3,20
tt0461936,7.1,39405
tt0461937,5.4,22
tt0461938,5.6,74
tt0461939,8.5,11
tt0461941,6.6,10
tt0461942,7.8,39
tt0461943,7.5,36
tt0461944,8.2,11
tt0461946,6.0,2050
tt0461947,8.8,59
tt0461948,5.6,62
tt0461949,5.2,16
tt0461950,6.1,85
tt0461952,6.1,16
tt0461954,5.2,12
tt0461956,9.4,12
tt0461957,5.1,11
tt0461958,7.2,461
tt0461963,4.2,51
tt0461964,8.1,24
tt0461965,8.0,8
tt0461966,5.8,25
tt0461967,5.4,18
tt0461968,6.4,7
tt0461969,8.3,14
tt0461970,6.5,1690
tt0461971,7.8,14
tt0461972,5.6,62
tt0461974,6.4,100
tt0461976,8.4,26
tt0461977,6.9,57
tt0461979,6.2,11
tt0461980,6.4,8
tt0461984,7.0,25
tt0461987,5.0,473
tt0461989,6.6,1627
tt0461991,8.1,10
tt0461992,7.7,88
tt0461993,8.0,11
tt0461994,6.6,55
tt0461996,7.1,18
tt0461998,9.1,15
tt0461999,8.2,18
tt0462000,7.2,15
tt0462001,7.6,18
tt0462002,6.2,1412
tt0462004,6.4,129
tt0462005,4.7,30
tt0462007,8.6,17
tt0462009,7.7,56
tt0462010,7.7,29
tt0462012,7.4,14
tt0462013,8.6,40
tt0462015,7.7,16
tt0462017,6.6,36
tt0462020,6.4,10
tt0462022,8.1,19
tt0462023,6.6,4275
tt0462026,7.3,37
tt0462028,6.1,20
tt0462029,8.8,10
tt0462030,9.2,6
tt0462031,4.8,33
tt0462032,7.4,12
tt0462033,6.8,396
tt0462034,8.6,5
tt0462036,5.6,28
tt0462038,6.8,14
tt0462039,8.6,12
tt0462041,5.8,67
tt0462043,7.3,94
tt0462044,8.1,30
tt0462045,7.1,81
tt0462046,6.2,10
tt0462047,5.6,21
tt0462049,7.0,28
tt0462050,9.2,18
tt0462055,5.8,8
tt0462056,7.9,9
tt0462059,4.9,72
tt0462060,5.4,33
tt0462064,6.9,40
tt0462065,7.2,11
tt0462066,6.2,12
tt0462067,7.1,16
tt0462069,2.7,549
tt0462070,6.4,27
tt0462071,5.4,121
tt0462073,6.4,41
tt0462074,6.2,10
tt0462075,6.2,73
tt0462076,5.1,51
tt0462077,7.9,42
tt0462078,7.1,319
tt0462079,6.4,35
tt0462080,7.8,10
tt0462081,7.0,165
tt0462082,9.0,10
tt0462083,7.3,22
tt0462084,4.6,29
tt0462085,3.8,696
tt0462086,7.4,8
tt0462087,3.4,212
tt0462092,8.5,13
tt0462093,8.8,35
tt0462094,7.3,46
tt0462095,5.8,15
tt0462096,7.1,10
tt0462097,6.8,833
tt0462102,5.6,6
tt0462104,8.1,45
tt0462106,5.7,88
tt0462107,2.8,18
tt0462108,6.3,171
tt0462110,8.3,31
tt0462113,8.8,10
tt0462115,6.8,9
tt0462116,6.8,8
tt0462119,9.4,7
tt0462121,2.8,33
tt0462122,7.6,16
tt0462124,7.2,6
tt0462125,7.8,345
tt0462127,8.4,17
tt0462128,7.2,13926
tt0462129,6.8,6
tt0462130,5.2,12
tt0462132,7.7,28
tt0462133,8.1,1118
tt0462134,8.9,26
tt0462136,5.3,10
tt0462138,7.8,131
tt0462139,7.9,5144
tt0462140,7.8,510
tt0462143,5.6,15
tt0462147,8.7,13
tt0462149,8.2,150
tt0462151,3.1,36
tt0462153,4.7,10
tt0462155,6.3,26
tt0462156,8.3,9
tt0462158,5.7,112
tt0462160,4.6,3080
tt0462162,6.8,86
tt0462163,7.8,123
tt0462164,7.3,73
tt0462165,8.3,138
tt0462166,7.7,109
tt0462168,2.4,91
tt0462170,8.1,11
tt0462172,3.0,833
tt0462177,7.4,689
tt0462180,7.8,19
tt0462181,7.0,25
tt0462183,4.3,8
tt0462187,3.8,121
tt0462190,3.1,220
tt0462191,6.2,28
tt0462192,3.7,11
tt0462193,4.1,1401
tt0462197,6.5,373
tt0462199,7.9,318
tt0462200,6.9,65648
tt0462201,4.7,130
tt0462204,6.9,40
tt0462206,3.4,19
tt0462208,6.5,22
tt0462209,7.3,23
tt0462212,7.0,31
tt0462213,7.5,15
tt0462214,6.9,83
tt0462215,5.5,183
tt0462216,6.7,21
tt0462217,8.1,220
tt0462218,7.8,34
tt0462219,5.9,4898
tt0462220,3.6,559
tt0462221,8.0,7
tt0462222,5.8,24
tt0462229,4.6,12020
tt0462230,5.7,217
tt0462231,7.2,6
tt0462232,4.8,404
tt0462233,5.0,10
tt0462236,6.7,7
tt0462238,4.4,80
tt0462239,7.6,32
tt0462241,8.4,6
tt0462242,6.5,883
tt0462243,7.7,53
tt0462244,3.2,17646
tt0462245,7.1,23
tt0462246,6.7,1078
tt0462249,8.5,13
tt0462250,4.5,235
tt0462251,7.6,16
tt0462252,6.5,10
tt0462253,8.1,282
tt0462256,6.8,37
tt0462258,7.2,33
tt0462259,6.7,31
tt0462261,8.2,9
tt0462262,5.5,244
tt0462263,8.6,48
tt0462264,7.3,22
tt0462265,7.9,64
tt0462266,7.6,66
tt0462267,7.8,199
tt0462268,9.4,12
tt0462271,9.0,12761
tt0462272,8.3,545
tt0462274,6.3,8
tt0462275,6.6,66
tt0462280,8.7,9
tt0462281,8.4,74
tt0462283,6.5,37
tt0462284,2.9,143
tt0462285,4.7,91
tt0462292,8.0,15
tt0462294,7.4,43
tt0462295,5.9,3519
tt0462296,6.1,25
tt0462298,3.2,385
tt0462302,4.8,252
tt0462304,3.8,12
tt0462306,4.8,322
tt0462308,2.3,151
tt0462309,5.4,279
tt0462311,8.3,52
tt0462313,6.7,14
tt0462314,8.6,54
tt0462315,7.8,12
tt0462318,6.8,173
tt0462319,8.2,101
tt0462321,6.3,47
tt0462322,7.5,188425
tt0462323,7.6,9
tt0462326,4.3,26
tt0462329,5.2,6426
tt0462331,6.5,29
tt0462333,6.0,469
tt0462335,5.5,44263
tt0462336,8.0,10
tt0462337,3.3,37
tt0462338,6.7,16964
tt0462339,7.9,33
tt0462340,8.8,33
tt0462341,5.0,99
tt0462342,7.0,29
tt0462343,5.2,45
tt0462346,5.3,5838
tt0462347,8.0,13
tt0462349,5.6,182
tt0462351,4.5,729
tt0462353,7.8,52
tt0462359,3.0,2160
tt0462360,7.4,404
tt0462361,8.8,105
tt0462362,5.2,1614
tt0462363,7.2,44
tt0462364,8.1,51
tt0462365,7.0,11
tt0462366,7.2,62
tt0462371,8.6,60
tt0462373,6.1,990
tt0462376,8.3,9
tt0462377,6.7,57
tt0462378,7.5,30
tt0462382,8.8,1841
tt0462384,5.6,87
tt0462385,6.9,72
tt0462388,8.2,283
tt0462391,6.3,71
tt0462392,4.7,907
tt0462394,7.3,51
tt0462395,3.4,12394
tt0462396,5.4,36690
tt0462397,6.2,10
tt0462400,7.4,36
tt0462401,5.3,118
tt0462402,7.3,74
tt0462403,7.6,1256
tt0462407,8.5,61
tt0462409,3.3,238
tt0462410,3.9,133
tt0462411,8.3,21
tt0462415,7.1,855
tt0462416,8.6,28
tt0462418,7.8,731
tt0462419,6.7,13
tt0462421,6.0,224
tt0462422,9.5,2674
tt0462423,9.4,10947
tt0462425,6.7,395
tt0462427,6.6,49
tt0462429,6.0,19
tt0462430,8.4,10
tt0462431,6.8,28
tt0462432,7.6,20
tt0462434,7.4,24
tt0462435,6.2,12
tt0462437,7.6,76
tt0462438,7.6,98
tt0462439,7.5,76
tt0462440,6.6,134
tt0462441,8.2,1353
tt0462442,7.3,126
tt0462443,7.7,41
tt0462445,8.0,52
tt0462446,8.5,51
tt0462448,8.7,7399
tt0462449,8.1,9
tt0462450,7.8,9
tt0462451,7.5,25
tt0462457,6.9,8
tt0462459,8.1,299
tt0462463,8.2,7
tt0462465,6.2,77479
tt0462469,2.8,9
tt0462470,8.7,207
tt0462471,8.0,59
tt0462473,7.5,6
tt0462474,6.7,61
tt0462475,5.8,569
tt0462477,7.4,5569
tt0462478,7.2,22
tt0462479,7.2,56
tt0462481,6.3,161
tt0462482,5.7,13308
tt0462483,6.6,101
tt0462485,6.0,8911
tt0462486,7.4,8
tt0462488,7.4,136
tt0462490,7.3,38
tt0462494,7.2,30
tt0462495,8.2,182
tt0462496,6.4,64
tt0462498,3.6,274
tt0462499,7.0,239599
tt0462501,6.1,877
tt0462503,3.9,7
tt0462504,7.3,109143
tt0462506,5.6,173
tt0462507,6.9,59
tt0462509,5.6,74
tt0462510,6.4,40
tt0462515,7.5,143
tt0462516,4.0,240
tt0462517,3.6,1455
tt0462518,7.2,498
tt0462519,5.9,30244
tt0462520,6.8,1729
tt0462521,6.0,12
tt0462522,5.4,636
tt0462531,7.1,80
tt0462538,7.3,342143
tt0462540,5.6,100
tt0462545,4.6,180
tt0462546,6.6,58
tt0462550,7.2,127
tt0462551,7.8,52
tt0462552,8.3,45
tt0462553,7.4,1869
tt0462554,7.3,119
tt0462555,8.8,65
tt0462556,4.9,24
tt0462557,6.6,30
tt0462559,8.7,8
tt0462561,4.9,15
tt0462563,7.4,60
tt0462567,6.2,19
tt0462568,6.6,27
tt0462569,2.8,15
tt0462570,7.5,7059
tt0462571,4.9,301
tt0462573,7.1,261
tt0462579,5.8,1128
tt0462580,3.6,298
tt0462581,7.3,39
tt0462582,6.9,1007
tt0462583,5.4,449
tt0462586,9.1,53
tt0462590,6.5,123658
tt0462591,3.1,214
tt0462592,1.4,151
tt0462594,6.7,9
tt0462595,7.8,19
tt0462596,5.8,59
tt0462598,4.0,815
tt0462599,7.1,11
tt0462600,7.8,44
tt0462601,5.7,255
tt0462602,7.1,34
tt0462603,8.0,36
tt0462604,7.6,23
tt0462605,6.8,26
tt0462606,8.1,76
tt0462607,4.6,13
tt0462609,5.3,176
tt0462610,7.8,15
tt0462611,3.4,253
tt0462613,7.4,9
tt0462622,5.8,7
tt0462630,2.6,54
tt0462634,2.8,394
tt0462636,7.2,18
tt0462638,7.1,108
tt0462639,7.5,20
tt0462640,3.7,133
tt0462641,4.8,77
tt0462642,6.1,14
tt0462643,5.9,10
tt0462644,7.7,9
tt0462645,7.8,69
tt0462647,6.2,16
tt0462649,7.7,184
tt0462650,8.2,130
tt0462651,7.4,137
tt0462653,7.2,46
tt0462654,7.8,70
tt0462655,7.0,10
tt0462662,7.3,660
tt0462663,7.3,26
tt0462665,4.9,22
tt0462667,5.8,1674
tt0462668,5.9,15
tt0462669,6.6,38
tt0462670,7.1,383
tt0462671,7.6,14
tt0462672,7.3,368
tt0462673,7.4,683
tt0462674,3.8,30
tt0462679,5.6,206
tt0462682,6.5,66
tt0462683,6.6,1105
tt0462684,6.6,1249
tt0462687,6.8,152
tt0462689,7.3,188
tt0462690,5.1,272
tt0462691,4.5,16
tt0462696,5.4,13
tt0462699,8.3,723
tt0462701,6.4,6
tt0462702,7.3,156
tt0462703,5.9,2031
tt0462705,6.9,197
tt0462706,7.6,18
tt0462707,6.5,596
tt0462708,5.6,31
tt0462709,2.9,17
tt0462710,7.8,15
tt0462711,7.3,43
tt0462712,6.3,28
tt0462713,5.2,92
